database	model	descr	ncurated	nllm	ninter	generatio	bgratio	non_hgcn	ndup	p_val	p_val_adj
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Viral mRNA Export From Host Cell Nucleus	7	6	0	0.0	0.0003527159125264537	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Visual Learning	11	0	0		0.0005542678625415701	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Visual Perception	101	19	5	0.2631578947368421	0.005089186737881689	0	0	3.481084669216471e-08	0.00018822224806453459
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Visual System Development	41	20	3	0.15	0.002065907487654943	3	0	9.16063715848163e-06	0.04953156511591017
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Vitamin A Metabolic Process	6	10	1	0.1	0.0003023279250226746	0	0	0.0030207655642222777	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Vitamin D Metabolic Process	11	32	3	0.09375	0.0005542678625415701	2	0	6.238410158513054e-07	0.003373108372708008
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Vitamin K Metabolic Process	8	6	3	0.5	0.0004031039000302328	0	0	8.603891821123256e-10	4.652124307681344e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Vitamin Transport	39	7	5	0.7142857142857143	0.0019651315126473848	0	0	4.748121713807945e-13	2.5673094106559562e-09
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Vocal Learning	5	9	0	0.0	0.0002519399375188955	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Water Transport	19	33	10	0.30303030303030304	0.0009573717625718028	2	0	3.2813212217244856e-24	1.7742103845864294e-20
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Water-Soluble Vitamin Metabolic Process	40	27	7	0.25925925925925924	0.002015519500151164	4	0	6.785638248488501e-14	3.6689946009577326e-10
GO_Biological_Process_2023	gpt-3.5-turbo-0125	White Fat Cell Differentiation	6	27	2	0.07407407407407407	0.0003023279250226746	5	0	2.666287582528845e-05	0.14416616958733464
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Wound Healing	80	9	1	0.1111111111111111	0.004031039000302328	0	0	0.03584914139802005	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Wound Healing, Spreading Of Cells	25	16	1	0.0625	0.0012596996875944774	1	0	0.019998330480682752	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Wound Healing, Spreading Of Epidermal Cells	9	30	0	0.0	0.00045349188753401187	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Wybutosine Biosynthetic Process	5	5	3	0.6	0.0002519399375188955	2	0	7.681757060154661e-11	4.153526042425625e-07
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Wybutosine Metabolic Process	5	4	2	0.5	0.0002519399375188955	2	0	3.04781394512868e-07	0.0016479530001310772
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Xenobiotic Catabolic Process	19	5	1	0.2	0.0009573717625718028	0	0	0.004782753170105214	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Xenobiotic Glucuronidation	6	12	5	0.4166666666666667	0.0003023279250226746	0	1	1.855412645485318e-16	1.0032216174139114e-12
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Xenobiotic Transport	20	8	7	0.875	0.001007759750075582	0	0	2.5971635780706305e-21	1.4042863466627898e-17
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Xenobiotic Transport Across Blood-Brain Barrier	5	10	2	0.2	0.0002519399375188955	0	0	2.284478003956523e-06	0.012352172567392919
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Zinc Ion Import Into Organelle	6	4	0	0.0	0.0003023279250226746	4	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Zinc Ion Transmembrane Transport	21	24	21	0.875	0.001058147737579361	0	0	5.993482416628653e-68	3.240675942671113e-64
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Zinc Ion Transport	23	44	19	0.4318181818181818	0.0011589237125869192	24	1	3.440224847555014e-49	1.8601295750729958e-45
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Zymogen Activation	45	15	1	0.06666666666666667	0.0022674594376700594	1	0	0.033563870111198005	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Zymogen Inhibition	5	3	0	0.0	0.0002519399375188955	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	'De Novo' AMP Biosynthetic Process	6	6	1	0.16666666666666666	0.0003023279250226746	2	0	0.0018133731604085671	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	'De Novo' Post-Translational Protein Folding	32	15	5	0.3333333333333333	0.001612415600120931	1	0	2.3505350554124233e-11	1.2709343044614973e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	2-Oxoglutarate Metabolic Process	14	15	6	0.4	0.0007054318250529074	0	0	1.7744715257757577e-16	9.594567539869522e-13
GO_Biological_Process_2023	gpt-4o-2024-05-13	3'-UTR-mediated mRNA Destabilization	15	29	2	0.06896551724137931	0.0007558198125566865	1	0	0.00021426584280210428	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	3'-UTR-mediated mRNA Stabilization	18	13	2	0.15384615384615385	0.0009069837750680237	1	0	6.0354489148266446e-05	0.3263367228246767
GO_Biological_Process_2023	gpt-4o-2024-05-13	3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process	15	2	2	1.0	0.0007558198125566865	0	0	5.34013167696689e-07	0.002887409197735998
GO_Biological_Process_2023	gpt-4o-2024-05-13	5S Class rRNA Transcription By RNA Polymerase III	5	20	5	0.25	0.0002519399375188955	1	0	6.053772889707099e-16	3.273275001464628e-12
GO_Biological_Process_2023	gpt-4o-2024-05-13	7-Methylguanosine RNA Capping	5	6	3	0.5	0.0002519399375188955	0	1	1.5362352365212803e-10	8.306423923870562e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	7-Methylguanosine Cap Hypermethylation	7	4	0	0.0	0.0003527159125264537	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	7-Methylguanosine mRNA Capping	6	9	2	0.2222222222222222	0.0003023279250226746	0	1	2.7412813122321445e-06	0.014822108055239206
GO_Biological_Process_2023	gpt-4o-2024-05-13	ADP Transport	7	8	2	0.25	0.0003527159125264537	0	0	2.9850508943824836e-06	0.01614017018592609
GO_Biological_Process_2023	gpt-4o-2024-05-13	AMP Biosynthetic Process	8	15	6	0.4	0.0004031039000302328	0	0	1.655380244896413e-18	8.950640984154906e-15
GO_Biological_Process_2023	gpt-4o-2024-05-13	AMP Metabolic Process	11	16	4	0.25	0.0005542678625415701	3	0	9.283826432576423e-11	5.019764952094072e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	ATF6-mediated Unfolded Protein Response	6	19	4	0.21052631578947367	0.0003023279250226746	0	1	8.997571760405588e-12	4.8649870508513014e-08
GO_Biological_Process_2023	gpt-4o-2024-05-13	ATP Biosynthetic Process	25	36	14	0.3888888888888889	0.0012596996875944774	0	0	1.0142163125260823e-33	5.483867601828527e-30
GO_Biological_Process_2023	gpt-4o-2024-05-13	ATP Metabolic Process	34	62	6	0.0967741935483871	0.0017131915751284893	2	2	9.203951147923761e-10	4.9765763856823775e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	ATP Synthesis Coupled Electron Transport	7	85	5	0.058823529411764705	0.0003527159125264537	5	0	2.672945726850585e-11	1.4452617545081114e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	ATP Transport	13	28	2	0.07142857142857142	0.0006550438375491283	0	0	0.0001484860267734053	0.8028639467638025
GO_Biological_Process_2023	gpt-4o-2024-05-13	AV Node Cell Action Potential	6	19	3	0.15789473684210525	0.0003023279250226746	0	0	1.4864739404979784e-08	8.037364596272569e-05
GO_Biological_Process_2023	gpt-4o-2024-05-13	AV Node Cell To Bundle Of His Cell Communication	6	17	2	0.11764705882352941	0.0003023279250226746	1	0	1.0344817854486557e-05	0.05593443013920881
GO_Biological_Process_2023	gpt-4o-2024-05-13	Arp2/3 Complex-Mediated Actin Nucleation	19	26	8	0.3076923076923077	0.0009573717625718028	4	0	1.9787676187307902e-19	1.0699196514477383e-15
GO_Biological_Process_2023	gpt-4o-2024-05-13	B Cell Activation	92	31	12	0.3870967741935484	0.004635694850347677	3	0	6.490644917541011e-21	3.509491706914425e-17
GO_Biological_Process_2023	gpt-4o-2024-05-13	B Cell Activation Involved In Immune Response	16	26	1	0.038461538461538464	0.0008062078000604656	5	0	0.020781064212001033	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	B Cell Chemotaxis	5	12	1	0.08333333333333333	0.0002519399375188955	0	0	0.0030206895454071596	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	B Cell Differentiation	68	47	7	0.14893617021276595	0.0034263831502569786	2	0	2.3322059382001074e-10	1.261023750784798e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	B Cell Homeostasis	9	13	1	0.07692307692307693	0.00045349188753401187	1	0	0.005883815319243173	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	B Cell Mediated Immunity	15	24	1	0.041666666666666664	0.0007558198125566865	3	0	0.018006714923411042	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	B Cell Proliferation	31	28	4	0.14285714285714285	0.001562027612617152	1	0	9.773453539710924e-08	0.0005284506328921696
GO_Biological_Process_2023	gpt-4o-2024-05-13	B Cell Receptor Signaling Pathway	46	40	9	0.225	0.0023178474251738385	4	1	2.222359831319684e-16	1.2016299607945533e-12
GO_Biological_Process_2023	gpt-4o-2024-05-13	BMP Signaling Pathway	61	20	11	0.55	0.003073667237730525	1	0	1.513823560689737e-23	8.185243992649407e-20
GO_Biological_Process_2023	gpt-4o-2024-05-13	C-terminal Protein Amino Acid Modification	12	20	0	0.0	0.0006046558500453492	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	C-terminal Protein Deglutamylation	5	7	1	0.14285714285714285	0.0002519399375188955	6	0	0.0017629573096069353	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	C-terminal Protein Lipidation	5	9	0	0.0	0.0002519399375188955	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	C4-dicarboxylate Transport	12	15	6	0.4	0.0006046558500453492	0	0	5.460860527416663e-17	2.95268728717419e-13
GO_Biological_Process_2023	gpt-4o-2024-05-13	CD4-positive, Alpha-Beta T Cell Activation	5	34	0	0.0	0.0002519399375188955	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	CD40 Signaling Pathway	8	27	0	0.0	0.0004031039000302328	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	CENP-A Containing Chromatin Assembly	6	25	3	0.12	0.0003023279250226746	14	0	3.525864395305633e-08	0.0001906434878541756
GO_Biological_Process_2023	gpt-4o-2024-05-13	COPI Coating Of Golgi Vesicle	5	15	1	0.06666666666666667	0.0002519399375188955	0	0	0.00377472015339813	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	COPI-coated Vesicle Budding	5	18	1	0.05555555555555555	0.0002519399375188955	1	0	0.004528294464514687	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	COPII Vesicle Coating	19	13	0	0.0	0.0009573717625718028	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	COPII-coated Vesicle Budding	36	22	13	0.5909090909090909	0.0018139675501360475	1	0	9.834594930992727e-32	5.317565479187768e-28
GO_Biological_Process_2023	gpt-4o-2024-05-13	COPII-coated Vesicle Cargo Loading	14	15	10	0.6666666666666666	0.0007054318250529074	1	0	1.1605783690515528e-30	6.275247241461746e-27
GO_Biological_Process_2023	gpt-4o-2024-05-13	CRD-mediated mRNA Stabilization	10	9	3	0.3333333333333333	0.000503879875037791	1	0	7.737938350777577e-09	4.183903266265436e-05
GO_Biological_Process_2023	gpt-4o-2024-05-13	Cdc42 Protein Signal Transduction	8	29	0	0.0	0.0004031039000302328	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Alkylation	15	27	0	0.0	0.0007558198125566865	3	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Biosynthetic Process	17	16	6	0.375	0.0008565957875642446	0	0	1.16921415902272e-15	6.321940957835847e-12
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Catabolic Process	19	10	3	0.3	0.0009573717625718028	0	0	8.914770787446122e-08	0.0004820216564772118
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Conformation Change	12	43	4	0.09302325581395349	0.0006046558500453492	0	0	9.358077411187184e-09	5.059912456228911e-05
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Cytosine Deamination	8	18	7	0.3888888888888889	0.0004031039000302328	1	0	1.0617909868995004e-21	5.741103866165599e-18
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Damage Checkpoint Signaling	34	21	8	0.38095238095238093	0.0017131915751284893	0	1	6.189880280700719e-18	3.3468682677748785e-14
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Damage Response	384	18	14	0.7777777777777778	0.019348987201451173	1	0	3.051381026736269e-21	1.6498817211563007e-17
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Damage Response, Signal Transduction By P53 Class Mediator	36	19	5	0.2631578947368421	0.0018139675501360475	2	0	1.6938656994716432e-10	9.158731837043175e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest	17	15	3	0.2	0.0008565957875642446	0	0	2.366322620646597e-07	0.0012794706409836151
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator	8	13	1	0.07692307692307693	0.0004031039000302328	0	0	0.005231376624503308	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Damage Response, Signal Transduction Resulting In Transcription	9	72	1	0.013888888888888888	0.00045349188753401187	3	0	0.03220236546467455	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Dealkylation	7	9	2	0.2222222222222222	0.0003527159125264537	1	0	3.837277603725898e-06	0.02074816000334593
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Dealkylation Involved In DNA Repair	7	8	3	0.375	0.0003527159125264537	0	0	1.5051687967673851e-09	8.13844768412125e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Deamination	12	15	7	0.4666666666666667	0.0006046558500453492	1	0	2.125813401621029e-20	1.1494273062564904e-16
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Double-Strand Break Processing	15	46	6	0.13043478260869565	0.0007558198125566865	6	0	5.467940587629575e-13	2.956515475731311e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Double-Strand Break Processing Involved In Repair Via Single-Strand Annealing	5	9	1	0.1111111111111111	0.0002519399375188955	0	0	0.002266202433353849	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Duplex Unwinding	41	29	12	0.41379310344827586	0.002065907487654943	3	0	5.286615982042659e-26	2.858473261490466e-22
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Geometric Change	30	19	0	0.0	0.001511639625113373	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Integrity Checkpoint Signaling	42	36	8	0.2222222222222222	0.002116295475158722	0	0	5.839727070537021e-15	3.157540427039367e-11
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Ligation	7	15	3	0.2	0.0003527159125264537	2	0	1.2216552078411106e-08	6.605489708796885e-05
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Metabolic Process	288	329	101	0.3069908814589666	0.01451174040108838	12	5	1.6854571213871107e-108	9.113266655340108e-105
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Methylation	20	27	2	0.07407407407407407	0.001007759750075582	1	0	0.00033424981394169497	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Methylation Involved In Embryo Development	5	10	1	0.1	0.0002519399375188955	0	0	0.0025177488728371712	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Methylation-Dependent Heterochromatin Formation	11	21	2	0.09523809523809523	0.0005542678625415701	1	0	5.8381166300195717e-05	0.3156669661851582
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Modification	17	26	6	0.23076923076923078	0.0008565957875642446	0	0	3.3455284571872546e-14	1.8089272368011486e-10
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Recombination	42	31	13	0.41935483870967744	0.002116295475158722	0	0	4.454667560575066e-28	2.408638750002938e-24
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Repair	291	39	38	0.9743589743589743	0.014662904363599717	0	0	1.1585507793481189e-69	6.264284063935279e-66
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Repair-Dependent Chromatin Remodeling	16	42	1	0.023809523809523808	0.0008062078000604656	10	0	0.03336744239098505	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Replication	73	60	27	0.45	0.003678323087775874	0	0	6.851006459597194e-52	3.704339192704203e-48
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Replication Checkpoint Signaling	17	39	6	0.15384615384615385	0.0008565957875642446	2	0	4.711739894386878e-13	2.5476377608949847e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Replication Initiation	21	30	16	0.5333333333333333	0.001058147737579361	0	0	1.0903554276484569e-43	5.895551797295206e-40
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Replication-Dependent Chromatin Assembly	5	15	3	0.2	0.0002519399375188955	5	0	3.492556949212315e-09	1.8884255424390986e-05
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Strand Elongation	12	19	5	0.2631578947368421	0.0006046558500453492	1	0	3.5874805661312573e-13	1.9397507421071707e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Strand Elongation Involved In DNA Replication	12	27	10	0.37037037037037035	0.0006046558500453492	0	0	2.1461654636666104e-28	1.1604316662045363e-24
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Strand Resection Involved In Replication Fork Processing	6	10	4	0.4	0.0003023279250226746	1	0	4.878387085855314e-13	2.637743897321968e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Synthesis Involved In DNA Repair	27	63	4	0.06349206349206349	0.0013604756626020356	5	0	1.5398846929839294e-06	0.008326156534964105
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Topological Change	8	19	7	0.3684210526315789	0.0004031039000302328	0	0	1.6810948486208679e-21	9.089679846493032e-18
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA Unwinding Involved In DNA Replication	20	17	11	0.6470588235294118	0.001007759750075582	0	0	4.461444655997097e-31	2.4123031254976304e-27
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA-templated DNA Replication	69	52	35	0.6730769230769231	0.0034767711377607577	0	0	5.489991126360494e-78	2.9684382020231193e-74
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA-templated DNA Replication Maintenance Of Fidelity	43	28	3	0.10714285714285714	0.002166683462662501	0	0	3.0079277367400604e-05	0.16263865272553507
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA-templated Transcription	199	42	21	0.5	0.01002720951325204	4	0	1.986556586813425e-31	1.0741311464900188e-27
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA-templated Transcription Elongation	26	92	6	0.06521739130434782	0.0013100876750982565	18	0	1.8112082677786203e-09	9.793203103879e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA-templated Transcription Initiation	59	75	22	0.29333333333333333	0.0029728912627229667	1	0	1.444174597461497e-39	7.808652048474314e-36
GO_Biological_Process_2023	gpt-4o-2024-05-13	DNA-templated Transcription Termination	16	28	1	0.03571428571428571	0.0008062078000604656	7	0	0.0223627213733266	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	ER Overload Response	7	11	2	0.18181818181818182	0.0003527159125264537	1	0	5.8605371410571154e-06	0.03168792432169582
GO_Biological_Process_2023	gpt-4o-2024-05-13	ER-associated Misfolded Protein Catabolic Process	9	28	2	0.07142857142857142	0.00045349188753401187	1	0	6.874434460384488e-05	0.3717006712729893
GO_Biological_Process_2023	gpt-4o-2024-05-13	ERAD Pathway	89	27	16	0.5925925925925926	0.00448453088783634	5	0	8.650197301581735e-32	4.677161680965244e-28
GO_Biological_Process_2023	gpt-4o-2024-05-13	ERBB Signaling Pathway	54	38	11	0.2894736842105263	0.0027209513252040712	1	0	2.3931773067084203e-20	1.2939909697372427e-16
GO_Biological_Process_2023	gpt-4o-2024-05-13	ERBB2 Signaling Pathway	13	30	3	0.1	0.0006550438375491283	0	0	8.841117032939934e-07	0.004780391979710623
GO_Biological_Process_2023	gpt-4o-2024-05-13	ERBB2-EGFR Signaling Pathway	5	39	2	0.05128205128205128	0.0002519399375188955	0	1	3.750785530435906e-05	0.20280497363066943
GO_Biological_Process_2023	gpt-4o-2024-05-13	ERK1 And ERK2 Cascade	24	46	5	0.10869565217391304	0.0012093117000906983	0	1	2.2121481017019753e-09	1.196108478590258e-05
GO_Biological_Process_2023	gpt-4o-2024-05-13	ESCRT III Complex Disassembly	9	16	8	0.5	0.00045349188753401187	0	0	1.9498039387361927e-25	1.0542589896746593e-21
GO_Biological_Process_2023	gpt-4o-2024-05-13	ESCRT Complex Disassembly	9	15	8	0.5333333333333333	0.00045349188753401187	1	0	9.749456876803714e-26	5.271531333287769e-22
GO_Biological_Process_2023	gpt-4o-2024-05-13	Fc Receptor Mediated Stimulatory Signaling Pathway	22	36	8	0.2222222222222222	0.0011085357250831401	2	0	1.6094308143798914e-17	8.702192413352073e-14
GO_Biological_Process_2023	gpt-4o-2024-05-13	Fc Receptor Signaling Pathway	26	24	4	0.16666666666666666	0.0013100876750982565	1	0	2.4278439990097026e-08	0.0001312735250264546
GO_Biological_Process_2023	gpt-4o-2024-05-13	Fc-epsilon Receptor Signaling Pathway	22	38	13	0.34210526315789475	0.0011085357250831401	1	0	2.2815861617046097e-31	1.2336536376336824e-27
GO_Biological_Process_2023	gpt-4o-2024-05-13	Fc-gamma Receptor Signaling Pathway	24	15	5	0.3333333333333333	0.0012093117000906983	2	0	4.9679419902423e-12	2.6861662341240114e-08
GO_Biological_Process_2023	gpt-4o-2024-05-13	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis	20	22	5	0.22727272727272727	0.001007759750075582	0	0	1.58316776601182e-11	8.56018811082591e-08
GO_Biological_Process_2023	gpt-4o-2024-05-13	G Protein-Coupled Acetylcholine Receptor Signaling Pathway	17	62	8	0.12903225806451613	0.0008565957875642446	0	0	1.3586031446574304e-16	7.345967203162726e-13
GO_Biological_Process_2023	gpt-4o-2024-05-13	G Protein-Coupled Glutamate Receptor Signaling Pathway	12	25	8	0.32	0.0006046558500453492	0	0	8.998879572725576e-22	4.865694184972719e-18
GO_Biological_Process_2023	gpt-4o-2024-05-13	G Protein-Coupled Receptor Internalization	6	23	2	0.08695652173913043	0.0003023279250226746	2	0	1.9228882073416478e-05	0.1039705653709629
GO_Biological_Process_2023	gpt-4o-2024-05-13	G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger	50	40	0	0.0	0.002519399375188955	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	G Protein-Coupled Serotonin Receptor Signaling Pathway	9	44	9	0.20454545454545456	0.00045349188753401187	1	0	5.418399533235001e-25	2.929728627620165e-21
GO_Biological_Process_2023	gpt-4o-2024-05-13	G-quadruplex DNA Unwinding	6	11	2	0.18181818181818182	0.0003023279250226746	5	1	4.186942631424023e-06	0.022638798808109692
GO_Biological_Process_2023	gpt-4o-2024-05-13	G1/S Transition Of Mitotic Cell Cycle	63	20	12	0.6	0.003174443212738083	0	0	4.4108138236748614e-26	2.3849270344609977e-22
GO_Biological_Process_2023	gpt-4o-2024-05-13	G2/M Transition Of Mitotic Cell Cycle	38	19	7	0.3684210526315789	0.0019147435251436057	0	0	2.6378915110961992e-15	1.426307940049715e-11
GO_Biological_Process_2023	gpt-4o-2024-05-13	GDP-mannose Metabolic Process	5	10	3	0.3	0.0002519399375188955	0	0	9.214623488030993e-10	4.982346919978358e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	GMP Biosynthetic Process	6	6	1	0.16666666666666666	0.0003023279250226746	1	0	0.0018133731604085671	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	GMP Metabolic Process	8	10	4	0.4	0.0004031039000302328	0	0	2.276396502285244e-12	1.2308475887856313e-08
GO_Biological_Process_2023	gpt-4o-2024-05-13	GPI Anchor Biosynthetic Process	30	30	14	0.4666666666666667	0.001511639625113373	15	0	1.2711581447237835e-33	6.873152088521497e-30
GO_Biological_Process_2023	gpt-4o-2024-05-13	GPI Anchor Metabolic Process	27	29	19	0.6551724137931034	0.0013604756626020356	2	0	1.2321711926158959e-51	6.662349638474149e-48
GO_Biological_Process_2023	gpt-4o-2024-05-13	GTP Metabolic Process	13	37	2	0.05405405405405406	0.0006550438375491283	2	0	0.0002607490496647573	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi Disassembly	5	24	2	0.08333333333333333	0.0002519399375188955	4	0	1.3991695584175408e-05	0.07565309802363643
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi Inheritance	9	19	1	0.05263157894736842	0.00045349188753401187	5	0	0.008589028084839846	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi Lumen Acidification	9	11	5	0.45454545454545453	0.00045349188753401187	0	0	2.2729751926603026e-15	1.2289976866714257e-11
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi Organization	130	42	22	0.5238095238095238	0.006550438375491283	1	0	7.460359634287448e-38	4.033816454259223e-34
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi Ribbon Formation	8	24	1	0.041666666666666664	0.0004031039000302328	3	0	0.009639206368773119	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi To Endosome Transport	15	30	0	0.0	0.0007558198125566865	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi To Lysosome Transport	11	47	2	0.0425531914893617	0.0005542678625415701	0	0	0.0002981691043165945	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi To Plasma Membrane Protein Transport	28	45	2	0.044444444444444446	0.0014108636501058147	0	0	0.0018354470945808556	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi To Plasma Membrane Transport	47	32	3	0.09375	0.0023682354126776176	1	0	5.925081163520137e-05	0.3203691385115338
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi To Vacuole Transport	17	23	2	0.08695652173913043	0.0008565957875642446	3	0	0.0001731848219670923	0.936410332376068
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi Transport Vesicle Coating	5	19	0	0.0	0.0002519399375188955	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Golgi Vesicle Transport	197	75	44	0.5866666666666667	0.009926433538244482	6	0	5.803252312721041e-70	3.137818525488267e-66
GO_Biological_Process_2023	gpt-4o-2024-05-13	His-Purkinje System Development	5	13	4	0.3076923076923077	0.0002519399375188955	1	0	5.536135870649147e-13	2.9933886652599935e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	I-kappaB kinase/NF-kappaB Signaling	45	30	14	0.4666666666666667	0.0022674594376700594	1	1	1.4575639130179719e-30	7.881048077688174e-27
