model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Urea Cycle And Associated Pathways WP4595, TCA Cycle Aka Krebs Or Citric Acid Cycle WP78	Urea Cycle And Associated Pathways, TCA Cycle Aka Krebs Or Citric Acid Cycle	Urea cycle, Tricarboxylic acid cycle, Malate-aspartate shuttle, Glutamine metabolism	0.3076923076923077	0.16666666666666666	0.7389104656599198	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Insulin Signaling WP481, Fatty Acid Transporters WP5061	Insulin Signaling, Fatty Acid Transporters	Insulin signaling pathway, PI3K-Akt signaling pathway, MAPK signaling pathway	0.4	0.25	0.5888708319308114	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Hedgehog Signaling Pathway WP4249	Vitamin D Metabolism, Hedgehog Signaling Pathway	Hedgehog signaling pathway, Cellular response to vitamin D, Regulation of Smoothened signaling pathway, Vitamin D metabolic process, Cell cycle	1.0	0.8	0.7745855593308166	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Type III Interferon Signaling WP2113, Unfolded Protein Response WP4925	Type III Interferon Signaling, Unfolded Protein Response	Unfolded Protein Response, Cellular response to unfolded protein, Apoptotic signaling pathway, Innate Immune response	0.5714285714285714	0.3333333333333333	0.6862365340577002	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	MAPK Signaling Pathway WP382, TCA Cycle Aka Krebs Or Citric Acid Cycle WP78	MAPK Signaling Pathway, TCA Cycle Aka Krebs Or Citric Acid Cycle	Fibroblast growth factor receptor signaling pathway, Regulation of stress-activated MAPK cascade, MAPKKK cascade, Voltage-gated calcium channel complex, Fibroblast growth factor receptor binding, Cellular response to fibroblast growth factor stimulus, Activation of JUN kinase activity, RAS protein signal transduction, Regulation of stress-activated JNK cascade, MAP kinase kinase kinase activity, Mitogen-activated protein kinase (MAPK) signaling pathway, MAP kinase kinase kinase binding, Cellular response to nerve growth factor stimulus, Positive regulation of cell growth, Response to lipopolysaccharide, Regulation of neural precursor cell proliferation, Inactivation of MAPK activity, Negative regulation of MAP kinase activity, Positive regulation of wound healing, Regulation of NIK/NF-kappaB signaling, Ras signaling pathway, Positive regulation of neuron projection development, Regulation of cell migration, Transmembrane receptor protein serine/threonine kinase signaling pathway, Cell projection assembly, Ras guanyl-nucleotide exchange factor activity, Cytosolic calcium ion transport, Phospholipase A2 regulation, Regulation of cell projection organization, Protein dephosphorylation, Cellular response to heat stress, Positive regulation of peptidyl-serine phosphorylation, Positive regulation of protein kinase activity, Regulation of protein binding, Transforming growth factor beta receptor signaling pathway	0.2727272727272727	0.2	0.48620150207761836	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Dopamine Metabolism WP2436, Sphingolipid Metabolism Overview WP4725	Dopamine Metabolism, Sphingolipid Metabolism Overview	Sphingolipid metabolic process, Ceramide metabolic process, Sphingosine metabolic process, Regulation of catecholamine metabolic process	0.6	0.25	0.6223101416897872	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Proteoglycan Biosynthesis WP4784, T Cell Receptor Signaling Pathway WP69	Proteoglycan Biosynthesis, T Cell Receptor Signaling Pathway	T cell receptor signaling pathway, NF-kappaB signaling pathway, Regulation of adaptive immune response	0.7142857142857143	0.6666666666666666	0.6126492664646859	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Pentose Phosphate Metabolism WP134, Urea Cycle And Metabolism Of Amino Groups WP497	Pentose Phosphate Metabolism, Urea Cycle And Metabolism Of Amino Groups	Pentose phosphate pathway, Urea cycle, Creatine metabolism, Arginine biosynthesis	0.5	0.2222222222222222	0.8357099908460107	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	mRNA Processing WP411, DNA Replication WP466	mRNA Processing, DNA Replication	DNA replication, DNA polymerase activity, RNA splicing, mRNA processing	1.0	0.6666666666666666	0.7717807341274904	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	MAPK Signaling Pathway WP382, Unfolded Protein Response WP4925	MAPK Signaling Pathway, Unfolded Protein Response	MAPK signaling pathway, Apoptotic signaling pathway, Cell growth, Regulation of calcium ion transport, Regulation of actin cytoskeleton	0.5	0.4	0.6848344667567865	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Renin Angiotensin Aldosterone System RAAS WP4756, Unfolded Protein Response WP4925	Renin Angiotensin Aldosterone System RAAS, Unfolded Protein Response	Calcium signaling pathway, Endoplasmic reticulum stress response, Steroid biosynthetic process, Apoptotic signaling pathway	0.125	0.0	0.4903238277044537	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Pyrimidine Metabolism And Related Diseases WP4225, Pentose Phosphate Pathway In Senescent Cells WP5043	Pyrimidine Metabolism And Related Diseases, Pentose Phosphate Pathway In Senescent Cells	Pyrimidine metabolism, Urea cycle, Arginine biosynthesis	0.18181818181818182	0.1	0.6576200809303454	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Purine Metabolism WP4792, Pentose Phosphate Pathway In Senescent Cells WP5043	Purine Metabolism, Pentose Phosphate Pathway In Senescent Cells	Purine metabolism, Pentose phosphate pathway	0.625	0.5714285714285714	0.8452822311913651	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Base Excision Repair WP4752, Pentose Phosphate Pathway In Senescent Cells WP5043	Base Excision Repair, Pentose Phosphate Pathway In Senescent Cells	Base excision repair, DNA replication, Cellular response to DNA damage stimulus	0.3333333333333333	0.25	0.6647411985111737	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Sphingolipid Metabolism Overview WP4725, Urea Cycle And Metabolism Of Amino Groups WP497	Sphingolipid Metabolism Overview, Urea Cycle And Metabolism Of Amino Groups	Sphingolipid metabolism, Sphingolipid metabolism, Sphingolipid delipidation, Sphingolipid catabolism, Sphingolipid biosynthesis, Sphingolipid signaling pathway, Arginine and proline metabolism, Urea cycle, Sphingosine metabolism, Ornithine cycle, Sphingomyelin metabolism, Sphingosine 1-phosphate biosynthesis, Sphingosine 1-phosphate signaling pathway, Aspartate metabolism	0.6	0.2222222222222222	0.7450397097870871	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Proteasome Degradation WP183, Urea Cycle And Metabolism Of Amino Groups WP497	Proteasome Degradation, Urea Cycle And Metabolism Of Amino Groups	Proteasome, Urea cycle, Antigen processing and presentation, Arginine biosynthesis	0.4444444444444444	0.125	0.7947982475013333	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Glycerophospholipid Biosynthetic Pathway WP2533, Steroid Hormone Precursor Biosynthesis WP5277	Glycerophospholipid Biosynthetic Pathway, Steroid Hormone Precursor Biosynthesis	Steroid biosynthetic process, Phospholipid biosynthetic process, Glycerophospholipid biosynthetic process	0.42857142857142855	0.16666666666666666	0.8058111129154821	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerophospholipid metabolism, Phosphatidylinositol signaling system	Glycerophospholipid metabolism, Phosphatidylinositol signaling system	Phosphoinositide Metabolism and Signaling	0.4	0.0	0.7902084524634772	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerolipid metabolism, Phosphatidylinositol signaling system	Glycerolipid metabolism, Phosphatidylinositol signaling system	Phosphoinositide and Diacylglycerol Signaling Pathways	0.2	0.0	0.6805189379927759	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	ErbB signaling pathway, Synaptic vesicle cycle	ErbB signaling pathway, Synaptic vesicle cycle	Signal Transduction and Neurotransmitter Transport	0.16666666666666666	0.0	0.5660825334356787	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Renin-angiotensin system, TGF-beta signaling pathway	Renin-angiotensin system, TGF-beta signaling pathway	TGF-β/BMP Signaling Pathways in Cellular Regulation	0.42857142857142855	0.16666666666666666	0.6061824784055992	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Galactose metabolism, Notch signaling pathway	Galactose metabolism, Notch signaling pathway	Notch signaling and glycometabolism coordination	0.4	0.25	0.7270245686760939	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Antigen processing and presentation, Vitamin B6 metabolism	Antigen processing and presentation, Vitamin B6 metabolism	Antigen Presentation and Immune Response Regulation	0.42857142857142855	0.0	0.5395710978289883	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Galactose metabolism, Synaptic vesicle cycle	Galactose metabolism, Synaptic vesicle cycle	Neurotransmitter transport and synaptic vesicle exocytosis	0.4	0.25	0.6033137574359426	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Ferroptosis, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Ferroptosis, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycosylphosphatidylinositol (GPI) anchor biosynthesis and iron metabolism regulation	0.8	0.75	0.7335228321059023	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Inositol phosphate metabolism, Wnt signaling pathway	Inositol phosphate metabolism, Wnt signaling pathway	Wnt Signaling Pathway and Phosphoinositide Metabolism	0.6666666666666666	0.4	0.8068883683744323	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Base excision repair, Non-homologous end-joining	Base excision repair, Non-homologous end-joining	DNA Repair and Maintenance	0.14285714285714285	0.0	0.5523202913592911	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Primary bile acid biosynthesis, Vascular smooth muscle contraction	Primary bile acid biosynthesis, Vascular smooth muscle contraction	Regulation of Vascular Tone and Smooth Muscle Contraction	0.5	0.2857142857142857	0.571176365022595	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Antigen processing and presentation, Fatty acid elongation	Antigen processing and presentation, Fatty acid elongation	Adaptive Immune Response and Antigen Presentation	0.42857142857142855	0.0	0.5979761388994669	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Renin-angiotensin system, Synaptic vesicle cycle	Renin-angiotensin system, Synaptic vesicle cycle	Neurotransmitter Transport and Synaptic Vesicle Function	0.3333333333333333	0.2	0.5761654642731532	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Renin-angiotensin system, Wnt signaling pathway	Renin-angiotensin system, Wnt signaling pathway	Wnt Signaling Regulation and Cellular Response	0.3333333333333333	0.2	0.5223669290972457	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Complement and coagulation cascades, Vitamin B6 metabolism	Complement and coagulation cascades, Vitamin B6 metabolism	Complement and Coagulation Cascade Regulation	0.5714285714285714	0.5	0.645014958132784	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Cysteine and methionine metabolism, Tryptophan metabolism	Cysteine and methionine metabolism, Tryptophan metabolism	Amino Acid Metabolism and Homeostasis  	0.3333333333333333	0.0	0.564881863088013	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	ErbB signaling pathway, Galactose metabolism	ErbB signaling pathway, Galactose metabolism	Epidermal Growth Factor Receptor (EGFR) Signaling Pathway	0.4	0.25	0.632278143055674	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Base excision repair, mTOR signaling pathway	Base excision repair, mTOR signaling pathway	mTOR signaling pathway and Wnt signaling pathway crosstalk	0.5	0.4	0.584560038428179	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Chemokine signaling pathway, Glycerolipid metabolism	Chemokine signaling pathway, Glycerolipid metabolism	Chemokine signaling and lipid metabolism regulation	0.6	0.25	0.7957881622425705	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Fatty acid elongation, Sulfur metabolism	Fatty acid elongation, Sulfur metabolism	Fatty Acid Metabolism and Sulfur Amino Acid Metabolism	0.8	0.25	0.7926072253808609	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycosaminoglycan degradation, Mitophagy	Glycosaminoglycan degradation, Mitophagy	Autophagy and lysosomal degradation	0.3333333333333333	0.0	0.6605199891342637	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Cysteine and methionine metabolism, Renin-angiotensin system	Cysteine and methionine metabolism, Renin-angiotensin system	Amino acid metabolism and methylation	0.2857142857142857	0.0	0.6200778046986242	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Ferroptosis, Wnt signaling pathway	Ferroptosis, Wnt signaling pathway	Non-canonical Wnt Signaling and Developmental Pathways	0.75	0.3333333333333333	0.5488925575599986	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerolipid metabolism, Non-homologous end-joining	Glycerolipid metabolism, Non-homologous end-joining	Glycerolipid Metabolism and DNA Repair	0.3333333333333333	0.2	0.7637869294996273	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Antigen processing and presentation, Tryptophan metabolism	Antigen processing and presentation, Tryptophan metabolism	Immune response regulation and antigen processing**	0.5	0.2	0.6327684333986086	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Primary bile acid biosynthesis	Glycosaminoglycan biosynthesis, Primary bile acid biosynthesis	Glycosaminoglycan (GAG) biosynthesis and bile acid metabolism	0.6666666666666666	0.2	0.8243883905890852	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycosaminoglycan degradation, Renin-angiotensin system	Glycosaminoglycan degradation, Renin-angiotensin system	Angiotensin and Hyaluronan Metabolism	0.2	0.0	0.6723568003362743	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerophospholipid metabolism, Sphingolipid metabolism	Glycerophospholipid metabolism, Sphingolipid metabolism	Lipid metabolism and signaling	0.25	0.0	0.6442070998419946	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Hedgehog signaling pathway, Vitamin B6 metabolism	Hedgehog signaling pathway, Vitamin B6 metabolism	Hedgehog Signaling Pathway	0.5	0.4	0.7202651902315762	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Chemokine signaling pathway, mTOR signaling pathway	Chemokine signaling pathway, mTOR signaling pathway	mTOR Signaling and Wnt Pathway Regulation	0.5	0.2	0.6195617577269645	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Sphingolipid metabolism, Wnt signaling pathway	Sphingolipid metabolism, Wnt signaling pathway	Wnt Signaling Pathway and Lipid Metabolism Regulation  	0.8	0.5	0.69475909419723	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Prolactin signaling pathway, Sulfur metabolism	Prolactin signaling pathway, Sulfur metabolism	Glucose Metabolic Regulation and PI3K/AKT Signaling Pathway	0.6	0.25	0.5147585507178901	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	ErbB signaling pathway, Fatty acid elongation	ErbB signaling pathway, Fatty acid elongation	Cell Growth and Differentiation Regulation	0.0	0.0	0.38531043101831575	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	DNA replication, ErbB signaling pathway	DNA replication, ErbB signaling pathway	Cellular Proliferation and DNA Replication Signaling	0.6	0.25	0.7001623841624127	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycosaminoglycan degradation, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycosaminoglycan degradation, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycosylphosphatidylinositol (GPI) anchor biosynthesis and lysosomal degradation	0.8333333333333334	0.6	0.7959340806536807	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Prolactin signaling pathway, Synaptic vesicle cycle	Prolactin signaling pathway, Synaptic vesicle cycle	Neurotransmitter release and synaptic transmission	0.16666666666666666	0.0	0.48117298217854493	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	ErbB signaling pathway, Inositol phosphate metabolism	ErbB signaling pathway, Inositol phosphate metabolism	Phosphoinositide and MAPK Signaling Pathway Regulation	0.3333333333333333	0.2	0.6684179665949738	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Complement and coagulation cascades, Ferroptosis	Complement and coagulation cascades, Ferroptosis	Complement and Coagulation Pathway Regulation	0.6	0.5	0.6219170101649691	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Chemokine signaling pathway, Glycosaminoglycan biosynthesis	Chemokine signaling pathway, Glycosaminoglycan biosynthesis	Chemokine signaling and glycosaminoglycan biosynthesis	0.8	0.5	0.8940926715275452	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Cysteine and methionine metabolism, D-Glutamine and D-glutamate metabolism	Cysteine and methionine metabolism, D-Glutamine and D-glutamate metabolism	Amino acid metabolism and methylation	0.2	0.0	0.6541434659901435	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Phosphatidylinositol signaling system, Tryptophan metabolism	Phosphatidylinositol signaling system, Tryptophan metabolism	Phosphoinositide and lipid signaling regulation	0.2	0.0	0.5677436365735837	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glutathione metabolism, Renin-angiotensin system	Glutathione metabolism, Renin-angiotensin system	Glutathione metabolism and oxidative stress response	0.4	0.25	0.6960806749805952	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Hedgehog signaling pathway, NF-kappa B signaling pathway	Hedgehog signaling pathway, NF-kappa B signaling pathway	NF-κB signaling and Hedgehog pathway crosstalk	0.625	0.14285714285714285	0.7539355379950797	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Cysteine and methionine metabolism, ErbB signaling pathway	Cysteine and methionine metabolism, ErbB signaling pathway	Signal Transduction and Cellular Metabolism Integration	0.42857142857142855	0.0	0.4987620182369337	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Inositol phosphate metabolism, TGF-beta signaling pathway	Inositol phosphate metabolism, TGF-beta signaling pathway	TGF-beta signaling and phosphoinositide metabolism	0.5714285714285714	0.3333333333333333	0.7768528535393793	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerophospholipid metabolism, Hedgehog signaling pathway	Glycerophospholipid metabolism, Hedgehog signaling pathway	Phospholipid Metabolism and Glycero(bio)synthesis Regulation	0.2	0.0	0.6704329891206957	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Calcium signaling pathway, Insulin signaling pathway	Calcium signaling pathway, Insulin signaling pathway	Signal Transduction and Cellular Regulation	0.16666666666666666	0.0	0.5232740928086939	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Calcium signaling pathway, Primary bile acid biosynthesis	Calcium signaling pathway, Primary bile acid biosynthesis	Intracellular Calcium Homeostasis and Signal Transduction	0.2857142857142857	0.0	0.5752746981844352	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Base excision repair, Glycosaminoglycan degradation	Base excision repair, Glycosaminoglycan degradation	DNA Repair and Glycosaminoglycan Metabolism	0.4	0.0	0.7761610398576677	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Renin-angiotensin system, Tryptophan metabolism	Renin-angiotensin system, Tryptophan metabolism	Tryptophan metabolism and related enzymatic pathways	0.4	0.25	0.6585474713975932	GSAI
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerophospholipid metabolism, Phosphatidylinositol signaling system	Glycerophospholipid metabolism, Phosphatidylinositol signaling system	Inositol phosphate metabolism, Glycerophospholipid biosynthesis, Phospholipid metabolic process, Phosphatidylinositol signaling system, Lysophospholipid acyltransferase activity	1.0	0.5	0.80843206055805	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerolipid metabolism, Phosphatidylinositol signaling system	Glycerolipid metabolism, Phosphatidylinositol signaling system	Phosphatidylinositol signaling system, Inositol phosphate metabolism, Phospholipase D signaling pathway, Glycerophospholipid metabolism, Glycerolipid metabolism	1.0	0.75	0.8451737987478944	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	ErbB signaling pathway, Synaptic vesicle cycle	ErbB signaling pathway, Synaptic vesicle cycle	Vacuolar H+-ATPase activity, MAPK signaling pathway, Synaptic vesicle cycle, PI3K-Akt signaling pathway, EGFR tyrosine kinase inhibitor resistance	0.8333333333333334	0.8	0.6573604781061488	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Renin-angiotensin system, TGF-beta signaling pathway	Renin-angiotensin system, TGF-beta signaling pathway	TGF-beta signaling pathway, BMP signaling pathway, Regulation of cell cycle	0.5714285714285714	0.5	0.6622760473900197	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Galactose metabolism, Notch signaling pathway	Galactose metabolism, Notch signaling pathway	Notch signaling pathway, Hexose metabolic process, Histone modification, Beta-galactoside biosynthetic process	0.8	0.5	0.7484982231658984	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Antigen processing and presentation, Vitamin B6 metabolism	Antigen processing and presentation, Vitamin B6 metabolism	Antigen processing and presentation, MHC class II protein complex, MHC class I antigen processing, HSP90 protein complex	0.5714285714285714	0.5	0.5973289539117984	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Galactose metabolism, Synaptic vesicle cycle	Galactose metabolism, Synaptic vesicle cycle	Vacuolar ATPase complex, Neurotransmitter transport, Synaptic vesicle cycle, Glucose metabolism pathway	0.8	0.5	0.7162735560291802	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Ferroptosis, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Ferroptosis, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	glycosylphosphatidylinositol (GPI)-anchor biosynthesis, ferroptosis, iron homeostasis, autophagy, lipid metabolism	1.0	0.75	0.8547105572008947	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Inositol phosphate metabolism, Wnt signaling pathway	Inositol phosphate metabolism, Wnt signaling pathway	Wnt signaling pathway, Phosphoinositide signaling system, Calcium signaling pathway, PI3K-Akt signaling pathway	0.5	0.4	0.7027136195946748	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Base excision repair, Non-homologous end-joining	Base excision repair, Non-homologous end-joining	Base Excision Repair, DNA Replication, Non-Homologous End Joining (NHEJ), Double-Strand Break Repair, Mismatch Repair	1.0	0.8333333333333334	0.8034748477226109	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Primary bile acid biosynthesis, Vascular smooth muscle contraction	Primary bile acid biosynthesis, Vascular smooth muscle contraction	cAMP metabolic process, ERK1 and ERK2 cascade, Calcium ion transport into cytosol, Phospholipase C-activating G protein-coupled receptor signaling pathway, G protein-coupled receptor signaling pathway	0.0	0.0	0.3494020046168499	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Antigen processing and presentation, Fatty acid elongation	Antigen processing and presentation, Fatty acid elongation	Antigen processing and presentation, MHC class I protein complex, Fatty acid elongation, Endoplasmic reticulum chaperone complex	1.0	0.8333333333333334	0.7829252825016919	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Renin-angiotensin system, Synaptic vesicle cycle	Renin-angiotensin system, Synaptic vesicle cycle	Neurotransmitter transport, Vacuolar proton-transporting V-type ATPase complex, Synaptic vesicle cycle, Clathrin-coated vesicle membrane	0.5	0.4	0.6186751654801456	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Renin-angiotensin system, Wnt signaling pathway	Renin-angiotensin system, Wnt signaling pathway	Wnt signaling pathway, Canonical Wnt signaling pathway, Non-canonical Wnt signaling pathway, Cell proliferation	0.5	0.4	0.5975879901014366	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Complement and coagulation cascades, Vitamin B6 metabolism	Complement and coagulation cascades, Vitamin B6 metabolism	Complement Activation, Coagulation Cascade, Membrane Attack Complex	0.42857142857142855	0.16666666666666666	0.604199815946074	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Cysteine and methionine metabolism, Tryptophan metabolism	Cysteine and methionine metabolism, Tryptophan metabolism	Tryptophan metabolism, Tyrosine metabolism, Methionine and cysteine metabolism	1.0	0.2	0.894821130171623	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	ErbB signaling pathway, Galactose metabolism	ErbB signaling pathway, Galactose metabolism	ErbB signaling pathway, EGFR tyrosine kinase signaling pathway, PI3K-Akt signaling pathway, MAPK signaling pathway, mTOR signaling pathway	0.6	0.5	0.7178189575348972	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Base excision repair, mTOR signaling pathway	Base excision repair, mTOR signaling pathway	mTOR signaling pathway, Wnt signaling pathway, PI3K-Akt signaling pathway, DNA repair, Autophagy	0.6666666666666666	0.4	0.7109974451541747	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Chemokine signaling pathway, Glycerolipid metabolism	Chemokine signaling pathway, Glycerolipid metabolism	Chemokine signaling pathway, G-protein coupled receptor signaling pathway, Phosphatidylinositol signaling system, Cytokine-mediated signaling pathway, MAPK signaling pathway	0.6	0.5	0.7531702778891236	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Fatty acid elongation, Sulfur metabolism	Fatty acid elongation, Sulfur metabolism	Fatty acid elongation, Lipid biosynthetic process, Fatty acid β-oxidation, Sulfur metabolism	1.0	0.75	0.8526095705353869	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Glycosaminoglycan degradation, Mitophagy	Glycosaminoglycan degradation, Mitophagy	Lysosome, Autophagy, MAPK signaling pathway	0.0	0.0	0.5781095695349536	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Cysteine and methionine metabolism, Renin-angiotensin system	Cysteine and methionine metabolism, Renin-angiotensin system	Renin-angiotensin system, Sulfur amino acid metabolism, Methionine metabolism, Glycolysis/Gluconeogenesis	0.7142857142857143	0.5	0.7954464651469462	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Ferroptosis, Wnt signaling pathway	Ferroptosis, Wnt signaling pathway	Wnt signaling pathway, Calcium signaling pathway, Autophagy	0.75	0.6666666666666666	0.6823154211877316	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerolipid metabolism, Non-homologous end-joining	Glycerolipid metabolism, Non-homologous end-joining	Triacylglycerol metabolism, Diacylglycerol kinase pathway, DNA double-strand break repair, Non-homologous end joining, Glycerophospholipid biosynthesis	0.8333333333333334	0.6	0.7827355834693868	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Antigen processing and presentation, Tryptophan metabolism	Antigen processing and presentation, Tryptophan metabolism	Antigen processing and presentation, Cellular response to interferon-gamma	0.6666666666666666	0.6	0.7005694040852675	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Primary bile acid biosynthesis	Glycosaminoglycan biosynthesis, Primary bile acid biosynthesis	glycosaminoglycan biosynthesis, heparan sulfate biosynthesis, chondroitin sulfate biosynthesis, bile acid biosynthesis, steroid metabolic process	0.8333333333333334	0.6	0.8015824814686885	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Glycosaminoglycan degradation, Renin-angiotensin system	Glycosaminoglycan degradation, Renin-angiotensin system	Glycosaminoglycan degradation, Renin-angiotensin system, Angiotensin maturation, Lysosome	1.0	1.0	0.8673166465273587	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Glycerophospholipid metabolism, Sphingolipid metabolism	Glycerophospholipid metabolism, Sphingolipid metabolism	Glycerophospholipid metabolism, Sphingolipid metabolism, Phospholipid catabolic process, Phosphatidylcholine biosynthetic process	1.0	1.0	0.8391093340706781	LLM2geneset
gpt-4o-2024-05-13	KEGG_2021_Human	Hedgehog signaling pathway, Vitamin B6 metabolism	Hedgehog signaling pathway, Vitamin B6 metabolism	Hedgehog signaling pathway, Ubiquitin-mediated proteolysis, Cilium assembly	0.5	0.4	0.6585296648500798	LLM2geneset
