model	library	gt_name	gsai_name	gsai_ROUGE1	gsai_ROUGE2	gsai_ROUGEL	gsai_csim
gpt-4o-2024-05-13	Reactome_2022	Diseases Of Mismatch Repair (MMR)	DNA Mismatch Repair**	0.4	0.25	0.5	0.5952370111552587
gpt-4o-2024-05-13	Reactome_2022	Diseases Of Carbohydrate Metabolism	Glycogen metabolism and lysosomal degradation	0.25	0.0	0.22222222222222224	0.4628516748574081
gpt-4o-2024-05-13	Reactome_2022	Diseases Of Glycosylation	Glycosylation and Extracellular Matrix Organization	0.3333333333333333	0.0	0.25	0.606649949946328
gpt-4o-2024-05-13	Reactome_2022	Diseases Of Metabolism	Glycosylation and extracellular matrix organization	0.0	0.0	0.0	0.3213881365691649
gpt-4o-2024-05-13	Reactome_2022	Diseases Of Mitotic Cell Cycle	Cell Cycle Regulation and Ubiquitin-Mediated Proteolysis	0.4	0.25	0.3333333333333333	0.5293391032727552
gpt-4o-2024-05-13	Reactome_2022	Diseases Of Programmed Cell Death	Cell Cycle Regulation and Apoptosis	0.2	0.0	0.20000000000000004	0.4901881368535332
gpt-4o-2024-05-13	Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers	Proteasome regulation and signaling in cellular proliferation and differentiation	0.18181818181818182	0.0	0.19999999999999998	0.4331130576851456
gpt-4o-2024-05-13	Reactome_2022	Disinhibition Of SNARE Formation	Protein Kinase C-mediated exocytosis in neuroendocrine cells	0.0	0.0	0.0	0.4428900321318738
gpt-4o-2024-05-13	Reactome_2022	Disorders Of Developmental Biology	Epigenetic Regulation and Transcriptional Repression	0.0	0.0	0.0	0.3368002215233983
gpt-4o-2024-05-13	Reactome_2022	Disorders Of Transmembrane Transporters	Protein transport and degradation	0.25	0.0	0.25	0.4988559753608043
gpt-4o-2024-05-13	Reactome_2022	Displacement Of DNA Glycosylase By APEX1	Base Excision Repair Pathway	0.0	0.0	0.0	0.4751544888711788
gpt-4o-2024-05-13	Reactome_2022	Dissolution Of Fibrin Clot	Regulation of fibrinolysis and serine protease inhibition	0.25	0.0	0.18181818181818182	0.5401398873460332
gpt-4o-2024-05-13	Reactome_2022	Dopamine Neurotransmitter Release Cycle	Synaptic vesicle exocytosis and neurotransmitter release	0.5	0.3333333333333333	0.4	0.5517980446482924
gpt-4o-2024-05-13	Reactome_2022	Dopamine Receptors	Dopamine signaling and modulation	0.5	0.0	0.3333333333333333	0.6250605514174042
gpt-4o-2024-05-13	Reactome_2022	Downregulation Of ERBB2 Signaling	ErbB signaling pathway modulation	0.25	0.0	0.25	0.7474953919820452
gpt-4o-2024-05-13	Reactome_2022	Downregulation Of ERBB2:ERBB3 Signaling	Ubiquitin-Proteasome Pathway and Growth Factor Signal Modulation	0.2	0.0	0.15384615384615385	0.46100069548203376
gpt-4o-2024-05-13	Reactome_2022	Downregulation Of ERBB4 Signaling	Ubiquitin-Mediated Protein Regulation and Signaling	0.25	0.0	0.2	0.4145873231749967
gpt-4o-2024-05-13	Reactome_2022	Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity	TGF-beta Signaling Pathway Regulation	0.0	0.0	0.0	0.573472283119304
gpt-4o-2024-05-13	Reactome_2022	Downregulation Of TGF-beta Receptor Signaling	TGF-beta Signaling Pathway Regulation	0.5	0.2	0.5454545454545454	0.7468120508198302
gpt-4o-2024-05-13	Reactome_2022	Downstream TCR Signaling	Immune Response Regulation and Proteasome-Mediated Protein Degradation	0.0	0.0	0.0	0.3738083387258147
gpt-4o-2024-05-13	Reactome_2022	Downstream Signal Transduction	PDGF Signaling Pathway and Cellular Proliferation	0.3333333333333333	0.0	0.2222222222222222	0.4487019537193678
gpt-4o-2024-05-13	Reactome_2022	Downstream Signaling Events Of B Cell Receptor (BCR)	NF-κB signaling and proteasome-mediated protein degradation	0.25	0.0	0.125	0.4798768480530545
gpt-4o-2024-05-13	Reactome_2022	Downstream Signaling Of Activated FGFR1	Fibroblast Growth Factor Signaling and Cellular Proliferation	0.2	0.0	0.16666666666666666	0.6374004223854508
gpt-4o-2024-05-13	Reactome_2022	Downstream Signaling Of Activated FGFR2	Fibroblast Growth Factor Signaling	0.2	0.0	0.22222222222222224	0.7129291736250326
gpt-4o-2024-05-13	Reactome_2022	Downstream Signaling Of Activated FGFR3	FGF signaling and cellular responses	0.2	0.0	0.20000000000000004	0.6473012053963332
gpt-4o-2024-05-13	Reactome_2022	Downstream Signaling Of Activated FGFR4	Fibroblast Growth Factor Signaling Pathway	0.2	0.0	0.20000000000000004	0.6653257544381594
gpt-4o-2024-05-13	Reactome_2022	Drug ADME	Xenobiotic and drug metabolism	0.5	0.0	0.3333333333333333	0.4504934966418247
gpt-4o-2024-05-13	Reactome_2022	Drug-mediated Inhibition Of CDK4/CDK6 Activity	Cell Cycle Regulation and Progression	0.0	0.0	0.0	0.42465195129080346
gpt-4o-2024-05-13	Reactome_2022	Dual Incision In GG-NER	DNA Replication and Repair 	0.0	0.0	0.0	0.18908238393394503
gpt-4o-2024-05-13	Reactome_2022	Dual Incision In TC-NER	DNA Replication, Repair, and Transcription**	0.0	0.0	0.0	0.1591377381453667
gpt-4o-2024-05-13	Reactome_2022	E2F Mediated Regulation Of DNA Replication	DNA Replication Initiation and Regulation	0.5	0.2	0.3636363636363636	0.6380262157421812
gpt-4o-2024-05-13	Reactome_2022	E2F-enabled Inhibition Of Pre-Replication Complex Formation	DNA Replication and Cell Cycle Regulation	0.125	0.0	0.14285714285714288	0.4617996571211707
gpt-4o-2024-05-13	Reactome_2022	E3 Ubiquitin Ligases Ubiquitinate Target Proteins	Histone Ubiquitination and DNA Damage Response	0.16666666666666666	0.0	0.16666666666666666	0.47400556059665266
gpt-4o-2024-05-13	Reactome_2022	ECM Proteoglycans	Extracellular matrix assembly and cell adhesion	0.0	0.0	0.0	0.49019538778048355
gpt-4o-2024-05-13	Reactome_2022	EGFR Transactivation By Gastrin	EGFR Signaling Pathway and Cellular Proliferation  	0.25	0.0	0.2	0.5630612729740523
gpt-4o-2024-05-13	Reactome_2022	EGFR Downregulation	EGFR-mediated signal transduction and ubiquitin-dependent modulation**  	0.5	0.0	0.2	0.6431105256525613
gpt-4o-2024-05-13	Reactome_2022	EGFR Interacts With Phospholipase C-gamma	Epidermal Growth Factor Receptor (EGFR) Signaling Pathway	0.16666666666666666	0.0	0.15384615384615383	0.6011841759364438
gpt-4o-2024-05-13	Reactome_2022	EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination	Schwann cell differentiation and myelination	0.4444444444444444	0.125	0.42857142857142855	0.6555951544734426
gpt-4o-2024-05-13	Reactome_2022	EML4 And NUDC In Mitotic Spindle Formation	Mitotic Spindle Assembly and Chromosome Segregation	0.42857142857142855	0.16666666666666666	0.30769230769230765	0.5795094303320418
gpt-4o-2024-05-13	Reactome_2022	EPH-Ephrin Signaling	Ephrin signaling modulation of cytoskeletal dynamics	0.6666666666666666	0.5	0.4444444444444444	0.7745875983693737
gpt-4o-2024-05-13	Reactome_2022	EPH-ephrin Mediated Repulsion Of Cells	Ephrin receptor signaling and cellular trafficking	0.16666666666666666	0.0	0.16666666666666666	0.672184081023424
gpt-4o-2024-05-13	Reactome_2022	EPHA-mediated Growth Cone Collapse	Regulation of the actin cytoskeleton and focal adhesion dynamics	0.0	0.0	0.0	0.39475097080406524
gpt-4o-2024-05-13	Reactome_2022	EPHB-mediated Forward Signaling	Actin Cytoskeleton Regulation and Cell Motility	0.0	0.0	0.0	0.3406008387258971
gpt-4o-2024-05-13	Reactome_2022	ER Quality Control Compartment (ERQC)	Endoplasmic Reticulum-Associated Degradation (ERAD)	0.0	0.0	0.0	0.5559411426072184
gpt-4o-2024-05-13	Reactome_2022	ER To Golgi Anterograde Transport	Intracellular vesicular trafficking and transport	0.2	0.0	0.20000000000000004	0.5658096860110193
gpt-4o-2024-05-13	Reactome_2022	ER-Phagosome Pathway	Protein degradation via the ubiquitin-proteasome system and immune response modulation	0.0	0.0	0.0	0.3142315838808434
gpt-4o-2024-05-13	Reactome_2022	ERBB2 Activates PTK6 Signaling	Epidermal Growth Factor Signaling Pathway	0.25	0.0	0.22222222222222224	0.515743405907742
gpt-4o-2024-05-13	Reactome_2022	ERBB2 Regulates Cell Motility	Signal Transduction in EGF/ErbB Pathway	0.0	0.0	0.0	0.5366467055222592
gpt-4o-2024-05-13	Reactome_2022	ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression	Chromatin modification and epigenetic regulation	0.2222222222222222	0.0	0.2857142857142857	0.47801794335120573
gpt-4o-2024-05-13	Reactome_2022	ERK/MAPK Targets	MAPK Signaling Regulation and Cellular Response	0.3333333333333333	0.0	0.2222222222222222	0.5702986662264421
gpt-4o-2024-05-13	Reactome_2022	ERKs Are Inactivated	Regulation of MAPK signaling pathway	0.0	0.0	0.0	0.34535332465910173
gpt-4o-2024-05-13	Reactome_2022	ESR-mediated Signaling	Signal Transduction and Chromatin Regulation	0.3333333333333333	0.0	0.25	0.4479485590431931
gpt-4o-2024-05-13	Reactome_2022	Early Phase Of HIV Life Cycle	DNA Repair via Non-homologous End Joining and Immune Response Regulation	0.0	0.0	0.0	0.215210728777873
gpt-4o-2024-05-13	Reactome_2022	Early SARS-CoV-2 Infection Events	Endosomal Sorting and Autophagy Regulation	0.0	0.0	0.0	0.19627586291733445
gpt-4o-2024-05-13	Reactome_2022	Effects Of PIP2 Hydrolysis	Diacylglycerol signaling and calcium regulation	0.0	0.0	0.0	0.4776262156199981
gpt-4o-2024-05-13	Reactome_2022	Eicosanoid Ligand-Binding Receptors	Eicosanoid Receptor-Mediated Inflammation Regulation	0.5	0.0	0.4444444444444445	0.7607171374604081
gpt-4o-2024-05-13	Reactome_2022	Eicosanoids	Eicosanoid metabolism and regulation	1.0	0.0	0.4	0.704090887153796
gpt-4o-2024-05-13	Reactome_2022	Elastic Fibre Formation	Extracellular Matrix Remodeling and Signal Transduction in Tissue Development	0.0	0.0	0.0	0.46195676415598
gpt-4o-2024-05-13	Reactome_2022	Elevation Of Cytosolic Ca2+ Levels	Calcium Signaling and Homeostasis	0.0	0.0	0.0	0.548480691451327
gpt-4o-2024-05-13	Reactome_2022	Endogenous Sterols	Steroid and bile acid biosynthesis**	0.0	0.0	0.0	0.577859245261978
gpt-4o-2024-05-13	Reactome_2022	Endosomal Sorting Complex Required For Transport (ESCRT)	Endosomal Sorting and Multivesicular Body (MVB) Formation	0.2857142857142857	0.16666666666666666	0.2857142857142857	0.6760418633451102
gpt-4o-2024-05-13	Reactome_2022	Endosomal/Vacuolar Pathway	Antigen processing and presentation via MHC class I	0.0	0.0	0.0	0.3755595848436426
gpt-4o-2024-05-13	Reactome_2022	Energy Dependent Regulation Of mTOR By LKB1-AMPK	mTOR signaling and AMPK activation in nutrient sensing and energy balance	0.375	0.0	0.2105263157894737	0.6914437468698595
gpt-4o-2024-05-13	Reactome_2022	Entry Of Influenza Virion Into Host Cell Via Endocytosis	Endosomal trafficking and vesicular transport	0.0	0.0	0.0	0.415784005504949
gpt-4o-2024-05-13	Reactome_2022	Ephrin Signaling	Ephrin-Eph signaling in cellular architecture and migration	1.0	0.0	0.4	0.7827673923209983
gpt-4o-2024-05-13	Reactome_2022	Epigenetic Regulation Of Gene Expression	Chromatin modification and transcription regulation	0.2	0.0	0.20000000000000004	0.6134652246692629
gpt-4o-2024-05-13	Reactome_2022	Erythrocytes Take Up Carbon Dioxide And Release Oxygen	Erythrocyte Function and Carbon Metabolism	0.375	0.0	0.3076923076923077	0.6638863130597568
gpt-4o-2024-05-13	Reactome_2022	Erythrocytes Take Up Oxygen And Release Carbon Dioxide	Erythrocyte carbon dioxide transport and pH regulation	0.5	0.14285714285714285	0.39999999999999997	0.6632688428918301
gpt-4o-2024-05-13	Reactome_2022	Erythropoietin Activates Phosphoinositide-3-kinase (PI3K)	Erythropoietin Signaling and PI3K Pathway Regulation	0.3333333333333333	0.0	0.3333333333333333	0.8023253168162398
gpt-4o-2024-05-13	Reactome_2022	Erythropoietin Activates Phospholipase C Gamma (PLCG)	Erythropoietin Signaling and Erythropoiesis Regulation	0.16666666666666666	0.0	0.1818181818181818	0.586098689176964
gpt-4o-2024-05-13	Reactome_2022	Erythropoietin Activates RAS	Erythropoietin Signaling Pathway	0.3333333333333333	0.0	0.3333333333333333	0.6692016697381016
gpt-4o-2024-05-13	Reactome_2022	Erythropoietin Activates STAT5	Erythropoietin Signaling Pathway Regulation	0.3333333333333333	0.0	0.28571428571428575	0.6638683979203046
gpt-4o-2024-05-13	Reactome_2022	Establishment Of Sister Chromatid Cohesion	Cohesin-mediated chromosomal cohesion and dynamics	0.2	0.0	0.1818181818181818	0.6611037400526443
gpt-4o-2024-05-13	Reactome_2022	Estrogen Biosynthesis	Steroid Hormone Metabolism and Regulation	0.0	0.0	0.0	0.529181931059725
gpt-4o-2024-05-13	Reactome_2022	Estrogen-dependent Gene Expression	Regulation of gene expression and chromatin structure	0.5	0.3333333333333333	0.36363636363636365	0.49967757448393463
gpt-4o-2024-05-13	Reactome_2022	Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling	Epidermal Growth Factor Receptor Signaling and Cell Cycle Regulation	0.1111111111111111	0.0	0.1111111111111111	0.4732932778093696
gpt-4o-2024-05-13	Reactome_2022	Estrogen-stimulated Signaling Thru PRKCZ	MAPK Signaling in Cellular Proliferation and Differentiation	0.2	0.0	0.16666666666666666	0.46276252110615995
gpt-4o-2024-05-13	Reactome_2022	Ethanol Oxidation	Alcohol and Aldehyde Metabolism	0.0	0.0	0.0	0.6168123125174694
gpt-4o-2024-05-13	Reactome_2022	Eukaryotic Translation Elongation	Ribosome Biogenesis and Translation Elongation	0.6666666666666666	0.5	0.5	0.6486017931257715
gpt-4o-2024-05-13	Reactome_2022	Eukaryotic Translation Termination	Ribosome assembly and function	0.0	0.0	0.0	0.31201694498272214
gpt-4o-2024-05-13	Reactome_2022	Export Of Viral Ribonucleoproteins From Nucleus	Nuclear Pore Complex Assembly and Function	0.0	0.0	0.0	0.4677921613712661
gpt-4o-2024-05-13	Reactome_2022	Expression And Translocation Of Olfactory Receptors	Olfactory Receptor Signaling and Sensory Perception	0.5	0.2	0.3333333333333333	0.6857307769108347
gpt-4o-2024-05-13	Reactome_2022	Extension Of Telomeres	Telomere maintenance and DNA replication	0.3333333333333333	0.0	0.25	0.6061449588632136
gpt-4o-2024-05-13	Reactome_2022	Extra-nuclear Estrogen Signaling	EGF Receptor Signaling Pathway	0.25	0.0	0.25	0.4402190561611149
gpt-4o-2024-05-13	Reactome_2022	Extracellular Matrix Organization	Extracellular Matrix Remodeling and Signaling	0.6666666666666666	0.5	0.5	0.7211529696451058
gpt-4o-2024-05-13	Reactome_2022	Extrinsic Pathway Of Fibrin Clot Formation	Coagulation cascade regulation and function	0.0	0.0	0.0	0.4409507901393146
gpt-4o-2024-05-13	Reactome_2022	FBXL7 Down-Regulates AURKA During Mitotic Entry And In Early Mitosis	Proteasome-mediated protein degradation	0.0	0.0	0.0	0.33451071675788574
gpt-4o-2024-05-13	Reactome_2022	FBXW7 Mutants And NOTCH1 In Cancer	Notch Signaling and Ubiquitin-Proteasome System Regulation	0.16666666666666666	0.0	0.15384615384615383	0.5858012421931904
gpt-4o-2024-05-13	Reactome_2022	FCERI Mediated Ca+2 Mobilization	T cell receptor (TCR) signaling pathway	0.0	0.0	0.0	0.4140763551244281
gpt-4o-2024-05-13	Reactome_2022	FCERI Mediated MAPK Activation	Signal Transduction in MAPK Pathways	0.25	0.0	0.22222222222222224	0.5498722801131406
gpt-4o-2024-05-13	Reactome_2022	FCERI Mediated NF-kB Activation	Proteasome-mediated regulation of NF-κB signaling	0.4	0.0	0.3333333333333333	0.5697580442452543
gpt-4o-2024-05-13	Reactome_2022	FCGR Activation	Signal transduction and modulation in immune response	0.0	0.0	0.0	0.4180554444110224
gpt-4o-2024-05-13	Reactome_2022	FCGR3A-mediated IL10 Synthesis	B-cell receptor signaling and immune regulation	0.0	0.0	0.0	0.44993668444665225
gpt-4o-2024-05-13	Reactome_2022	FCGR3A-mediated Phagocytosis	Actin Cytoskeleton Remodeling	0.0	0.0	0.0	0.3445497045941758
gpt-4o-2024-05-13	Reactome_2022	FGFR1 Ligand Binding And Activation	Fibroblast Growth Factor signaling in cellular development and differentiation	0.2	0.0	0.14285714285714285	0.5859000215804508
gpt-4o-2024-05-13	Reactome_2022	FGFR1 Mutant Receptor Activation	FGF Signaling Pathway Regulation	0.0	0.0	0.0	0.6136984477501821
gpt-4o-2024-05-13	Reactome_2022	FGFR1b Ligand Binding And Activation	Fibroblast Growth Factor (FGF) Signaling in Development and Tissue Repair	0.2	0.0	0.13333333333333333	0.5815334260751158
gpt-4o-2024-05-13	Reactome_2022	FGFR1c Ligand Binding And Activation	Fibroblast Growth Factor Signaling in Development and Homeostasis	0.2	0.0	0.15384615384615385	0.5862714200856559
gpt-4o-2024-05-13	Reactome_2022	FGFR2 Alternative Splicing	RNA Splicing and Transcription Regulation	0.3333333333333333	0.0	0.25	0.42305499561141835
gpt-4o-2024-05-13	Reactome_2022	FGFR2 Ligand Binding And Activation	Regulation of Fibroblast Growth Factor Signaling	0.0	0.0	0.0	0.6276774670707207
gpt-4o-2024-05-13	Reactome_2022	FGFR2 Mutant Receptor Activation	Transcription regulation and fibroblast growth factor signaling	0.0	0.0	0.0	0.5419968971876303
gpt-4o-2024-05-13	Reactome_2022	FGFR2b Ligand Binding And Activation	Fibroblast Growth Factor (FGF) Signaling in Tissue Development and Repair	0.2	0.0	0.13333333333333333	0.5682571677222764
gpt-4o-2024-05-13	Reactome_2022	FGFR2c Ligand Binding And Activation	Fibroblast Growth Factor signaling and development	0.2	0.0	0.1818181818181818	0.6219138168787486
gpt-4o-2024-05-13	Reactome_2022	FGFR3 Ligand Binding And Activation	Fibroblast Growth Factor Signaling in Tissue Development and Homeostasis	0.2	0.0	0.14285714285714285	0.5339550770218744
gpt-4o-2024-05-13	Reactome_2022	FGFR3 Mutant Receptor Activation	Fibroblast Growth Factor Signaling in Development and Homeostasis	0.0	0.0	0.0	0.530373490098556
gpt-4o-2024-05-13	Reactome_2022	FGFR3b Ligand Binding And Activation	Fibroblast Growth Factor (FGF) Signaling in Development and Differentiation	0.2	0.0	0.14285714285714285	0.557982328355324
gpt-4o-2024-05-13	Reactome_2022	FGFR4 Ligand Binding And Activation	Fibroblast Growth Factor Signaling Pathway	0.0	0.0	0.0	0.5976712912635547
gpt-4o-2024-05-13	Reactome_2022	FGFRL1 Modulation Of FGFR1 Signaling	Fibroblast Growth and Development Regulation	0.0	0.0	0.0	0.5532284729855689
gpt-4o-2024-05-13	Reactome_2022	FLT3 Signaling	T-cell receptor signaling and downstream regulation	0.5	0.0	0.22222222222222224	0.5168282380602347
gpt-4o-2024-05-13	Reactome_2022	FLT3 Signaling By CBL Mutants	Hematopoietic stem cell regulation and ubiquitin-mediated proteolysis	0.0	0.0	0.0	0.41351707663905524
gpt-4o-2024-05-13	Reactome_2022	FLT3 Signaling In Disease	FLT3 Signaling and Leukemogenesis	0.5	0.3333333333333333	0.5	0.8875568379302772
gpt-4o-2024-05-13	Reactome_2022	FLT3 Signaling Thru SRC Family Kinases	Signal Transduction in Hematopoietic Cells	0.16666666666666666	0.0	0.1818181818181818	0.634860947051487
gpt-4o-2024-05-13	Reactome_2022	FOXO-mediated Transcription	Regulation of Metabolic Homeostasis and Apoptosis	0.0	0.0	0.0	0.4210852164187968
gpt-4o-2024-05-13	Reactome_2022	FOXO-mediated Transcription Of Cell Cycle Genes	Regulation of cellular growth and differentiation	0.14285714285714285	0.0	0.15384615384615383	0.44908533189161154
gpt-4o-2024-05-13	Reactome_2022	FOXO-mediated Transcription Of Cell Death Genes	Regulation of Apoptosis and Transcriptional Control	0.2857142857142857	0.0	0.15384615384615383	0.6014636236442583
gpt-4o-2024-05-13	Reactome_2022	FOXO-mediated Transcription Of Oxidative Stress, Metabolic And Neuronal Genes	Regulation of metabolic processes and energy homeostasis	0.3	0.0	0.3529411764705882	0.4240729505294956
gpt-4o-2024-05-13	Reactome_2022	FRS-mediated FGFR1 Signaling	Fibroblast Growth Factor (FGF) Signaling and Regulation	0.25	0.0	0.18181818181818182	0.7001911427933837
gpt-4o-2024-05-13	Reactome_2022	FRS-mediated FGFR2 Signaling	Fibroblast Growth Factor Signaling	0.25	0.0	0.25	0.7283313695492554
gpt-4o-2024-05-13	Reactome_2022	FRS-mediated FGFR3 Signaling	Fibroblast Growth Factor Signaling Pathway	0.25	0.0	0.22222222222222224	0.6560982088777914
gpt-4o-2024-05-13	Reactome_2022	FRS-mediated FGFR4 Signaling	Fibroblast Growth Factor (FGF) Signaling Pathway	0.25	0.0	0.2	0.7096987255723047
gpt-4o-2024-05-13	Reactome_2022	Factors Involved In Megakaryocyte Development And Platelet Production	Cytoskeletal reorganization and intracellular transport	0.125	0.0	0.15384615384615385	0.30265073399326947
gpt-4o-2024-05-13	Reactome_2022	Fanconi Anemia Pathway	DNA Damage Response and Repair via Fanconi Anemia Pathway	1.0	1.0	0.5	0.7870565091741097
gpt-4o-2024-05-13	Reactome_2022	FasL/ CD95L Signaling	Apoptosis via Death Receptor Signaling	0.3333333333333333	0.0	0.25	0.6563295335341284
gpt-4o-2024-05-13	Reactome_2022	Fatty Acids Bound To GPR40 (FFAR1) Regulate Insulin Secretion	G-protein coupled signaling and phosphatidylinositol signaling pathways	0.0	0.0	0.0	0.3929574503147305
gpt-4o-2024-05-13	Reactome_2022	Fatty Acid Metabolism	Fatty Acid Metabolism and Eicosanoid Signaling	1.0	1.0	0.6666666666666666	0.76074178171165
gpt-4o-2024-05-13	Reactome_2022	Fatty Acids	Fatty acid and eicosanoid metabolism	1.0	1.0	0.5714285714285715	0.5869530961355438
gpt-4o-2024-05-13	Reactome_2022	Fatty acyl-CoA Biosynthesis	Fatty Acid Metabolism and Elongation	0.25	0.0	0.22222222222222224	0.6732211088693092
gpt-4o-2024-05-13	Reactome_2022	Fc Epsilon Receptor (FCERI) Signaling	NF-κB Signaling and Proteasome-Mediated Regulation	0.2	0.0	0.16666666666666666	0.4667533880494986
gpt-4o-2024-05-13	Reactome_2022	Fcgamma Receptor (FCGR) Dependent Phagocytosis	Actin cytoskeleton reorganization and signal transduction	0.0	0.0	0.0	0.3215800203942531
gpt-4o-2024-05-13	Reactome_2022	Fertilization	Sperm-Egg Fusion and Fertilization**	1.0	0.0	0.33333333333333337	0.6448260059944144
gpt-4o-2024-05-13	Reactome_2022	Fibronectin Matrix Formation	Cell Adhesion and Extracellular Matrix Interaction	0.3333333333333333	0.0	0.2222222222222222	0.5098377874109911
gpt-4o-2024-05-13	Reactome_2022	Ficolins Bind To Repetitive Carbohydrate Structures On Target Cell Surface	Lectin complement pathway activation	0.0	0.0	0.0	0.4834087690226979
gpt-4o-2024-05-13	Reactome_2022	Folding Of Actin By CCT/TriC	Chaperonin-mediated protein folding	0.16666666666666666	0.0	0.2	0.5330549170061307
gpt-4o-2024-05-13	Reactome_2022	Formation Of ATP By Chemiosmotic Coupling	Mitochondrial ATP synthesis through oxidative phosphorylation	0.16666666666666666	0.0	0.16666666666666666	0.6111984320792292
gpt-4o-2024-05-13	Reactome_2022	Formation Of Fibrin Clot (Clotting Cascade)	Hemostasis and Coagulation Regulation	0.0	0.0	0.0	0.4823742842782264
gpt-4o-2024-05-13	Reactome_2022	Formation Of HIV Elongation Complex In Absence Of HIV Tat	Transcription Regulation and Transcription-Coupled Nucleotide Excision Repair (TC-NER)	0.0	0.0	0.0	0.32504523918840644
gpt-4o-2024-05-13	Reactome_2022	Formation Of HIV-1 Elongation Complex Containing HIV-1 Tat	Transcription initiation and regulation	0.0	0.0	0.0	0.34311351523782685
gpt-4o-2024-05-13	Reactome_2022	Formation Of Incision Complex In GG-NER	Nucleotide Excision Repair and Transcription-Coupled Repair	0.0	0.0	0.0	0.2622481222793581
gpt-4o-2024-05-13	Reactome_2022	Formation Of RNA Pol II Elongation Complex	Transcriptional Regulation and RNA Polymerase II-Associated Processes	0.2857142857142857	0.0	0.26666666666666666	0.5305639159860758
gpt-4o-2024-05-13	Reactome_2022	Formation Of Senescence-Associated Heterochromatin Foci (SAHF)	Chromatin Remodeling and Gene Regulation	0.0	0.0	0.0	0.3743099092799326
gpt-4o-2024-05-13	Reactome_2022	Formation Of TC-NER Pre-Incision Complex	Transcription-coupled nucleotide excision repair (TC-NER) and RNA Polymerase II transcription	0.2857142857142857	0.16666666666666666	0.2105263157894737	0.5322190533745643
gpt-4o-2024-05-13	Reactome_2022	Formation Of A Pool Of Free 40S Subunits	Ribosome Biogenesis and Function	0.0	0.0	0.0	0.41954065913905314
gpt-4o-2024-05-13	Reactome_2022	Formation Of Annular Gap Junctions	Clathrin-Mediated Endocytosis	0.0	0.0	0.0	0.2368046026187666
gpt-4o-2024-05-13	Reactome_2022	Formation Of Apoptosome	Intrinsic Apoptotic Signaling Pathway	0.0	0.0	0.0	0.5762993227234804
gpt-4o-2024-05-13	Reactome_2022	Formation Of Early Elongation Complex	Transcription initiation and regulation via RNA polymerase II complex	0.2	0.0	0.14285714285714285	0.3851258241152993
gpt-4o-2024-05-13	Reactome_2022	Formation Of Editosome	RNA-Cytosine Deamination and Viral Restriction	0.0	0.0	0.0	0.37608948436533607
gpt-4o-2024-05-13	Reactome_2022	Formation Of beta-catenin:TCF Transactivating Complex	Chromatin Remodeling and Gene Regulation	0.0	0.0	0.0	0.3130452132084137
gpt-4o-2024-05-13	Reactome_2022	Formation Of Cornified Envelope	Epidermal Differentiation and Barrier Formation	0.25	0.0	0.22222222222222224	0.5847659204871488
gpt-4o-2024-05-13	Reactome_2022	Formation Of Ternary Complex, And Subsequently, 43S Complex	Ribosome Assembly and Function	0.125	0.0	0.16666666666666666	0.48025352694397183
gpt-4o-2024-05-13	Reactome_2022	Formation Of Tubulin Folding Intermediates By CCT/TriC	Protein Folding and Tubulin Polymerization	0.25	0.0	0.15384615384615385	0.6831673194681815
gpt-4o-2024-05-13	Reactome_2022	Formation Of Xylulose-5-Phosphate	Polyol pathway and sugar alcohol metabolism	0.0	0.0	0.0	0.4548976305809257
gpt-4o-2024-05-13	Reactome_2022	Formyl Peptide Receptors Bind Formyl Peptides And Many Other Ligands	Inflammatory Response and Immune Cell Recruitment	0.1	0.0	0.125	0.3176094280043485
gpt-4o-2024-05-13	Reactome_2022	Free Fatty Acid Receptors	Short-chain fatty acid-mediated metabolic processes	0.5	0.3333333333333333	0.36363636363636365	0.49908762162138476
gpt-4o-2024-05-13	Reactome_2022	Free Fatty Acids Regulate Insulin Secretion	G-protein-mediated lipid signaling and metabolism	0.0	0.0	0.0	0.420369939848273
gpt-4o-2024-05-13	Reactome_2022	Frs2-mediated Activation	MAPK/ERK Signaling Pathway in Cellular Growth and Differentiation	0.0	0.0	0.0	0.4248285934392686
gpt-4o-2024-05-13	Reactome_2022	Fructose Catabolism	Fructose Metabolism and Aldehyde Detoxification	0.5	0.0	0.28571428571428575	0.7104160010255904
gpt-4o-2024-05-13	Reactome_2022	Fructose Metabolism	Fructose and galactose metabolism	1.0	0.0	0.6666666666666666	0.8552146478763212
gpt-4o-2024-05-13	Reactome_2022	G Alpha (12/13) Signaling Events	Regulation of Cytoskeletal Dynamics via Rho GTPase Signaling	0.16666666666666666	0.0	0.14285714285714288	0.5059633595057174
gpt-4o-2024-05-13	Reactome_2022	G Alpha (I) Signaling Events	Signal Transduction and G Protein-Coupled Receptor (GPCR) Signaling	0.4	0.0	0.2857142857142857	0.584006294147043
gpt-4o-2024-05-13	Reactome_2022	G Alpha (Q) Signaling Events	Signal transduction and regulatory pathways	0.2	0.0	0.20000000000000004	0.5124877500961127
