term	go_id	go_depth
Positive Regulation Of Amide Metabolic Process (GO:0034250)	GO:0034250	6
Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	GO:1902993	8
Positive Regulation Of Amyloid-Beta Clearance (GO:1900223)	GO:1900223	4
Positive Regulation Of Amyloid-Beta Formation (GO:1902004)	GO:1902004	9
Positive Regulation Of Angiogenesis (GO:0045766)	GO:0045766	9
Positive Regulation Of Animal Organ Morphogenesis (GO:0110110)	GO:0110110	5
Positive Regulation Of Antigen Processing And Presentation (GO:0002579)	GO:0002579	5
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857)	GO:0050857	6
Positive Regulation Of Apoptotic Cell Clearance (GO:2000427)	GO:2000427	9
Positive Regulation Of Apoptotic Process (GO:0043065)	GO:0043065	6
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	GO:2001235	6
Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961)	GO:1902961	10
Positive Regulation Of Aspartic-Type Peptidase Activity (GO:1905247)	GO:1905247	9
Positive Regulation Of Astrocyte Differentiation (GO:0048711)	GO:0048711	7
Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:1902425)	GO:1902425	11
Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987)	GO:0051987	6
Positive Regulation Of Autophagosome Assembly (GO:2000786)	GO:2000786	8
Positive Regulation Of Autophagosome Maturation (GO:1901098)	GO:1901098	7
Positive Regulation Of Autophagy (GO:0010508)	GO:0010508	6
Positive Regulation Of Autophagy Of Mitochondrion (GO:1903599)	GO:1903599	7
Positive Regulation Of Autophagy Of Mitochondrion In Response To Mitochondrial Depolarization (GO:1904925)	GO:1904925	7
Positive Regulation Of Axon Extension (GO:0045773)	GO:0045773	6
Positive Regulation Of Axonogenesis (GO:0050772)	GO:0050772	7
Positive Regulation Of Behavior (GO:0048520)	GO:0048520	4
Positive Regulation Of Binding (GO:0051099)	GO:0051099	5
Positive Regulation Of Biomineral Tissue Development (GO:0070169)	GO:0070169	6
Positive Regulation Of Biosynthetic Process (GO:0009891)	GO:0009891	4
Positive Regulation Of Blood Circulation (GO:1903524)	GO:1903524	6
Positive Regulation Of Blood Coagulation (GO:0030194)	GO:0030194	7
Positive Regulation Of Blood Pressure (GO:0045777)	GO:0045777	7
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	GO:0043536	10
Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903589)	GO:1903589	7
Positive Regulation Of Bone Mineralization (GO:0030501)	GO:0030501	5
Positive Regulation Of Bone Resorption (GO:0045780)	GO:0045780	7
Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190)	GO:0090190	7
Positive Regulation Of Brown Fat Cell Differentiation (GO:0090336)	GO:0090336	7
Positive Regulation Of cAMP-mediated Signaling (GO:0043950)	GO:0043950	9
Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886)	GO:0070886	10
Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058)	GO:0106058	9
Positive Regulation Of Calcium Ion Import (GO:0090280)	GO:0090280	10
Positive Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905665)	GO:1905665	12
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427)	GO:1904427	10
Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	GO:1901021	7
Positive Regulation Of Calcium Ion Transport (GO:0051928)	GO:0051928	9
Positive Regulation Of Calcium Ion Transport Into Cytosol (GO:0010524)	GO:0010524	5
Positive Regulation Of Calcium Ion-Dependent Exocytosis (GO:0045956)	GO:0045956	9
Positive Regulation Of Calcium-Mediated Signaling (GO:0050850)	GO:0050850	8
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	GO:0090263	7
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)	GO:0045913	5
Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition (GO:0062043)	GO:0062043	8
Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727)	GO:2000727	8
Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)	GO:0060045	5
Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613)	GO:0010613	8
Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)	GO:0055023	5
Positive Regulation Of Cardiocyte Differentiation (GO:1905209)	GO:1905209	7
Positive Regulation Of Cartilage Development (GO:0061036)	GO:0061036	4
Positive Regulation Of Catabolic Process (GO:0009896)	GO:0009896	4
Positive Regulation Of Catalytic Activity (GO:0043085)	GO:0043085	5
Positive Regulation Of Catecholamine Secretion (GO:0033605)	GO:0033605	8
Positive Regulation Of Cation Channel Activity (GO:2001259)	GO:2001259	7
Positive Regulation Of Cation Transmembrane Transport (GO:1904064)	GO:1904064	8
Positive Regulation Of Cell Activation (GO:0050867)	GO:0050867	4
Positive Regulation Of Cell Adhesion (GO:0045785)	GO:0045785	4
Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	GO:0033630	5
Positive Regulation Of Cell Communication (GO:0010647)	GO:0010647	4
Positive Regulation Of Cell Cycle (GO:0045787)	GO:0045787	4
Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)	GO:1902808	7
Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751)	GO:1902751	7
Positive Regulation Of Cell Cycle Phase Transition (GO:1901989)	GO:1901989	6
Positive Regulation Of Cell Cycle Process (GO:0090068)	GO:0090068	6
Positive Regulation Of Cell Death (GO:0010942)	GO:0010942	0
Positive Regulation Of Cell Development (GO:0010720)	GO:0010720	6
Positive Regulation Of Cell Differentiation (GO:0045597)	GO:0045597	5
Positive Regulation Of Cell Division (GO:0051781)	GO:0051781	4
Positive Regulation Of Cell Growth (GO:0030307)	GO:0030307	5
Positive Regulation Of Cell Junction Assembly (GO:1901890)	GO:1901890	7
Positive Regulation Of Cell Killing (GO:0031343)	GO:0031343	4
Positive Regulation Of Cell Migration (GO:0030335)	GO:0030335	5
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	GO:0038089	6
Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050)	GO:0090050	11
Positive Regulation Of Cell Morphogenesis Involved In Differentiation (GO:0010770)	GO:0010770	5
Positive Regulation Of Cell Motility (GO:2000147)	GO:2000147	4
Positive Regulation Of Cell Population Proliferation (GO:0008284)	GO:0008284	4
Positive Regulation Of Cell Projection Organization (GO:0031346)	GO:0031346	5
Positive Regulation Of Cell-Cell Adhesion (GO:0022409)	GO:0022409	6
Positive Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000049)	GO:2000049	7
Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033634)	GO:0033634	7
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	GO:0001954	7
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	GO:0010811	6
Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117)	GO:0150117	6
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	GO:0031328	5
Positive Regulation Of Cellular Catabolic Process (GO:0031331)	GO:0031331	5
Positive Regulation Of Cellular Component Biogenesis (GO:0044089)	GO:0044089	5
Positive Regulation Of Cellular Component Organization (GO:0051130)	GO:0051130	5
Positive Regulation Of Cellular Extravasation (GO:0002693)	GO:0002693	5
Positive Regulation Of Cellular Metabolic Process (GO:0031325)	GO:0031325	4
Positive Regulation Of Cellular Process (GO:0048522)	GO:0048522	3
Positive Regulation Of Cellular Respiration (GO:1901857)	GO:1901857	5
Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078)	GO:1900078	8
Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)	GO:1903846	4
Positive Regulation Of Cellular Senescence (GO:2000774)	GO:2000774	5
Positive Regulation Of Centriole Replication (GO:0046601)	GO:0046601	6
Positive Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000343)	GO:2000343	10
Positive Regulation Of Chemokine Production (GO:0032722)	GO:0032722	9
Positive Regulation Of Chemotaxis (GO:0050921)	GO:0050921	5
Positive Regulation Of Cholesterol Biosynthetic Process (GO:0045542)	GO:0045542	9
Positive Regulation Of Cholesterol Efflux (GO:0010875)	GO:0010875	10
Positive Regulation Of Cholesterol Metabolic Process (GO:0090205)	GO:0090205	8
Positive Regulation Of Cholesterol Storage (GO:0010886)	GO:0010886	7
Positive Regulation Of Cholesterol Transport (GO:0032376)	GO:0032376	8
Positive Regulation Of Chondrocyte Differentiation (GO:0032332)	GO:0032332	6
Positive Regulation Of Chromatin Binding (GO:0035563)	GO:0035563	6
Positive Regulation Of Chromosome Condensation (GO:1905821)	GO:1905821	8
Positive Regulation Of Chromosome Organization (GO:2001252)	GO:2001252	7
Positive Regulation Of Chromosome Segregation (GO:0051984)	GO:0051984	6
Positive Regulation Of Chromosome Separation (GO:1905820)	GO:1905820	7
Positive Regulation Of Cilium Assembly (GO:0045724)	GO:0045724	8
Positive Regulation Of Cilium Movement (GO:0003353)	GO:0003353	6
Positive Regulation Of Cilium-Dependent Cell Motility (GO:2000155)	GO:2000155	6
Positive Regulation Of Circadian Rhythm (GO:0042753)	GO:0042753	4
Positive Regulation Of Coagulation (GO:0050820)	GO:0050820	4
Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)	GO:0120162	4
Positive Regulation Of Collagen Biosynthetic Process (GO:0032967)	GO:0032967	5
Positive Regulation Of Collagen Metabolic Process (GO:0010714)	GO:0010714	4
Positive Regulation Of Cyclase Activity (GO:0031281)	GO:0031281	6
Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031)	GO:1904031	11
Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)	GO:0045737	12
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	GO:2001056	10
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	GO:0043280	12
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001269)	GO:2001269	13
Positive Regulation Of Cytokine Production (GO:0001819)	GO:0001819	8
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720)	GO:0002720	9
Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017)	GO:1900017	9
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961)	GO:0001961	7
Positive Regulation Of Cytokinesis (GO:0032467)	GO:0032467	6
Positive Regulation Of Cytoplasmic Translation (GO:2000767)	GO:2000767	8
Positive Regulation Of Cytoplasmic Transport (GO:1903651)	GO:1903651	7
Positive Regulation Of Cytoskeleton Organization (GO:0051495)	GO:0051495	7
Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)	GO:0051482	0
Positive Regulation Of Deacetylase Activity (GO:0090045)	GO:0090045	7
Positive Regulation Of Defense Response (GO:0031349)	GO:0031349	5
Positive Regulation Of Defense Response To Bacterium (GO:1900426)	GO:1900426	6
Positive Regulation Of Defense Response To Virus By Host (GO:0002230)	GO:0002230	7
Positive Regulation Of Dendrite Development (GO:1900006)	GO:1900006	10
Positive Regulation Of Dendrite Extension (GO:1903861)	GO:1903861	6
Positive Regulation Of Dendrite Morphogenesis (GO:0050775)	GO:0050775	6
Positive Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002606)	GO:0002606	5
Positive Regulation Of Dendritic Cell Chemotaxis (GO:2000510)	GO:2000510	6
Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732)	GO:0002732	10
Positive Regulation Of Dendritic Spine Development (GO:0060999)	GO:0060999	4
Positive Regulation Of Dendritic Spine Morphogenesis (GO:0061003)	GO:0061003	10
Positive Regulation Of Dephosphorylation (GO:0035306)	GO:0035306	7
Positive Regulation Of Developmental Growth (GO:0048639)	GO:0048639	4
Positive Regulation Of Developmental Process (GO:0051094)	GO:0051094	3
Positive Regulation Of Double-Strand Break Repair (GO:2000781)	GO:2000781	10
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168)	GO:1905168	11
Positive Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001034)	GO:2001034	11
Positive Regulation Of Early Endosome To Late Endosome Transport (GO:2000643)	GO:2000643	8
Positive Regulation Of Embryonic Development (GO:0040019)	GO:0040019	5
Positive Regulation Of Endocytic Recycling (GO:2001137)	GO:2001137	8
Positive Regulation Of Endocytosis (GO:0045807)	GO:0045807	7
Positive Regulation Of Endopeptidase Activity (GO:0010950)	GO:0010950	9
Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237)	GO:1902237	7
Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)	GO:1900103	6
Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353)	GO:2000353	8
Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028)	GO:2001028	10
Positive Regulation Of Endothelial Cell Development (GO:1901552)	GO:1901552	8
Positive Regulation Of Endothelial Cell Migration (GO:0010595)	GO:0010595	9
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	GO:0001938	6
Positive Regulation Of Epidermal Cell Differentiation (GO:0045606)	GO:0045606	7
Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742)	GO:0045742	10
Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741)	GO:0045741	8
Positive Regulation Of Epidermis Development (GO:0045684)	GO:0045684	6
Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037)	GO:1904037	7
Positive Regulation Of Epithelial Cell Differentiation (GO:0030858)	GO:0030858	6
Positive Regulation Of Epithelial Cell Differentiation Involved In Kidney Development (GO:2000698)	GO:2000698	7
Positive Regulation Of Epithelial Cell Migration (GO:0010634)	GO:0010634	7
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	GO:0050679	5
Positive Regulation Of Epithelial Cell Proliferation Involved In Wound Healing (GO:0060054)	GO:0060054	6
Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)	GO:0010718	7
Positive Regulation Of Epithelial Tube Formation (GO:1905278)	GO:1905278	4
Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	GO:0045648	9
Positive Regulation Of Establishment Of Endothelial Barrier (GO:1903142)	GO:1903142	9
Positive Regulation Of Establishment Of Protein Localization (GO:1904951)	GO:1904951	7
Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749)	GO:1903749	9
Positive Regulation Of Establishment Of Protein Localization To Telomere (GO:1904851)	GO:1904851	10
Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463)	GO:2000463	6
Positive Regulation Of Execution Phase Of Apoptosis (GO:1900119)	GO:1900119	7
Positive Regulation Of Exocytosis (GO:0045921)	GO:0045921	7
Positive Regulation Of Exosomal Secretion (GO:1903543)	GO:1903543	6
Positive Regulation Of Extracellular Matrix Assembly (GO:1901203)	GO:1901203	6
Positive Regulation Of Extracellular Matrix Disassembly (GO:0090091)	GO:0090091	8
Positive Regulation Of Extracellular Matrix Organization (GO:1903055)	GO:1903055	7
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)	GO:2001238	7
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902043)	GO:1902043	8
Positive Regulation Of Fat Cell Differentiation (GO:0045600)	GO:0045600	6
Positive Regulation Of Fatty Acid Beta-Oxidation (GO:0032000)	GO:0032000	11
Positive Regulation Of Fatty Acid Biosynthetic Process (GO:0045723)	GO:0045723	10
Positive Regulation Of Fatty Acid Metabolic Process (GO:0045923)	GO:0045923	9
Positive Regulation Of Fatty Acid Oxidation (GO:0046321)	GO:0046321	10
Positive Regulation Of Fever Generation (GO:0031622)	GO:0031622	9
Positive Regulation Of Fibroblast Apoptotic Process (GO:2000271)	GO:2000271	7
Positive Regulation Of Fibroblast Migration (GO:0010763)	GO:0010763	7
Positive Regulation Of Fibroblast Proliferation (GO:0048146)	GO:0048146	5
Positive Regulation Of Filopodium Assembly (GO:0051491)	GO:0051491	9
Positive Regulation Of Flagellated Sperm Motility (GO:1902093)	GO:1902093	7
Positive Regulation Of Focal Adhesion Assembly (GO:0051894)	GO:0051894	8
Positive Regulation Of Focal Adhesion Disassembly (GO:0120183)	GO:0120183	9
Positive Regulation Of Gap Junction Assembly (GO:1903598)	GO:1903598	9
Positive Regulation Of Gastrulation (GO:2000543)	GO:2000543	6
Positive Regulation Of Gene Expression (GO:0010628)	GO:0010628	7
Positive Regulation Of Glial Cell Differentiation (GO:0045687)	GO:0045687	6
Positive Regulation Of Glial Cell Migration (GO:1903977)	GO:1903977	6
Positive Regulation Of Gliogenesis (GO:0014015)	GO:0014015	9
Positive Regulation Of Gluconeogenesis (GO:0045722)	GO:0045722	9
Positive Regulation Of Glucose Import (GO:0046326)	GO:0046326	7
Positive Regulation Of Glucose Metabolic Process (GO:0010907)	GO:0010907	8
Positive Regulation Of Glucose Transmembrane Transport (GO:0010828)	GO:0010828	6
Positive Regulation Of Glycogen Biosynthetic Process (GO:0045725)	GO:0045725	9
Positive Regulation Of Glycogen Metabolic Process (GO:0070875)	GO:0070875	8
Positive Regulation Of Glycolytic Process (GO:0045821)	GO:0045821	10
Positive Regulation Of Glycoprotein Biosynthetic Process (GO:0010560)	GO:0010560	7
Positive Regulation Of Gonad Development (GO:1905941)	GO:1905941	7
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)	GO:0071624	6
Positive Regulation Of Granulocyte Differentiation (GO:0030854)	GO:0030854	10
Positive Regulation Of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032725)	GO:0032725	9
Positive Regulation Of Growth (GO:0045927)	GO:0045927	3
Positive Regulation Of Growth Hormone Secretion (GO:0060124)	GO:0060124	11
Positive Regulation Of Heart Contraction (GO:0045823)	GO:0045823	8
Positive Regulation Of Heart Rate (GO:0010460)	GO:0010460	9
Positive Regulation Of Helicase Activity (GO:0051096)	GO:0051096	6
Positive Regulation Of Hemoglobin Biosynthetic Process (GO:0046985)	GO:0046985	7
Positive Regulation Of Hemostasis (GO:1900048)	GO:1900048	6
Positive Regulation Of Heterochromatin Formation (GO:0031453)	GO:0031453	9
Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116)	GO:0034116	7
Positive Regulation Of Hippo Signaling (GO:0035332)	GO:0035332	7
Positive Regulation Of Histone H3-K4 Methylation (GO:0051571)	GO:0051571	11
Positive Regulation Of Histone Acetylation (GO:0035066)	GO:0035066	10
Positive Regulation Of Histone Deacetylation (GO:0031065)	GO:0031065	10
Positive Regulation Of Histone Methylation (GO:0031062)	GO:0031062	10
Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112)	GO:0034112	7
Positive Regulation Of Hormone Metabolic Process (GO:0032352)	GO:0032352	4
Positive Regulation Of Hormone Secretion (GO:0046887)	GO:0046887	5
Positive Regulation Of Humoral Immune Response (GO:0002922)	GO:0002922	6
Positive Regulation Of Hydrolase Activity (GO:0051345)	GO:0051345	6
Positive Regulation Of Icosanoid Secretion (GO:0032305)	GO:0032305	8
Positive Regulation Of Immune Effector Process (GO:0002699)	GO:0002699	4
Positive Regulation Of Immune Response (GO:0050778)	GO:0050778	4
Positive Regulation Of Immune Response To Tumor Cell (GO:0002839)	GO:0002839	6
Positive Regulation Of Immune System Process (GO:0002684)	GO:0002684	3
Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891)	GO:0002891	8
Positive Regulation Of Immunoglobulin Production (GO:0002639)	GO:0002639	5
Positive Regulation Of Inflammatory Response (GO:0050729)	GO:0050729	6
Positive Regulation Of Innate Immune Response (GO:0045089)	GO:0045089	6
Positive Regulation Of Inositol Phosphate Biosynthetic Process (GO:0060732)	GO:0060732	8
Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628)	GO:0046628	9
Positive Regulation Of Insulin Secretion (GO:0032024)	GO:0032024	10
Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035774)	GO:0035774	11
Positive Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043568)	GO:0043568	6
Positive Regulation Of Integrin Activation (GO:0033625)	GO:0033625	8
Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046)	GO:2001046	7
Positive Regulation Of Interferon-Alpha Production (GO:0032727)	GO:0032727	10
Positive Regulation Of Interferon-Beta Production (GO:0032728)	GO:0032728	10
Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	GO:0032731	10
Positive Regulation Of Interleukin-1 Production (GO:0032732)	GO:0032732	9
Positive Regulation Of Interleukin-10 Production (GO:0032733)	GO:0032733	9
Positive Regulation Of Interleukin-12 Production (GO:0032735)	GO:0032735	9
Positive Regulation Of Interleukin-13 Production (GO:0032736)	GO:0032736	9
Positive Regulation Of Interleukin-17 Production (GO:0032740)	GO:0032740	9
Positive Regulation Of Interleukin-18 Production (GO:0032741)	GO:0032741	9
Positive Regulation Of Interleukin-2 Production (GO:0032743)	GO:0032743	9
Positive Regulation Of Interleukin-23 Production (GO:0032747)	GO:0032747	9
Positive Regulation Of Interleukin-4 Production (GO:0032753)	GO:0032753	9
Positive Regulation Of Interleukin-5 Production (GO:0032754)	GO:0032754	9
Positive Regulation Of Interleukin-6 Production (GO:0032755)	GO:0032755	9
Positive Regulation Of Interleukin-8 Production (GO:0032757)	GO:0032757	9
Positive Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033148)	GO:0033148	8
Positive Regulation Of Intracellular Protein Transport (GO:0090316)	GO:0090316	7
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	GO:1902533	6
Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145)	GO:0033145	6
Positive Regulation Of Intracellular Transport (GO:0032388)	GO:0032388	7
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	GO:2001244	7
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255)	GO:1902255	8
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	GO:0032414	6
Positive Regulation Of Isomerase Activity (GO:0010912)	GO:0010912	6
Positive Regulation Of Isotype Switching (GO:0045830)	GO:0045830	6
Positive Regulation Of Keratinocyte Differentiation (GO:0045618)	GO:0045618	8
Positive Regulation Of Keratinocyte Migration (GO:0051549)	GO:0051549	8
Positive Regulation Of Keratinocyte Proliferation (GO:0010838)	GO:0010838	7
Positive Regulation Of Kidney Development (GO:0090184)	GO:0090184	6
Positive Regulation Of Killing Of Cells Of Another Organism (GO:0051712)	GO:0051712	5
Positive Regulation Of Kinase Activity (GO:0033674)	GO:0033674	8
Positive Regulation Of Lamellipodium Assembly (GO:0010592)	GO:0010592	9
Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394)	GO:2000394	4
Positive Regulation Of Lamellipodium Organization (GO:1902745)	GO:1902745	6
Positive Regulation Of Leukocyte Activation (GO:0002696)	GO:0002696	4
Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996)	GO:1904996	7
Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108)	GO:2000108	7
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	GO:1903039	6
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	GO:0002690	5
Positive Regulation Of Leukocyte Degranulation (GO:0043302)	GO:0043302	5
Positive Regulation Of Leukocyte Differentiation (GO:1902107)	GO:1902107	8
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	GO:0001912	5
Positive Regulation Of Leukocyte Migration (GO:0002687)	GO:0002687	4
Positive Regulation Of Leukocyte Proliferation (GO:0070665)	GO:0070665	5
Positive Regulation Of Leukocyte Tethering Or Rolling (GO:1903238)	GO:1903238	6
Positive Regulation Of Ligase Activity (GO:0051351)	GO:0051351	6
Positive Regulation Of Lipase Activity (GO:0060193)	GO:0060193	7
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889)	GO:0046889	6
Positive Regulation Of Lipid Catabolic Process (GO:0050996)	GO:0050996	5
Positive Regulation Of Lipid Kinase Activity (GO:0090218)	GO:0090218	9
Positive Regulation Of Lipid Localization (GO:1905954)	GO:1905954	5
Positive Regulation Of Lipid Metabolic Process (GO:0045834)	GO:0045834	5
Positive Regulation Of Lipid Storage (GO:0010884)	GO:0010884	7
Positive Regulation Of Lipid Transport (GO:0032370)	GO:0032370	6
Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031666)	GO:0031666	6
Positive Regulation Of Lipoprotein Lipase Activity (GO:0051006)	GO:0051006	8
Positive Regulation Of Lipoprotein Particle Clearance (GO:0010986)	GO:0010986	5
Positive Regulation Of Locomotion (GO:0040017)	GO:0040017	3
Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273)	GO:1900273	10
Positive Regulation Of Lyase Activity (GO:0051349)	GO:0051349	6
Positive Regulation Of Lymphocyte Activation (GO:0051251)	GO:0051251	5
Positive Regulation Of Lymphocyte Apoptotic Process (GO:0070230)	GO:0070230	8
Positive Regulation Of Lymphocyte Chemotaxis (GO:0140131)	GO:0140131	6
Positive Regulation Of Lymphocyte Differentiation (GO:0045621)	GO:0045621	7
Positive Regulation Of Lymphocyte Migration (GO:2000403)	GO:2000403	6
Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	GO:0050671	7
Positive Regulation Of mRNA 3'-End Processing (GO:0031442)	GO:0031442	10
Positive Regulation Of mRNA Binding (GO:1902416)	GO:1902416	7
Positive Regulation Of mRNA Catabolic Process (GO:0061014)	GO:0061014	8
Positive Regulation Of mRNA Metabolic Process (GO:1903313)	GO:1903313	9
Positive Regulation Of mRNA Processing (GO:0050685)	GO:0050685	9
Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)	GO:0048026	12
Positive Regulation Of Macroautophagy (GO:0016239)	GO:0016239	7
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	GO:0010557	6
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	GO:0010604	4
Positive Regulation Of Macrophage Activation (GO:0043032)	GO:0043032	5
Positive Regulation Of Macrophage Chemotaxis (GO:0010759)	GO:0010759	6
Positive Regulation Of Macrophage Cytokine Production (GO:0060907)	GO:0060907	11
Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744)	GO:0010744	7
Positive Regulation Of Macrophage Differentiation (GO:0045651)	GO:0045651	10
Positive Regulation Of Macrophage Migration (GO:1905523)	GO:1905523	5
Positive Regulation Of Male Gonad Development (GO:2000020)	GO:2000020	8
Positive Regulation Of Mast Cell Activation (GO:0033005)	GO:0033005	5
Positive Regulation Of Mast Cell Degranulation (GO:0043306)	GO:0043306	9
Positive Regulation Of Megakaryocyte Differentiation (GO:0045654)	GO:0045654	9
Positive Regulation Of Meiotic Nuclear Division (GO:0045836)	GO:0045836	7
Positive Regulation Of Melanin Biosynthetic Process (GO:0048023)	GO:0048023	6
Positive Regulation Of Membrane Depolarization (GO:1904181)	GO:1904181	6
Positive Regulation Of Membrane Invagination (GO:1905155)	GO:1905155	7
Positive Regulation Of Membrane Potential (GO:0045838)	GO:0045838	5
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044)	GO:0051044	9
Positive Regulation Of Memory T Cell Differentiation (GO:0043382)	GO:0043382	5
