term	go_id	go_depth
Oxidoreductase Activity, Acting On The CH-CH Group Of Donors, NAD Or NADP As Acceptor (GO:0016628)	GO:0016628	5
Oxidoreductase Activity, Acting On The CH-CH Group Of Donors, With A Flavin As Acceptor (GO:0052890)	GO:0052890	5
Oxidoreductase Activity, Acting On The CH-NH Group Of Donors, NAD Or NADP As Acceptor (GO:0016646)	GO:0016646	5
Oxidoreductase Activity, Acting On The CH-NH2 Group Of Donors, Oxygen As Acceptor (GO:0016641)	GO:0016641	5
Oxidoreductase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0016616)	GO:0016616	5
Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors, NAD Or NADP As Acceptor (GO:0016620)	GO:0016620	5
Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors, Disulfide As Acceptor (GO:0016624)	GO:0016624	5
Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453)	GO:0015453	6
Oxysterol Binding (GO:0008142)	GO:0008142	6
palmitoyl-CoA Hydrolase Activity (GO:0016290)	GO:0016290	8
Palmitoyltransferase Activity (GO:0016409)	GO:0016409	6
Patched Binding (GO:0005113)	GO:0005113	5
Pentosyltransferase Activity (GO:0016763)	GO:0016763	5
Peptidase Activator Activity (GO:0016504)	GO:0016504	5
Peptidase Activator Activity Involved In Apoptotic Process (GO:0016505)	GO:0016505	6
Peptidase Inhibitor Activity (GO:0030414)	GO:0030414	5
Peptide N-acetyltransferase Activity (GO:0034212)	GO:0034212	8
Peptide alpha-N-acetyltransferase Activity (GO:0004596)	GO:0004596	9
Peptide Hormone Receptor Binding (GO:0051428)	GO:0051428	6
Peptide Transmembrane Transporter Activity (GO:1904680)	GO:1904680	5
Peptidoglycan Binding (GO:0042834)	GO:0042834	5
Peptidyl-Proline 4-Dioxygenase Activity (GO:0031545)	GO:0031545	7
Peroxisome Proliferator Activated Receptor Binding (GO:0042975)	GO:0042975	5
Phosphatase Activator Activity (GO:0019211)	GO:0019211	5
Phosphatase Activity (GO:0016791)	GO:0016791	6
Phosphatase Binding (GO:0019902)	GO:0019902	5
Phosphatase Inhibitor Activity (GO:0019212)	GO:0019212	5
Phosphate Ion Binding (GO:0042301)	GO:0042301	5
Phosphatidate Phosphatase Activity (GO:0008195)	GO:0008195	8
Phosphatidic Acid Binding (GO:0070300)	GO:0070300	5
Phosphatidic Acid Transfer Activity (GO:1990050)	GO:1990050	6
Phosphatidylcholine Transporter Activity (GO:0008525)	GO:0008525	5
Phosphatidylcholine-Sterol O-acyltransferase Activator Activity (GO:0060228)	GO:0060228	5
Phosphatidylethanolamine Binding (GO:0008429)	GO:0008429	5
Phosphatidylglycerol Binding (GO:1901611)	GO:1901611	5
Phosphatidylinositol 3-Kinase Activity (GO:0035004)	GO:0035004	0
Phosphatidylinositol 3-Kinase Regulator Activity (GO:0035014)	GO:0035014	5
Phosphatidylinositol 3-Kinase Regulatory Subunit Binding (GO:0036312)	GO:0036312	5
Phosphatidylinositol Binding (GO:0035091)	GO:0035091	5
Phosphatidylinositol Bisphosphate Binding (GO:1902936)	GO:1902936	7
Phosphatidylinositol Bisphosphate Kinase Activity (GO:0052813)	GO:0052813	0
Phosphatidylinositol Kinase Activity (GO:0052742)	GO:0052742	7
Phosphatidylinositol Monophosphate Phosphatase Activity (GO:0052744)	GO:0052744	8
Phosphatidylinositol Phosphate 4-Phosphatase Activity (GO:0034596)	GO:0034596	8
Phosphatidylinositol Phosphate 5-Phosphatase Activity (GO:0034595)	GO:0034595	8
Phosphatidylinositol Phosphate Binding (GO:1901981)	GO:1901981	6
Phosphatidylinositol Phosphate Kinase Activity (GO:0016307)	GO:0016307	0
Phosphatidylinositol Phospholipase C Activity (GO:0004435)	GO:0004435	8
Phosphatidylinositol Transfer Activity (GO:0008526)	GO:0008526	6
Phosphatidylinositol Trisphosphate Phosphatase Activity (GO:0034594)	GO:0034594	8
Phosphatidylinositol-3,4,5-Trisphosphate Binding (GO:0005547)	GO:0005547	5
Phosphatidylinositol-3,4-Bisphosphate Binding (GO:0043325)	GO:0043325	5
Phosphatidylinositol-3,5-Bisphosphate 3-Phosphatase Activity (GO:0052629)	GO:0052629	10
Phosphatidylinositol-3,5-Bisphosphate Binding (GO:0080025)	GO:0080025	5
Phosphatidylinositol-3,5-Bisphosphate Phosphatase Activity (GO:0106018)	GO:0106018	9
Phosphatidylinositol-3-Phosphate Binding (GO:0032266)	GO:0032266	7
Phosphatidylinositol-3-Phosphate Phosphatase Activity (GO:0004438)	GO:0004438	9
Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity (GO:0046934)	GO:0046934	8
Phosphatidylinositol-4,5-Bisphosphate 5-Phosphatase Activity (GO:0004439)	GO:0004439	9
Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)	GO:0005546	5
Phosphatidylinositol-4,5-Bisphosphate Phosphatase Activity (GO:0106019)	GO:0106019	9
Phosphatidylinositol-4-Phosphate Binding (GO:0070273)	GO:0070273	7
Phosphatidylinositol-5-Phosphate Binding (GO:0010314)	GO:0010314	7
Phosphofructokinase Activity (GO:0008443)	GO:0008443	6
Phospholipase A1 Activity (GO:0008970)	GO:0008970	7
Phospholipase A2 Activity (GO:0004623)	GO:0004623	7
Phospholipase C Activity (GO:0004629)	GO:0004629	7
Phospholipase D Activity (GO:0004630)	GO:0004630	7
Phospholipase Activator Activity (GO:0016004)	GO:0016004	6
Phospholipase Activity (GO:0004620)	GO:0004620	6
Phospholipase Binding (GO:0043274)	GO:0043274	5
Phospholipase Inhibitor Activity (GO:0004859)	GO:0004859	6
Phospholipid Scramblase Activity (GO:0017128)	GO:0017128	5
Phospholipid Transfer Activity (GO:0120014)	GO:0120014	5
Phosphoric Diester Hydrolase Activity (GO:0008081)	GO:0008081	6
Phosphoric Ester Hydrolase Activity (GO:0042578)	GO:0042578	5
Phosphoserine Residue Binding (GO:0050815)	GO:0050815	6
Phosphotransferase Activity, Alcohol Group As Acceptor (GO:0016773)	GO:0016773	5
Phosphotransferase Activity, For Other Substituted Phosphate Groups (GO:0016780)	GO:0016780	5
Phosphotransferase Activity, Phosphate Group As Acceptor (GO:0016776)	GO:0016776	5
Phosphotyrosine Residue Binding (GO:0001784)	GO:0001784	6
Platelet-Derived Growth Factor Binding (GO:0048407)	GO:0048407	5
Platelet-Derived Growth Factor Receptor Binding (GO:0005161)	GO:0005161	6
poly(A) RNA Polymerase Activity (GO:1990817)	GO:1990817	7
poly(A) Binding (GO:0008143)	GO:0008143	8
poly(A)-specific Ribonuclease Activity (GO:0004535)	GO:0004535	9
poly(G) Binding (GO:0034046)	GO:0034046	8
poly(U) RNA Binding (GO:0008266)	GO:0008266	8
Poly-Purine Tract Binding (GO:0070717)	GO:0070717	7
Poly-Pyrimidine Tract Binding (GO:0008187)	GO:0008187	7
Polyubiquitin Modification-Dependent Protein Binding (GO:0031593)	GO:0031593	5
Postsynaptic Neurotransmitter Receptor Activity (GO:0098960)	GO:0098960	5
Potassium Channel Activity (GO:0005267)	GO:0005267	7
Potassium Channel Regulator Activity (GO:0015459)	GO:0015459	5
Potassium Ion Binding (GO:0030955)	GO:0030955	7
Potassium Ion Leak Channel Activity (GO:0022841)	GO:0022841	8
Potassium Ion Transmembrane Transporter Activity (GO:0015079)	GO:0015079	7
Potassium:Chloride Symporter Activity (GO:0015379)	GO:0015379	8
Potassium:Proton Antiporter Activity (GO:0015386)	GO:0015386	9
pre-mRNA 3'-Splice Site Binding (GO:0030628)	GO:0030628	7
pre-mRNA Binding (GO:0036002)	GO:0036002	6
pre-mRNA Intronic Binding (GO:0097157)	GO:0097157	7
pre-miRNA Binding (GO:0070883)	GO:0070883	6
Prenyltransferase Activity (GO:0004659)	GO:0004659	5
Preribosome Binding (GO:1990275)	GO:1990275	5
Primary Amine Oxidase Activity (GO:0008131)	GO:0008131	6
Primary miRNA Binding (GO:0070878)	GO:0070878	6
Procollagen-Proline Dioxygenase Activity (GO:0019798)	GO:0019798	7
Promoter-Specific Chromatin Binding (GO:1990841)	GO:1990841	5
Prostaglandin Receptor Activity (GO:0004955)	GO:0004955	8
Prostaglandin Transmembrane Transporter Activity (GO:0015132)	GO:0015132	5
Protease Binding (GO:0002020)	GO:0002020	5
Protein Binding Involved In Heterotypic Cell-Cell Adhesion (GO:0086080)	GO:0086080	7
Protein Carboxyl O-methyltransferase Activity (GO:0051998)	GO:0051998	7
Protein Heterodimerization Activity (GO:0046982)	GO:0046982	5
Protein Homodimerization Activity (GO:0042803)	GO:0042803	5
Protein Kinase A Catalytic Subunit Binding (GO:0034236)	GO:0034236	7
Protein Kinase A Regulatory Subunit Binding (GO:0034237)	GO:0034237	5
Protein Kinase B Binding (GO:0043422)	GO:0043422	7
Protein Kinase C Activity (GO:0004697)	GO:0004697	8
Protein Kinase C Binding (GO:0005080)	GO:0005080	7
Protein Kinase Activator Activity (GO:0030295)	GO:0030295	6
Protein Kinase Binding (GO:0019901)	GO:0019901	6
Protein Kinase Inhibitor Activity (GO:0004860)	GO:0004860	6
Protein Kinase Regulator Activity (GO:0019887)	GO:0019887	5
Protein Phosphatase 1 Binding (GO:0008157)	GO:0008157	7
Protein Phosphatase 2A Binding (GO:0051721)	GO:0051721	7
Protein Phosphatase 2B Binding (GO:0030346)	GO:0030346	7
Protein Phosphatase Activator Activity (GO:0072542)	GO:0072542	6
Protein Phosphatase Binding (GO:0019903)	GO:0019903	6
Protein Phosphatase Inhibitor Activity (GO:0004864)	GO:0004864	6
Protein Phosphatase Regulator Activity (GO:0019888)	GO:0019888	5
Protein Phosphorylated Amino Acid Binding (GO:0045309)	GO:0045309	5
Protein Serine Kinase Activity (GO:0106310)	GO:0106310	7
Protein Serine/Threonine Kinase Activator Activity (GO:0043539)	GO:0043539	7
Protein Serine/Threonine Kinase Activity (GO:0004674)	GO:0004674	7
Protein Serine/Threonine Kinase Inhibitor Activity (GO:0030291)	GO:0030291	7
Protein Serine/Threonine Phosphatase Activity (GO:0004722)	GO:0004722	8
Protein Serine/Threonine Phosphatase Inhibitor Activity (GO:0004865)	GO:0004865	7
Protein Serine/Threonine/Tyrosine Kinase Activity (GO:0004712)	GO:0004712	7
Protein Tyrosine Kinase Activator Activity (GO:0030296)	GO:0030296	7
Protein Tyrosine Kinase Activity (GO:0004713)	GO:0004713	7
Protein Tyrosine Kinase Binding (GO:1990782)	GO:1990782	7
Protein Tyrosine Kinase Inhibitor Activity (GO:0030292)	GO:0030292	7
Protein Tyrosine Phosphatase Activity (GO:0004725)	GO:0004725	8
Protein Tyrosine/Serine/Threonine Phosphatase Activity (GO:0008138)	GO:0008138	8
Protein Tyrosine/Threonine Phosphatase Activity (GO:0008330)	GO:0008330	8
Protein-Arginine N-methyltransferase Activity (GO:0016274)	GO:0016274	7
Protein-Cysteine S-palmitoyltransferase Activity (GO:0019706)	GO:0019706	7
Protein-Glutamine Gamma-Glutamyltransferase Activity (GO:0003810)	GO:0003810	6
Protein-Lysine N-methyltransferase Activity (GO:0016279)	GO:0016279	7
Proton Channel Activity (GO:0015252)	GO:0015252	7
Proton Transmembrane Transporter Activity (GO:0015078)	GO:0015078	6
Proton-Transporting ATPase Activity, Rotational Mechanism (GO:0046961)	GO:0046961	7
Pseudouridine Synthase Activity (GO:0009982)	GO:0009982	5
Purine Nucleobase Transmembrane Transporter Activity (GO:0005345)	GO:0005345	5
Purine Nucleotide Transmembrane Transporter Activity (GO:0015216)	GO:0015216	6
Purine Ribonucleoside Triphosphate Binding (GO:0035639)	GO:0035639	5
Purine Ribonucleotide Transmembrane Transporter Activity (GO:0005346)	GO:0005346	7
Purinergic Nucleotide Receptor Activity (GO:0001614)	GO:0001614	6
Pyridoxal Phosphate Binding (GO:0030170)	GO:0030170	5
Pyrimidine Nucleobase Transmembrane Transporter Activity (GO:0005350)	GO:0005350	5
Pyrimidine Nucleoside Transmembrane Transporter Activity (GO:0015214)	GO:0015214	6
Pyrimidine Nucleotide-Sugar Transmembrane Transporter Activity (GO:0015165)	GO:0015165	6
Pyrophosphatase Activity (GO:0016462)	GO:0016462	6
Pyrophosphate Hydrolysis-Driven Proton Transmembrane Transporter Activity (GO:0009678)	GO:0009678	7
Pyruvate Transmembrane Transporter Activity (GO:0050833)	GO:0050833	7
Quaternary Ammonium Group Transmembrane Transporter Activity (GO:0015651)	GO:0015651	5
rDNA Binding (GO:0000182)	GO:0000182	8
rRNA (Adenine) Methyltransferase Activity (GO:0016433)	GO:0016433	8
rRNA Binding (GO:0019843)	GO:0019843	6
rRNA Methyltransferase Activity (GO:0008649)	GO:0008649	7
Racemase And Epimerase Activity, Acting On Carbohydrates And Derivatives (GO:0016857)	GO:0016857	5
Receptor Antagonist Activity (GO:0048019)	GO:0048019	5
Receptor Ligand Activity (GO:0048018)	GO:0048018	5
Receptor Tyrosine Kinase Binding (GO:0030971)	GO:0030971	5
Regulatory RNA Binding (GO:0061980)	GO:0061980	6
Retinal Binding (GO:0016918)	GO:0016918	6
Retinal Dehydrogenase Activity (GO:0001758)	GO:0001758	6
Retinoic Acid 4-Hydroxylase Activity (GO:0008401)	GO:0008401	5
Retinoic Acid Binding (GO:0001972)	GO:0001972	6
Retinoid Binding (GO:0005501)	GO:0005501	5
Retinol Binding (GO:0019841)	GO:0019841	6
Retinyl-Palmitate Esterase Activity (GO:0050253)	GO:0050253	6
Riboflavin Transmembrane Transporter Activity (GO:0032217)	GO:0032217	5
Ribonuclease P RNA Binding (GO:0033204)	GO:0033204	6
Ribonuclease P Activity (GO:0004526)	GO:0004526	8
Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	GO:0017111	7
Ribosomal Large Subunit Binding (GO:0043023)	GO:0043023	6
Ribosomal Small Subunit Binding (GO:0043024)	GO:0043024	6
Ribosome Binding (GO:0043022)	GO:0043022	5
Secondary Active Monocarboxylate Transmembrane Transporter Activity (GO:0015355)	GO:0015355	7
Secondary Active Transmembrane Transporter Activity (GO:0015291)	GO:0015291	5
Semaphorin Receptor Activity (GO:0017154)	GO:0017154	5
Semaphorin Receptor Binding (GO:0030215)	GO:0030215	5
Sequence-Specific DNA Binding (GO:0043565)	GO:0043565	6
Sequence-Specific Double-Stranded DNA Binding (GO:1990837)	GO:1990837	7
Sequence-Specific mRNA Binding (GO:1990825)	GO:1990825	7
Serine Transmembrane Transporter Activity (GO:0022889)	GO:0022889	8
Serine-Type Endopeptidase Activity (GO:0004252)	GO:0004252	6
Serine-Type Endopeptidase Inhibitor Activity (GO:0004867)	GO:0004867	7
Serine-Type Exopeptidase Activity (GO:0070008)	GO:0070008	6
Serine-Type Peptidase Activity (GO:0008236)	GO:0008236	5
Serotonin Receptor Activity (GO:0099589)	GO:0099589	5
siRNA Binding (GO:0035197)	GO:0035197	7
Sialyltransferase Activity (GO:0008373)	GO:0008373	5
Signal Recognition Particle Binding (GO:0005047)	GO:0005047	5
Signal Sequence Binding (GO:0005048)	GO:0005048	5
Signaling Receptor Complex Adaptor Activity (GO:0030159)	GO:0030159	5
Single-Stranded DNA Binding (GO:0003697)	GO:0003697	6
Single-Stranded DNA Endodeoxyribonuclease Activity (GO:0000014)	GO:0000014	8
Single-Stranded DNA Exodeoxyribonuclease Activity (GO:0008297)	GO:0008297	9
Single-Stranded DNA Helicase Activity (GO:0017116)	GO:0017116	6
Single-Stranded RNA Binding (GO:0003727)	GO:0003727	6
Single-Stranded Telomeric DNA Binding (GO:0043047)	GO:0043047	8
Small GTPase Binding (GO:0031267)	GO:0031267	6
Small Ribosomal Subunit rRNA Binding (GO:0070181)	GO:0070181	7
snRNA Binding (GO:0017069)	GO:0017069	6
snoRNA Binding (GO:0030515)	GO:0030515	6
Sodium Channel Activity (GO:0005272)	GO:0005272	7
Sodium Channel Inhibitor Activity (GO:0019871)	GO:0019871	6
Sodium Channel Regulator Activity (GO:0017080)	GO:0017080	5
Sodium Ion Binding (GO:0031402)	GO:0031402	7
Sodium Ion Transmembrane Transporter Activity (GO:0015081)	GO:0015081	7
Sodium-Independent Organic Anion Transmembrane Transporter Activity (GO:0015347)	GO:0015347	5
Sodium:Chloride Symporter Activity (GO:0015378)	GO:0015378	8
Sodium:Phosphate Symporter Activity (GO:0005436)	GO:0005436	9
Sodium:Proton Antiporter Activity (GO:0015385)	GO:0015385	8
Solute:Inorganic Anion Antiporter Activity (GO:0005452)	GO:0005452	6
Solute:Monoatomic Cation Symporter Activity (GO:0015294)	GO:0015294	6
Solute:Potassium Antiporter Activity (GO:0022821)	GO:0022821	8
Solute:Proton Symporter Activity (GO:0015295)	GO:0015295	7
Solute:Sodium Symporter Activity (GO:0015370)	GO:0015370	8
Sphingosine N-acyltransferase Activity (GO:0050291)	GO:0050291	7
Sphingosine-1-Phosphate Phosphatase Activity (GO:0042392)	GO:0042392	8
Steroid Dehydrogenase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0033764)	GO:0033764	5
Steroid Hydroxylase Activity (GO:0008395)	GO:0008395	5
Sterol Binding (GO:0032934)	GO:0032934	5
Sterol Esterase Activity (GO:0004771)	GO:0004771	6
Sterol Transfer Activity (GO:0120015)	GO:0120015	5
Store-Operated Calcium Channel Activity (GO:0015279)	GO:0015279	8
Succinate Transmembrane Transporter Activity (GO:0015141)	GO:0015141	7
Sugar-Phosphatase Activity (GO:0050308)	GO:0050308	8
Sulfate Transmembrane Transporter Activity (GO:0015116)	GO:0015116	6
Sulfatide Binding (GO:0120146)	GO:0120146	5
Sulfotransferase Activity (GO:0008146)	GO:0008146	5
Sulfur Amino Acid Transmembrane Transporter Activity (GO:0000099)	GO:0000099	7
Sulfuric Ester Hydrolase Activity (GO:0008484)	GO:0008484	5
Sulfurtransferase Activity (GO:0016783)	GO:0016783	5
Supercoiled DNA Binding (GO:0097100)	GO:0097100	7
Superoxide-Generating NAD(P)H Oxidase Activity (GO:0016175)	GO:0016175	6
Superoxide-Generating NADPH Oxidase Activator Activity (GO:0016176)	GO:0016176	5
Symporter Activity (GO:0015293)	GO:0015293	6
Syntaxin Binding (GO:0019905)	GO:0019905	5
Syntaxin-1 Binding (GO:0017075)	GO:0017075	6
tRNA (Cytosine) Methyltransferase Activity (GO:0016427)	GO:0016427	8
tRNA (Guanine) Methyltransferase Activity (GO:0016423)	GO:0016423	8
tRNA Binding (GO:0000049)	GO:0000049	6
tRNA Methyltransferase Activity (GO:0008175)	GO:0008175	7
tRNA-specific Adenosine Deaminase Activity (GO:0008251)	GO:0008251	7
tRNA-specific Ribonuclease Activity (GO:0004549)	GO:0004549	7
Taste Receptor Activity (GO:0008527)	GO:0008527	5
Tau Protein Binding (GO:0048156)	GO:0048156	5
Tau-Protein Kinase Activity (GO:0050321)	GO:0050321	7
Telethonin Binding (GO:0031433)	GO:0031433	5
Telomerase RNA Binding (GO:0070034)	GO:0070034	6
Telomerase Activity (GO:0003720)	GO:0003720	8
Telomeric DNA Binding (GO:0042162)	GO:0042162	7
Testosterone Dehydrogenase [NAD(P)] Activity (GO:0030283)	GO:0030283	6
Thiamine Transmembrane Transporter Activity (GO:0015234)	GO:0015234	5
Thioesterase Binding (GO:0031996)	GO:0031996	5
Threonine-Type Peptidase Activity (GO:0070003)	GO:0070003	5
Thyroid Hormone Transmembrane Transporter Activity (GO:0015349)	GO:0015349	6
Titin Binding (GO:0031432)	GO:0031432	5
Trace-Amine Receptor Activity (GO:0001594)	GO:0001594	7
Transaminase Activity (GO:0008483)	GO:0008483	5
Transcription Cis-Regulatory Region Binding (GO:0000976)	GO:0000976	6
Transcription Coactivator Binding (GO:0001223)	GO:0001223	6
Transcription Coregulator Binding (GO:0001221)	GO:0001221	5
Transcription Corepressor Binding (GO:0001222)	GO:0001222	6
Transcription Regulatory Region Nucleic Acid Binding (GO:0001067)	GO:0001067	5
Transferrin Receptor Binding (GO:1990459)	GO:1990459	5
Transforming Growth Factor Beta Binding (GO:0050431)	GO:0050431	5
Transforming Growth Factor Beta Receptor Activity (GO:0005024)	GO:0005024	9
Transforming Growth Factor Beta Receptor Binding (GO:0005160)	GO:0005160	6
Transition Metal Ion Binding (GO:0046914)	GO:0046914	6
Transition Metal Ion Transmembrane Transporter Activity (GO:0046915)	GO:0046915	7
Translation Elongation Factor Activity (GO:0003746)	GO:0003746	7
Translation Initiation Factor Activity (GO:0003743)	GO:0003743	7
Transmembrane Receptor Protein Kinase Activity (GO:0019199)	GO:0019199	7
Transmembrane Receptor Protein Phosphatase Activity (GO:0019198)	GO:0019198	8
Transmembrane Receptor Protein Serine/Threonine Kinase Activity (GO:0004675)	GO:0004675	8
Transmembrane Receptor Protein Serine/Threonine Kinase Binding (GO:0070696)	GO:0070696	6
Transmembrane Receptor Protein Tyrosine Kinase Activator Activity (GO:0030297)	GO:0030297	8
Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714)	GO:0004714	8
Transmembrane Receptor Protein Tyrosine Kinase Adaptor Activity (GO:0005068)	GO:0005068	6
Transmembrane Receptor Protein Tyrosine Phosphatase Activity (GO:0005001)	GO:0005001	9
Transmembrane-Ephrin Receptor Activity (GO:0005005)	GO:0005005	10
Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824)	GO:0022824	10
Transmitter-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:1904315)	GO:1904315	11
Triglyceride Lipase Activity (GO:0004806)	GO:0004806	6
Tropomyosin Binding (GO:0005523)	GO:0005523	5
Tubulin Binding (GO:0015631)	GO:0015631	5
Tubulin-Glutamic Acid Ligase Activity (GO:0070740)	GO:0070740	7
Tumor Necrosis Factor Receptor Activity (GO:0005031)	GO:0005031	6
Tumor Necrosis Factor Receptor Binding (GO:0005164)	GO:0005164	7
Tumor Necrosis Factor Receptor Superfamily Binding (GO:0032813)	GO:0032813	6
Type I Transforming Growth Factor Beta Receptor Binding (GO:0034713)	GO:0034713	7
Type II Transforming Growth Factor Beta Receptor Binding (GO:0005114)	GO:0005114	7
Ubiquitin Binding (GO:0043130)	GO:0043130	5
Ubiquitin Conjugating Enzyme Activity (GO:0061631)	GO:0061631	8
Ubiquitin Conjugating Enzyme Binding (GO:0031624)	GO:0031624	6
Ubiquitin Ligase Activator Activity (GO:1990757)	GO:1990757	6
Ubiquitin Ligase Inhibitor Activity (GO:1990948)	GO:1990948	6
Ubiquitin Ligase-Substrate Adaptor Activity (GO:1990756)	GO:1990756	5
Ubiquitin Protein Ligase Activity (GO:0061630)	GO:0061630	8
Ubiquitin Protein Ligase Binding (GO:0031625)	GO:0031625	6
Ubiquitin-Dependent Protein Binding (GO:0140036)	GO:0140036	6
Ubiquitin-Like Protein Conjugating Enzyme Activity (GO:0061650)	GO:0061650	7
Ubiquitin-Like Protein Conjugating Enzyme Binding (GO:0044390)	GO:0044390	5
Ubiquitin-Like Protein Ligase Activity (GO:0061659)	GO:0061659	7
Ubiquitin-Like Protein Ligase Binding (GO:0044389)	GO:0044389	5
Ubiquitin-Like Protein Peptidase Activity (GO:0019783)	GO:0019783	5
Ubiquitin-Like Protein Transferase Activity (GO:0019787)	GO:0019787	6
Ubiquitin-Protein Transferase Activator Activity (GO:0097027)	GO:0097027	5
Ubiquitin-Protein Transferase Activity (GO:0004842)	GO:0004842	7
Ubiquitin-Protein Transferase Inhibitor Activity (GO:0055105)	GO:0055105	5
Ubiquitin-Specific Protease Binding (GO:1990381)	GO:1990381	6
Ubiquitin-Ubiquitin Ligase Activity (GO:0034450)	GO:0034450	9
Ubiquitination-Like Modification-Dependent Protein Binding (GO:0140035)	GO:0140035	5
Unmethylated CpG Binding (GO:0045322)	GO:0045322	7
Urate Transmembrane Transporter Activity (GO:0015143)	GO:0015143	5
Urea Transmembrane Transporter Activity (GO:0015204)	GO:0015204	5
Uridine Transmembrane Transporter Activity (GO:0015213)	GO:0015213	7
Uridylyltransferase Activity (GO:0070569)	GO:0070569	6
Vascular Endothelial Growth Factor Receptor 2 Binding (GO:0043184)	GO:0043184	7
Vascular Endothelial Growth Factor Receptor Activity (GO:0005021)	GO:0005021	9
Vascular Endothelial Growth Factor Receptor Binding (GO:0005172)	GO:0005172	6
Vasopressin Receptor Activity (GO:0005000)	GO:0005000	6
Vinculin Binding (GO:0017166)	GO:0017166	5
Voltage-Gated Calcium Channel Activity (GO:0005245)	GO:0005245	8
Voltage-Gated Channel Activity (GO:0022832)	GO:0022832	7
Voltage-Gated Chloride Channel Activity (GO:0005247)	GO:0005247	8
Voltage-Gated Monoatomic Anion Channel Activity (GO:0008308)	GO:0008308	9
Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843)	GO:0022843	9
Voltage-Gated Monoatomic Ion Channel Activity (GO:0005244)	GO:0005244	8
Voltage-Gated Potassium Channel Activity (GO:0005249)	GO:0005249	8
Voltage-Gated Potassium Channel Activity Involved In Cardiac Muscle Cell Action Potential Repolarization (GO:0086008)	GO:0086008	9
Voltage-Gated Potassium Channel Activity Involved In Ventricular Cardiac Muscle Cell Action Potential Repolarization (GO:1902282)	GO:1902282	10
Voltage-Gated Sodium Channel Activity (GO:0005248)	GO:0005248	8
Volume-Sensitive Anion Channel Activity (GO:0005225)	GO:0005225	7
Water Channel Activity (GO:0015250)	GO:0015250	6
Water Transmembrane Transporter Activity (GO:0005372)	GO:0005372	5
Wide Pore Channel Activity (GO:0022829)	GO:0022829	6
Xylosyltransferase Activity (GO:0042285)	GO:0042285	6
Zinc Ion Binding (GO:0008270)	GO:0008270	7
Zinc Ion Transmembrane Transporter Activity (GO:0005385)	GO:0005385	8
