baseMean	log2FoldChange	lfcSE	pvalue	padj	wtpval	Gene
SYNM	14.9323959064756	-0.0672318715701601	0.107474002200014	0.17601750362379	0.480206599611635	0.235473115788335	SYNM
LRRC28	68.596685771407	-0.0668770812537222	0.0647254893954829	0.176114673314826	0.480206599611635	0.118123554309067	LRRC28
RTN4RL1	7.22436289170025	-0.0675069450484792	0.10680927954048	0.175965935671836	0.480206599611635	0.235404129090584	RTN4RL1
FAM13A-AS1	35.3464807150266	0.0697747682848588	0.0721473602712018	0.176178415989903	0.480221013992887	0.127956447560416	FAM13A-AS1
EIF3L	42.6973179274486	-0.0696923821559573	0.0719050143480488	0.176216750930092	0.480223417731273	0.149110828832209	EIF3L
RNF130	513.964233252051	0.0598222435740581	0.05294491588454	0.1763593212921	0.480481961133219	0.127232533982915	RNF130
APEX2	5.4831330093548	0.0711816043344806	0.0940110568867442	0.176386569260183	0.480481961133219	0.235966845295587	APEX2
KLF10	5.41281705770535	0.0630838154545727	0.116485234095587	0.176512995722706	0.480520091540666	0.686738649743773	KLF10
TSHR	18.9326147367556	0.065745565445415	0.11078976681896	0.17645198078395	0.480520091540666	0.254650745301801	TSHR
AL357153.2	22.7368378144616	0.0718641143870506	0.0869871486524147	0.176507954987807	0.480520091540666	0.199693765326494	AL357153.2
MTA2	5.75524287786966	0.0702173308813595	0.0981611371907035	0.176701277274931	0.48055387622767	0.687471174952001	MTA2
VEGFB	33.8429725734824	0.0710598855046981	0.0943791024625195	0.176677531154694	0.48055387622767	0.176701073537933	VEGFB
NOX4	6.80322147567534	-0.0567553827177978	0.128273385589629	0.176709628527534	0.48055387622767	0.407226371135661	NOX4
SCN8A	15.6299772025478	-0.0678930845238069	0.105486131055268	0.176576065213325	0.48055387622767	0.199770822405262	SCN8A
ARL16	10.4334117214676	-0.0678727963716185	0.105466658984886	0.176712800375407	0.48055387622767	0.336019977095541	ARL16
TMEM176A	12.8817152247299	0.0613482217949006	0.119792826053265	0.176880835773621	0.480908837211487	0.246663398978055	TMEM176A
SPARCL1	48.667752920059	-0.0669889106941027	0.107617210263846	0.176924418733947	0.480925354463996	0.14970964212444	SPARCL1
NCK1	90.2731586389912	-0.0644634554600486	0.0603370537843781	0.177030417576062	0.48100953891932	0.12771668917318	NCK1
PRDM10	29.072971462291	0.0616386396498266	0.0557115705334879	0.176993641068394	0.48100953891932	0.174834080476421	PRDM10
TRIM36	49.688610215082	-0.0696172688657275	0.0721620736268782	0.177150479691177	0.481233781906838	0.1499009300498	TRIM36
GPBP1L1	139.122436359929	0.0505154752306229	0.0418464870410504	0.177388987694869	0.481652369578587	0.112500202405186	GPBP1L1
GRID1	218.675370032261	-0.0694881138567712	0.100293848413742	0.177398711641605	0.481652369578587	0.118984783916875	GRID1
NDUFB10	22.6134918235837	-0.0656455613832463	0.110563184242049	0.177417262636068	0.481652369578587	0.256887002032636	NDUFB10
CTDSPL2	94.2227407889876	-0.0510364324228871	0.0424307398298665	0.177563637761119	0.48194770604849	0.128101375136011	CTDSPL2
ZFPM2-AS1	48.3616270259162	0.0486427830350545	0.13993115305263	0.177764159408789	0.482389852262327	0.154605014491603	ZFPM2-AS1
ARL15	436.74841054556	0.0652035853179724	0.0619316309963666	0.177895324929838	0.482541539295618	0.128340667273544	ARL15
ARHGDIA	36.9267547782138	-0.0700131504553314	0.0980633182854165	0.177882873313395	0.482541539295618	0.129194376184685	ARHGDIA
METTL2B	21.2399878582095	-0.0693586439381188	0.0717865716776233	0.17800133736097	0.482624899057383	0.201383316084644	METTL2B
SERPINB8	4.5372380039488	-0.0663266922699515	0.108709674705139	0.17796776676311	0.482624899057383	0.410125743808956	SERPINB8
ZNF182	5.9991985503905	0.0714367956476636	0.082190106756173	0.178069176830754	0.482706762224932	0.692793103176633	ZNF182
RALBP1	37.2973638628786	0.0677752261508449	0.0675075344268172	0.178183344008863	0.482914148569359	0.129412604749019	RALBP1
PRUNE1	8.45241221418703	0.0714653990666166	0.0885786530228166	0.17831810646298	0.48317725297302	0.339072471955176	PRUNE1
NUDC	41.2047350612602	0.0671288016275772	0.106077759526859	0.17925349426945	0.483498787279561	0.129320503924029	NUDC
SGIP1	131.574728520578	-0.0684933247948357	0.102079350927714	0.179618561560201	0.483498787279561	0.129583877791292	SGIP1
TMED5	46.0943239895731	0.0711172260078684	0.0801639984121882	0.178659608821165	0.483498787279561	0.128892051660053	TMED5
SLC22A15	95.9892440430643	-0.0693821764705764	0.0994549422857825	0.17919398023123	0.483498787279561	0.12496663048863	SLC22A15
DEDD	10.787412541534	-0.0702413794380773	0.095904782142138	0.179367675713167	0.483498787279561	0.25885859767897	DEDD
RBM5	99.361733091635	0.0509749801927837	0.0424961260065587	0.178599794372532	0.483498787279561	0.117045567303773	RBM5
THAP9-AS1	4.75917704943689	-0.0613633239166432	0.118988047881617	0.17874411188172	0.483498787279561	0.339882522674443	THAP9-AS1
GTF2H2	26.2424158814496	0.0695640275530582	0.0987481856399063	0.179269573750524	0.483498787279561	0.179293461524939	GTF2H2
TMCO6	6.35495962378099	0.070385613029384	0.0952167365745348	0.179370579671561	0.483498787279561	0.341073753258454	TMCO6
TRIM27	49.8050882870457	-0.0692428219676665	0.0717862282337616	0.178702457245113	0.483498787279561	0.128922964194282	TRIM27
EYA4	33.7197358243099	-0.0646629675596542	0.111884274232439	0.179337865167765	0.483498787279561	0.130251120780034	EYA4
ZNF713	11.0243225693676	-0.0628515707958324	0.115867352705413	0.179050630491607	0.483498787279561	0.258401046555963	ZNF713
NOM1	15.9172610505152	-0.0711446584664735	0.081145099846527	0.179163262889231	0.483498787279561	0.258563594598056	NOM1
ACSL4	159.964926545373	0.0690726925017352	0.0714822282194275	0.179147722631993	0.483498787279561	0.11361559315731	ACSL4
RPL10	203.042353313783	0.0662397235580872	0.108152139100504	0.179542212761266	0.483498787279561	0.120422472021756	RPL10
CC2D2B	34.8850322300831	-0.0673923088290973	0.105163716740724	0.179681151254649	0.483498787279561	0.117778644174089	CC2D2B
PGM2L1	20.9674167350352	-0.0671893240641749	0.106195296494161	0.178723405122985	0.483498787279561	0.257928803718953	PGM2L1
GUCY1A2	13.3114090930186	0.0625936659004389	0.116345304919803	0.179169388350091	0.483498787279561	0.202704800434326	GUCY1A2
TBRG1	62.0160090170194	0.0612919600273164	0.0555956363075716	0.178893357879955	0.483498787279561	0.117237954464054	TBRG1
MON2	221.814898489805	-0.0500399354365541	0.0415440990073432	0.179061502560492	0.483498787279561	0.120100050292554	MON2
ULK1	21.5251658893474	0.0712018479547626	0.0911016158776249	0.178537246301803	0.483498787279561	0.473607964660827	ULK1
GNPNAT1	6.59166630360902	-0.071121897536607	0.0901277194494606	0.17952739319593	0.483498787279561	0.240168584231015	GNPNAT1
ADAM10	340.004072542712	0.0563460228914187	0.04891300941587	0.179572653287305	0.483498787279561	0.125230710207231	ADAM10
C20orf96	9.90705090125551	0.0699463217656527	0.0971942409124118	0.179359829131161	0.483498787279561	0.341053311070161	C20orf96
MYO9B	287.60567508559	-0.0699150462186371	0.074190358866573	0.17884104096843	0.483498787279561	0.124720497050541	MYO9B
MAU2	45.4372224724713	-0.0659929729122292	0.0636701328472335	0.178528893711037	0.483498787279561	0.129663573700564	MAU2
EPN1	28.0324920928209	-0.0711667695367001	0.0823139776582663	0.179655502709636	0.483498787279561	0.12961052858591	EPN1
BRD1	36.1321479487607	-0.0647914084320517	0.061574159655589	0.179363598389954	0.483498787279561	0.117570492425303	BRD1
PRDM15	16.4017034279533	0.0709715200969295	0.0801677542583452	0.179498908046655	0.483498787279561	0.476158976682721	PRDM15
AL139125.1	16.0717778335029	-0.0553593514727988	0.12956433513406	0.179589704078618	0.483498787279561	0.259179023034859	AL139125.1
LINC01426	4.88768562225633	-0.061651669549146	0.11815215819402	0.179383907095312	0.483498787279561	0.697908171803524	LINC01426
SHOC1	19.2410814213526	0.051058787886753	0.13621808395327	0.179511262138739	0.483498787279561	0.289898572907006	SHOC1
AL049828.1	42.7752872640518	-0.0650472419329074	0.110914102036808	0.179583528741562	0.483498787279561	0.156187356078312	AL049828.1
TIMM29	5.54643358154361	0.0710748198920216	0.0898605680979053	0.179918861310725	0.484036852649207	0.240692283379253	TIMM29
TMEM234	3.6540238659273	-0.0685212727751048	0.101684745119557	0.180134847796183	0.484414643129752	0.240981226294882	TMEM234
ZNF404	7.34132932504948	-0.0636464156042128	0.113741508260026	0.180118493086576	0.484414643129752	0.240959347252458	ZNF404
ECT2	11.1139080888758	0.0682386805004015	0.102486198883205	0.180228033248986	0.484563607112287	0.25133112401855	ECT2
PER2	11.2831992310639	-0.0692457149620183	0.0989628767715696	0.180618508153275	0.484721347719375	0.204344274360172	PER2
EAF1	10.3699053299374	-0.0700910821883274	0.095666793790448	0.1804320084396	0.484721347719375	0.343092063587797	EAF1
SLMAP	126.885576016483	0.0488544055496691	0.0404856712171628	0.180724669504938	0.484721347719375	0.12603410541504	SLMAP
STK32B	90.4321290739969	-0.070983676064306	0.0816252057734864	0.180358560541755	0.484721347719375	0.130117742091052	STK32B
APBB2	231.291007777958	-0.0704707013615669	0.0935951183671115	0.180535370650487	0.484721347719375	0.114495640363038	APBB2
LUC7L2	57.4535058589302	-0.0710745535933514	0.0881757388049649	0.180586490596846	0.484721347719375	0.130282179775818	LUC7L2
IL1RAPL2	10.3306646766567	-0.0599328751601603	0.120946426938397	0.180731708845422	0.484721347719375	0.416495233200043	IL1RAPL2
ZFAND4	28.904374762588	-0.0701617063773054	0.0766139881161649	0.180753293351922	0.484721347719375	0.131279130716461	ZFAND4
LUZP2	31.0309629845746	-0.0629682735357993	0.114905088537154	0.180730632794653	0.484721347719375	0.178525475874948	LUZP2
SMARCD1	13.4821056687393	-0.0706658876377213	0.0793198313168705	0.180594036489786	0.484721347719375	0.261486734320758	SMARCD1
PDE4A	32.0214903631045	-0.0691957890820939	0.0990413278950812	0.180765295267644	0.484721347719375	0.131287847575965	PDE4A
TNFRSF13C	12.3044671018832	-0.0601059667891716	0.120604168273429	0.180760132061721	0.484721347719375	0.204504501764879	TNFRSF13C
AC132872.1	4.69438574603502	0.0670902087972402	0.105388248945649	0.180778153548124	0.484721347719375	0.416602264763051	AC132872.1
POLR2H	10.6524642151734	0.0709482280148287	0.0821639198631003	0.180832047969722	0.484764482347433	0.241913928405817	POLR2H
PJA1	4.15891752520862	-0.0617946320085818	0.117231685846985	0.180907512594812	0.484865411055744	0.34399623631894	PJA1
DCAF15	10.7277796330944	-0.0710460686373705	0.0871691057505905	0.180982175574375	0.484964149470143	0.242114766470814	DCAF15
SLC12A8	8.68352165670523	0.0644251535373179	0.111615126428866	0.18110161547648	0.485081452609029	0.372785631300658	SLC12A8
CD72	5.1281328181531	-0.066278668298487	0.107298977727015	0.181090570330426	0.485081452609029	0.242259775066079	CD72
PUM2	263.360368369328	0.0405213188118504	0.0323537235645325	0.181191382650734	0.485110510201325	0.130718572636929	PUM2
SP100	281.474238310531	-0.070414187356119	0.0783462490987064	0.181172991585173	0.485110510201325	0.121516267259518	SP100
SFSWAP	105.802071290116	-0.0534126821018043	0.0456030758837974	0.181225966609292	0.485110510201325	0.12638370092	SFSWAP
ITGAV	227.101041973776	-0.0708683457117719	0.0892164800005085	0.181345964972051	0.485330403438039	0.126467385600919	ITGAV
CREB1	122.893964680198	0.0525520167153302	0.0446319788002683	0.181414261073746	0.485411864667689	0.121678091422152	CREB1
TMSB10	170.524967130809	0.0644803848837418	0.111270109678824	0.181595796878752	0.485796225240843	0.121799851035466	TMSB10
AL359265.3	4.69778470995711	-0.0649300702194723	0.110237171178836	0.181636510719041	0.485803783988223	0.418580344162364	AL359265.3
ATG101	4.80980764156574	0.0643560822223536	0.111471743658593	0.181762666808826	0.48603981518723	0.470743680754708	ATG101
HIST1H2BD	30.0764108779314	-0.064451424396718	0.111145159073037	0.182017078943414	0.486415795375668	0.11930981421697	HIST1H2BD
MMP28	4.58033011367998	-0.0571566728032626	0.125574595173469	0.181991123863831	0.486415795375668	0.346056726747604	MMP28
HDGFL2	6.97564088142072	-0.0708879262634455	0.0856654272607524	0.181994926117692	0.486415795375668	0.263515118319837	HDGFL2
NRP1	96.2480173878544	-0.0658540641715075	0.107841957925539	0.182111422181068	0.486566504522953	0.127001201569907	NRP1
GTF2E2	38.0602694951122	-0.0651852677198138	0.0631713783885086	0.182207303036001	0.486721258234918	0.15846930461149	GTF2E2
MED30	12.9408390665156	0.0704135946990451	0.0797472312657588	0.18241306960269	0.487169418547322	0.206374566609427	MED30
TMEM14A	10.3431878664079	-0.0680302759103101	0.101778048434567	0.182512476288287	0.487333396703128	0.244161975809542	TMEM14A
CBX3	43.565556462367	0.0687431194353581	0.0724037746373394	0.182911378246048	0.488223299035622	0.159081652783442	CBX3
ZMAT5	10.2455085770126	0.070623958542649	0.0827053448374154	0.182921909886689	0.488223299035622	0.244709708865285	ZMAT5
ARHGAP12	254.562268400249	-0.0679917831819576	0.0701743688618748	0.183128674521528	0.48867343698544	0.127710614894953	ARHGAP12
ANO5	6.48031520403463	-0.0605546350797264	0.118714052622461	0.183296074792277	0.488814948208523	0.713128789134191	ANO5
SLC1A2	37.2460043391964	-0.0598684249880672	0.120076564397609	0.183220987161375	0.488814948208523	0.132182808964106	SLC1A2
YPEL1	12.0843314770033	-0.0694450118105443	0.0961797011900602	0.183271942323854	0.488814948208523	0.264493130076119	YPEL1
AC073529.1	21.5200402559431	-0.068275238921783	0.100505119569975	0.183339515171858	0.4888291252929	0.486347002774229	AC073529.1
AL354822.1	12.6483778115023	0.0586932791423607	0.122221580521745	0.183429598784551	0.488967633184098	0.255795762788485	AL354822.1
RPL12	62.7387641866132	0.0676372641726957	0.102395960335647	0.183486858130654	0.489018602151579	0.127960405645016	RPL12
CYBRD1	62.9470508747456	0.0703696841728846	0.0812006971828532	0.183664085314487	0.48908429946051	0.132502477357081	CYBRD1
ARMC1	30.5172530233022	-0.067295691603498	0.068478566899801	0.18363179428739	0.48908429946051	0.183656263330216	ARMC1
SNTB2	13.1808395867379	0.069310376409083	0.0965061898986467	0.18359104528487	0.48908429946051	0.245604866414108	SNTB2
AL035413.1	13.0676594349413	-0.0706033714801775	0.0851230440155385	0.183585228174871	0.48908429946051	0.256012790677511	AL035413.1
ICAM1	14.0936069270278	-0.0623130673159604	0.114927561102325	0.183890305426586	0.489483391359702	0.246005211360209	ICAM1
GRIN2D	5.06562671544793	-0.0645801460608343	0.110024090943715	0.18385580824454	0.489483391359702	0.245959061637738	GRIN2D
SORBS3	23.535004795261	0.0700176613524489	0.0924203635509264	0.184012016354169	0.48970570230244	0.297166987203206	SORBS3
LRRC40	31.4782883192847	-0.0643114410619454	0.0619978026019904	0.184066636492523	0.48974941131088	0.120653272379416	LRRC40
MCCC2	34.1585049789357	-0.0686531667311903	0.0728025589643269	0.184182386497224	0.489830979888783	0.132876400166279	MCCC2
KCNQ1	158.215671949848	-0.0704438840992862	0.0834678310956283	0.18421190025142	0.489830979888783	0.123554522710477	KCNQ1
RBBP6	76.8376877929246	0.0648877259727274	0.0631673687792003	0.184171042409735	0.489830979888783	0.123527118557317	RBBP6
AC004076.1	4.31537655123207	-0.0632343911376034	0.11278156467413	0.184361724649499	0.490127728272005	0.350564432018591	AC004076.1
ZNF148	246.830507276903	0.0465036802747208	0.0384806422794983	0.184580251941759	0.490200495111275	0.120964866603001	ZNF148
DCLK2	31.0494468362686	-0.06692694259267	0.103873764969696	0.184491698652824	0.490200495111275	0.120931895065103	DCLK2
PAIP1	26.8696486140995	0.0643224792598865	0.0621292552568496	0.184450258788308	0.490200495111275	0.184474836892002	PAIP1
CAPRIN1	67.0845401495991	0.0595410852933905	0.0541538760203444	0.184558805470068	0.490200495111275	0.120950811634715	CAPRIN1
GAS7	170.034448364624	-0.0699201924425241	0.0788421078696225	0.184552715562557	0.490200495111275	0.11704344291613	GAS7
PRIM1	15.4193077174765	0.0694254540096808	0.0949713457002915	0.184779083473087	0.490626922404623	0.257677642635374	PRIM1
PRPF38B	125.648681729019	-0.0693829852831443	0.0761572945970003	0.184837829927895	0.490638292466748	0.121133670613207	PRPF38B
MPDZ	88.6405338306073	0.0687135374124974	0.0979578492058703	0.184859896342759	0.490638292466748	0.133365182351504	MPDZ
KMT2E	308.699934111392	0.0587072962742268	0.0530641131438503	0.185168861486949	0.491356610510277	0.133588081929023	KMT2E
PDPN	28.2010355624335	-0.0660746052490813	0.105595733297945	0.185570316638394	0.491613099932081	0.121638915044857	PDPN
CTPS1	11.827733558481	-0.0687520482053302	0.0974266334762635	0.185386800677495	0.491613099932081	0.268426300433643	CTPS1
LBR	48.0760547348172	0.0601351805805305	0.05527686132918	0.185691726867718	0.491613099932081	0.121718497861968	LBR
PPP1CB	87.5888241368266	0.0700240715614885	0.0812296903777546	0.185701584911226	0.491613099932081	0.124553683334086	PPP1CB
MGST2	76.2302408999233	-0.0695568914481526	0.0776980697050958	0.185595473746976	0.491613099932081	0.121630193304794	MGST2
DDX60L	75.56476790722	-0.0699183196319393	0.0913582665400925	0.185373859661881	0.491613099932081	0.129276366274831	DDX60L
GFM2	27.1199860296272	0.0669104514293064	0.0683235430342246	0.185714996231277	0.491613099932081	0.185739742861967	GFM2
FMR1	44.1405163054947	0.0563678714548925	0.0499425949111893	0.18561370141773	0.491613099932081	0.134809191685056	FMR1
UBL4A	4.17007614656248	0.0684136536630611	0.0986672169304497	0.185442717676581	0.491613099932081	0.352619943851513	UBL4A
LILRA2	15.3541155882355	0.0670952684795841	0.102728572073587	0.185725616602012	0.491613099932081	0.268916880695095	LILRA2
NBPF26	11.4006887929597	0.066362728451204	0.104893715565555	0.185465967436107	0.491613099932081	0.268540928012596	NBPF26
NIPSNAP2	52.6095404768953	-0.0643110122879271	0.0624766819290262	0.185725120091293	0.491613099932081	0.161528819862602	NIPSNAP2
DHCR24	45.8516424736001	-0.06084911307721	0.11701125954044	0.186075703066297	0.491727672035462	0.121970189237207	DHCR24
VPS72	10.3701113262368	0.0701604919077736	0.084129649630636	0.18600043025445	0.491727672035462	0.269314790426332	VPS72
TPM3	77.2357194442168	-0.0692631183659544	0.0763725904681011	0.18583535575096	0.491727672035462	0.124643406051421	TPM3
MAT2B	18.7752660309003	0.0691374997101553	0.0759550717164833	0.18606373802476	0.491727672035462	0.300480379227864	MAT2B
CTNND1	127.281802132223	-0.0673791451085429	0.0696677752681607	0.185877401852255	0.491727672035462	0.121814955191766	CTNND1
CD68	55.1427245872156	0.0658381641640787	0.106037947270053	0.185902411118908	0.491727672035462	0.135018878368475	CD68
PTPRM	155.082280608365	0.0688769789835949	0.0965047829350043	0.18592657145256	0.491727672035462	0.117914743145695	PTPRM
AC093525.4	5.88590919142462	0.0632398322655978	0.11206415255597	0.186000205596047	0.491727672035462	0.428636455107273	AC093525.4
ENTPD6	27.2320753010411	-0.0690844394097213	0.0757576953503823	0.186125507346357	0.491757934307641	0.122002835291279	ENTPD6
TMED7-TICAM2	7.9118444830396	0.0682135770871665	0.0988385248714495	0.186259032345856	0.491993830160936	0.269689227022826	TMED7-TICAM2
FERMT2	37.4605799944862	0.0693101085074169	0.094145793528662	0.186291533725733	0.491993830160936	0.157635893589296	FERMT2
SNHG15	11.7709554696747	-0.0605233859021075	0.117477537793781	0.186532573993201	0.492326196735451	0.249539991704897	SNHG15
PIAS1	387.864071623847	-0.0527300877821327	0.0455508594248356	0.186506916815817	0.492326196735451	0.130066539775614	PIAS1
ECI1	18.0095308180586	0.070088498511612	0.0843811798124103	0.186458617228096	0.492326196735451	0.210951531076443	ECI1
PLD1	242.363005746788	-0.0686293796448311	0.0741585195348386	0.186591993660457	0.492381671684374	0.122283263701725	PLD1
FAM210A	32.3172994316753	0.0698574513238586	0.0813295767325811	0.186738276089463	0.492666291361953	0.122404497186538	FAM210A
HK2	68.809473798054	-0.0676527215430583	0.100392495250833	0.186815895606626	0.492769679791845	0.12245537576467	HK2
CFDP1	94.4027748134302	0.0512660766617932	0.043901107806706	0.186897944434808	0.492884706611088	0.134835510209598	CFDP1
MAP4K3-DT	10.0003569620686	0.0614172847275851	0.11548243314697	0.1870118648639	0.493083720190198	0.270779272521892	MAP4K3-DT
TNS2	7.82794884671128	-0.0671150233962279	0.101807038800004	0.187269155709994	0.493660590977291	0.385481102699264	TNS2
LY75	10.4415400094178	-0.0594608139084797	0.119213745115759	0.187413978355003	0.493867443777726	0.271361502952411	LY75
SHISA5	18.4672414714285	-0.0669552209690502	0.1021884554294	0.187439258406915	0.493867443777726	0.271398106587539	SHISA5
PROCR	17.6611543269987	-0.0659200219531851	0.105051811030636	0.187463176483091	0.493867443777726	0.27143273818309	PROCR
NIF3L1	7.28343732975797	-0.0677323302776725	0.0996385739172391	0.187607443416375	0.493962483056346	0.356736177038688	NIF3L1
TCP11L1	42.8434919599771	-0.0589863540044114	0.0539388583758531	0.187587371536346	0.493962483056346	0.136242646604124	TCP11L1
UBB	98.9673087838067	-0.0633361698642497	0.111155983724634	0.187614825494026	0.493962483056346	0.130839175185722	UBB
RNASE1	58.4801585666051	-0.0607638938084989	0.11654053326777	0.187673409642064	0.494015286066628	0.135394961236127	RNASE1
KIAA1328	143.538986808466	-0.0630153819682526	0.0605833624621396	0.187799694465954	0.494144814784006	0.125960926428995	KIAA1328
MMP24OS	56.4605382123089	0.0687459488026189	0.0754553606282419	0.187785616273313	0.494144814784006	0.163320874251633	MMP24OS
CCNB1IP1	15.9309774983381	-0.0698248094463174	0.0846652326459553	0.188023706506046	0.494531274834978	0.272244343970523	CCNB1IP1
SPESP1	17.0731219141324	0.0698265234156201	0.0863307540383475	0.18800472122197	0.494531274834978	0.212700728885371	SPESP1
MBNL2	400.594152391465	0.0693831623311728	0.0793763360854585	0.18821742891537	0.494939268571138	0.123348494443985	MBNL2
SKP1	61.0370880235632	-0.0697439286516745	0.0858854279730256	0.188519957659175	0.495629142747718	0.123572366148671	SKP1
STOML1	4.34698061073307	-0.062068578329441	0.113492118414353	0.188563623954152	0.495629142747718	0.488357350577307	STOML1
PPP1R3D	7.91198233805274	0.0679165844554571	0.0983460576078786	0.188596739627617	0.495629142747718	0.358617327071599	PPP1R3D
GAS2L1	7.89626580995411	0.0660266508217898	0.104174666376197	0.188634395305636	0.495629142747718	0.388291357611673	GAS2L1
NEGR1	144.268726450682	-0.0669255250175023	0.101424784864167	0.18895343431891	0.495653310538467	0.126734762303167	NEGR1
GBP4	7.27239975751408	-0.0655726025247717	0.1052470972803	0.188896903689016	0.495653310538467	0.359188090031736	GBP4
RFTN2	121.157956729056	0.0654858566531889	0.105452523248024	0.188936151709264	0.495653310538467	0.126723170519015	RFTN2
BRD8	20.6119083737279	0.0667518599684729	0.0691662702310352	0.188750380551571	0.495653310538467	0.500700472386995	BRD8
MEPCE	7.2377007836144	0.0684471289304872	0.0960650118709777	0.188830043181797	0.495653310538467	0.273411859510923	MEPCE
FRS2	93.6369564706206	-0.0567468844967998	0.0510184195033066	0.188930613995547	0.495653310538467	0.123815881053221	FRS2
CPD	61.9863829708996	0.0688732172381345	0.0770254166962035	0.188991501733159	0.495653310538467	0.126760294862095	CPD
TSHZ1	39.7544463153329	0.0652731526329338	0.10608687341601	0.188748285368674	0.495653310538467	0.137085805563601	TSHZ1
RPL36	111.97187563144	0.0644058188357165	0.108140734171929	0.188895030334361	0.495653310538467	0.136276286334841	RPL36
LINC00623	61.3495681038152	0.0685666625442761	0.0952627521068113	0.189150687731164	0.4956550533967	0.12686706402293	LINC00623
ST8SIA6	6.08049171384164	-0.0536058236215834	0.129137457848047	0.189083744726991	0.4956550533967	0.359543368886282	ST8SIA6
CIT	11.4408139289772	-0.0630182272707075	0.111243849840357	0.189042925057388	0.4956550533967	0.252898295138572	CIT
RNFT1	20.1714753465864	-0.0690995922636348	0.0784724960609697	0.189129991626639	0.4956550533967	0.213973813059591	RNFT1
AP001977.1	31.9067408768317	0.0348676591352165	0.149114583480466	0.189185449331107	0.4956550533967	0.136485805993921	AP001977.1
PLAC8	29.9051232243822	-0.0516410363806199	0.132206246379681	0.189346457389184	0.495975541704621	0.136601963524302	PLAC8
NUDT9	29.1453423190175	0.0680248324632667	0.0973505149729546	0.189439671566517	0.496106936316432	0.137587951761654	NUDT9
APOBEC3F	3.6516901624604	-0.064801735099519	0.10691722050594	0.189474003052688	0.496106936316432	0.49071512412482	APOBEC3F
EFCAB7	19.0354630621272	0.067846254081038	0.0977787499922917	0.189810408565122	0.49622300569315	0.306530999282912	EFCAB7
GLT8D1	8.71471893670466	-0.0692858781233683	0.089953640826216	0.189837112878502	0.49622300569315	0.390767071748721	GLT8D1
GEMIN8	17.2042203220525	-0.0690660172195292	0.0787818115829994	0.189618837535519	0.49622300569315	0.30622162499948	GEMIN8
TFE3	18.0413071498976	0.069438227227136	0.0823899307561667	0.189724613471161	0.49622300569315	0.274707130762027	TFE3
FBXO25	32.5603651137409	0.0649638805680836	0.0651455304111955	0.189866640612275	0.49622300569315	0.187550012103355	FBXO25
INPP5A	33.4688931541111	0.067677972085399	0.0984222424297843	0.189783076854266	0.49622300569315	0.137837363248566	INPP5A
TVP23C	25.758013091769	-0.0662484270854714	0.102985528604309	0.189738479879134	0.49622300569315	0.136884783929876	TVP23C
STX10	9.72839590332287	0.0688759248404603	0.0929919375482797	0.189839086868738	0.49622300569315	0.390771135076341	STX10
AC092910.3	8.79525784681874	0.0689194741806415	0.0928559151414761	0.189721312880104	0.49622300569315	0.253805830417957	AC092910.3
LACTB	35.3989812159135	-0.0694911150184399	0.0845970804594913	0.189965451531972	0.496380073271437	0.137969819972921	LACTB
SRM	16.2040963631165	-0.0677610313553502	0.0978314653372739	0.190201493110003	0.496693186284411	0.27449367109844	SRM
ANTXR1	17.882638683812	-0.0688088586857818	0.0930073971928486	0.190201058580878	0.496693186284411	0.307161872692884	ANTXR1
ARL4C	10.9371121785949	-0.0567518784000252	0.123273468792662	0.190148890357916	0.496693186284411	0.275321452141192	ARL4C
EIF1AD	5.53661774526208	0.0638967379309668	0.10863560494162	0.190457839633869	0.497160101747855	0.493263143812345	EIF1AD
AL590764.1	13.2470546421898	-0.0685258757237784	0.0943156576579905	0.190454353079373	0.497160101747855	0.215472140572184	AL590764.1
RIMS3	3.9448883826016	-0.0592442184598355	0.118383869593386	0.19064590141578	0.497316807816063	0.439342435680228	RIMS3
IFI44	38.1598375453297	-0.0641261568722254	0.108037474518533	0.190586502578172	0.497316807816063	0.124926959309861	IFI44
MRPL18	24.3551948213755	0.0600969248382363	0.116674241502441	0.190711803465261	0.497316807816063	0.137586977754058	MRPL18
SF3B2	39.0884815674773	0.0689970044897081	0.0795621234542574	0.19069550108553	0.497316807816063	0.137575216577683	SF3B2
PRR5	23.8532457704375	-0.0653439015074056	0.104979145964693	0.190653704697447	0.497316807816063	0.275146290679501	PRR5
PSME4	183.874936880982	0.0615425832652769	0.0587701711980895	0.191038721259349	0.498068012197513	0.128133405019998	PSME4
FGD5-AS1	37.5578720379651	0.06774900779967	0.073536770704404	0.191081715540104	0.498078828350317	0.161689242529324	FGD5-AS1
LIN9	8.35357630745112	0.0681655938514056	0.0952444910821663	0.191401873916693	0.498253152597774	0.256054055369515	LIN9
ORAI2	23.7145376411349	-0.0691465994122331	0.0885811783531497	0.191324355048112	0.498253152597774	0.507528486415703	ORAI2
TCEAL4	30.6293042391941	-0.068410888150988	0.0940179037954648	0.191420607525865	0.498253152597774	0.125473704191849	TCEAL4
SMIM19	13.6552703457817	-0.0692582277063632	0.0852729374756364	0.191369557227553	0.498253152597774	0.216507564513303	SMIM19
SLC39A13	5.42862895510473	-0.0670195371907489	0.0997051282036846	0.191365608278953	0.498253152597774	0.441000996204708	SLC39A13
ZSCAN32	8.52250078722057	0.0692055644340884	0.0830623743778198	0.191343199801801	0.498253152597774	0.393867251518064	ZSCAN32
