model	query	go	ncurated	nllm	ninter	generatio	bgratio	richFactor	foldEnrich	jaccard	p_val
gpt-4o-mini-2024-07-18	TNF Signaling	Tumor Necrosis Factor-Mediated Signaling Pathway	38	45	10	0.2631578947368421	0.0022674594376700594	0.2222222222222222	116.05847953216374	0.136986301369863	5.532491492803042e-19
gpt-4o-mini-2024-07-18	TNFR1-induced NFkappaB Signaling Pathway	Tumor Necrosis Factor-Mediated Signaling Pathway	38	26	5	0.13157894736842105	0.0013100876750982565	0.19230769230769232	100.43522267206478	0.0847457627118644	1.250640866654321e-09
gpt-4o-mini-2024-07-18	TP53 Regulates Transcription Of DNA Repair Genes	Regulation Of DNA Repair	129	21	3	0.023255813953488372	0.001058147737579361	0.14285714285714285	21.977851605758584	0.02040816326530612	0.00032754661790519637
gpt-4o-mini-2024-07-18	Telomere Extension By Telomerase	Telomere Maintenance Via Telomerase	19	13	3	0.15789473684210525	0.0006550438375491283	0.23076923076923078	241.04453441295547	0.10344827586206896	2.1147575013656498e-07
gpt-4o-mini-2024-07-18	Telomere Maintenance	Telomere Maintenance	68	15	5	0.07352941176470588	0.0007558198125566865	0.3333333333333333	97.28431372549021	0.0641025641025641	1.1888446495946797e-09
gpt-4o-mini-2024-07-18	NLRP3 Inflammasome	Positive Regulation Of NLRP3 Inflammasome Complex Assembly	18	17	1	0.05555555555555555	0.0008565957875642446	0.058823529411764705	64.85620915032679	0.029411764705882353	0.015313482801070555
gpt-4o-mini-2024-07-18	Tight Junction Interactions	Tight Junction Organization	5	28	1	0.2	0.0014108636501058147	0.03571428571428571	141.75714285714287	0.03125	0.007035147961101375
gpt-4o-mini-2024-07-18	Toll Like Receptor 3 (TLR3) Cascade	Toll-Like Receptor 3 Signaling Pathway	6	17	0	0.0	0.0008565957875642446	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Toll Like Receptor 4 (TLR4) Cascade	Toll-Like Receptor 4 Signaling Pathway	17	26	3	0.17647058823529413	0.0013100876750982565	0.11538461538461539	134.70135746606337	0.075	1.3408892749881054e-06
gpt-4o-mini-2024-07-18	Toll Like Receptor 9 (TLR9) Cascade	Toll-Like Receptor 9 Signaling Pathway	5	21	2	0.4	0.001058147737579361	0.09523809523809523	378.0190476190477	0.08333333333333333	1.0643717108580523e-05
gpt-4o-mini-2024-07-18	Toll-like Receptor Cascades	Toll-Like Receptor Signaling Pathway	31	37	11	0.3548387096774194	0.0018643555376398266	0.2972972972972973	190.3278116826504	0.19298245614035087	1.5038806237112295e-23
gpt-4o-mini-2024-07-18	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Transcription-Coupled Nucleotide-Excision Repair	8	14	0	0.0	0.0007054318250529074	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer	Positive Regulation Of SMAD Protein Signal Transduction	17	22	4	0.23529411764705882	0.0011085357250831401	0.18181818181818182	212.2566844919786	0.11428571428571428	2.6689641924860852e-09
gpt-4o-mini-2024-07-18	Transcriptional Regulation By Small RNAs	Regulation Of Post-Transcriptional Gene Silencing By RNA	5	21	1	0.2	0.001058147737579361	0.047619047619047616	189.00952380952384	0.04	0.005280084769487561
gpt-4o-mini-2024-07-18	Transcriptional Regulation Of Granulopoiesis	Regulation Of Granulocyte Differentiation	9	25	1	0.1111111111111111	0.0012596996875944774	0.04	88.20444444444445	0.030303030303030304	0.011282601195738639
gpt-4o-mini-2024-07-18	Transcriptional Regulation Of Testis Differentiation	Positive Regulation Of Male Gonad Development	5	16	4	0.8	0.0008062078000604656	0.25	992.3000000000001	0.23529411764705882	1.4076083060518603e-12
gpt-4o-mini-2024-07-18	Transcriptional Regulation Of White Adipocyte Differentiation	Regulation Of Fat Cell Differentiation	75	16	4	0.05333333333333334	0.0008062078000604656	0.25	66.15333333333334	0.04597701149425287	3.3076952947234033e-07
gpt-4o-mini-2024-07-18	Transferrin Endocytosis And Recycling	Transferrin Transport	9	14	2	0.2222222222222222	0.0007054318250529074	0.14285714285714285	315.015873015873	0.09523809523809523	1.658914540449529e-05
gpt-4o-mini-2024-07-18	Translation	Translation	234	45	28	0.11965811965811966	0.0022674594376700594	0.6222222222222222	52.77188983855651	0.11155378486055777	1.7734229338001093e-43
gpt-4o-mini-2024-07-18	Translation Initiation Complex Formation	Formation Of Translation Preinitiation Complex	8	59	2	0.25	0.0029728912627229667	0.03389830508474576	84.09322033898306	0.03076923076923077	0.0002405037277003595
gpt-4o-mini-2024-07-18	Translesion Synthesis By POLH	Translesion Synthesis	23	23	4	0.17391304347826086	0.0011589237125869192	0.17391304347826086	150.06427221172024	0.09523809523809523	1.1959240250560244e-08
gpt-4o-mini-2024-07-18	Translesion Synthesis By POLI	Translesion Synthesis	23	16	5	0.21739130434782608	0.0008062078000604656	0.3125	269.6467391304348	0.14705882352941177	5.684294284210546e-12
gpt-4o-mini-2024-07-18	Translesion Synthesis By POLK	Translesion Synthesis	23	10	4	0.17391304347826086	0.000503879875037791	0.4	345.1478260869565	0.13793103448275862	2.8645835485603513e-10
gpt-4o-mini-2024-07-18	Translesion Synthesis By REV1	Error-Prone Translesion Synthesis	9	16	3	0.3333333333333333	0.0008062078000604656	0.1875	413.4583333333333	0.13636363636363635	3.600680227379526e-08
gpt-4o-mini-2024-07-18	Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template	Translesion Synthesis	23	12	5	0.21739130434782608	0.0006046558500453492	0.4166666666666667	359.5289855072464	0.16666666666666666	1.0337920016546455e-12
gpt-4o-mini-2024-07-18	Transmission Across Chemical Synapses	Chemical Synaptic Transmission	273	41	26	0.09523809523809523	0.002065907487654943	0.6341463414634146	46.09988385598142	0.09027777777777778	6.274481363475521e-39
gpt-4o-mini-2024-07-18	Transport Of Mature mRNA Derived From An Intronless Transcript	mRNA Transport	58	10	4	0.06896551724137931	0.000503879875037791	0.4	136.86896551724138	0.0625	1.3609226930793071e-08
gpt-4o-mini-2024-07-18	Transport Of Mature mRNAs Derived From Intronless Transcripts	mRNA Transport	58	9	3	0.05172413793103448	0.00045349188753401187	0.3333333333333333	114.05747126436782	0.046875	1.9651496933411093e-06
gpt-4o-mini-2024-07-18	Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds	Bile Acid And Bile Salt Transport	23	22	7	0.30434782608695654	0.0011085357250831401	0.3181818181818182	274.54940711462456	0.18421052631578946	1.7213142535543125e-16
gpt-4o-mini-2024-07-18	Transport Of Fatty Acids	Fatty Acid Transport	38	29	12	0.3157894736842105	0.0014612516376095938	0.41379310344827586	216.10889292196006	0.21818181818181817	1.7719909933008884e-26
gpt-4o-mini-2024-07-18	Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides	Inorganic Cation Transmembrane Transport	284	30	11	0.03873239436619718	0.001511639625113373	0.36666666666666664	25.62276995305164	0.036303630363036306	1.82314964013354e-13
gpt-4o-mini-2024-07-18	Transport Of Nucleosides And Free Purine And Pyrimidine Bases Across Plasma Membrane	Purine Nucleobase Transport	8	10	6	0.75	0.000503879875037791	0.6	1488.45	0.5	6.931864444269914e-20
gpt-4o-mini-2024-07-18	Transport Of Nucleotide Sugars	Nucleotide Transport	6	10	0	0.0	0.000503879875037791	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Transport Of Organic Anions	Organic Anion Transport	89	17	7	0.07865168539325842	0.0008565957875642446	0.4117647058823529	91.8189028420357	0.0707070707070707	5.377197834328825e-13
gpt-4o-mini-2024-07-18	Transport Of Vitamins, Nucleosides, And Related Molecules	Nucleoside Transport	5	14	2	0.4	0.0007054318250529074	0.14285714285714285	567.0285714285715	0.11764705882352941	4.6155339320736274e-06
gpt-4o-mini-2024-07-18	Triglyceride Biosynthesis	Triglyceride Biosynthetic Process	17	26	6	0.35294117647058826	0.0013100876750982565	0.23076923076923078	269.40271493212674	0.16216216216216217	3.32839564693391e-14
gpt-4o-mini-2024-07-18	Triglyceride Catabolism	Triglyceride Catabolic Process	12	20	2	0.16666666666666666	0.001007759750075582	0.1	165.38333333333333	0.06666666666666667	6.329608431090653e-05
gpt-4o-mini-2024-07-18	Triglyceride Metabolism	Triglyceride Metabolic Process	45	30	7	0.15555555555555556	0.001511639625113373	0.23333333333333334	102.90518518518519	0.10294117647058823	3.6984240927709844e-13
gpt-4o-mini-2024-07-18	Tryptophan Catabolism	Tryptophan Catabolic Process	7	14	5	0.7142857142857143	0.0007054318250529074	0.35714285714285715	1012.5510204081634	0.3125	1.638287543370915e-15
gpt-4o-mini-2024-07-18	Tyrosine Catabolism	Tyrosine Metabolic Process	11	9	1	0.09090909090909091	0.00045349188753401187	0.1111111111111111	200.46464646464648	0.05263157894736842	0.004978366651114685
gpt-4o-mini-2024-07-18	Ubiquinol Biosynthesis	Ubiquinone Biosynthetic Process	13	11	8	0.6153846153846154	0.0005542678625415701	0.7272727272727273	1110.2657342657344	0.5	3.5605737586167195e-25
gpt-4o-mini-2024-07-18	Unfolded Protein Response (UPR)	IRE1-mediated Unfolded Protein Response	6	20	2	0.3333333333333333	0.001007759750075582	0.1	330.76666666666665	0.08333333333333333	1.4437766265361924e-05
gpt-4o-mini-2024-07-18	Unwinding Of DNA	DNA Unwinding Involved In DNA Replication	20	22	7	0.35	0.0011085357250831401	0.3181818181818182	315.7318181818182	0.2	5.4537130832562105e-17
gpt-4o-mini-2024-07-18	Urea Cycle	Urea Cycle	5	9	4	0.8	0.00045349188753401187	0.4444444444444444	1764.088888888889	0.4	9.747732233777181e-14
gpt-4o-mini-2024-07-18	VEGFA-VEGFR2 Pathway	Vascular Endothelial Growth Factor Receptor-2 Signaling Pathway	5	23	2	0.4	0.0011589237125869192	0.08695652173913043	345.14782608695657	0.07692307692307693	1.2820558967356079e-05
gpt-4o-mini-2024-07-18	VEGFR2 Mediated Vascular Permeability	Positive Regulation Of Vascular Permeability	11	23	1	0.09090909090909091	0.0011589237125869192	0.043478260869565216	78.44268774703558	0.030303030303030304	0.012677722204465544
gpt-4o-mini-2024-07-18	Vesicle-mediated Transport	Vesicle-Mediated Transport	411	25	15	0.0364963503649635	0.0012596996875944774	0.6	28.972262773722626	0.035629453681710214	1.1611043475262628e-19
gpt-4o-mini-2024-07-18	Visual Phototransduction	Phototransduction, Visible Light	8	14	1	0.125	0.0007054318250529074	0.07142857142857142	177.19642857142858	0.047619047619047616	0.005630531101079416
gpt-4o-mini-2024-07-18	Vitamin B1 (Thiamin) Metabolism	Thiamine-Containing Compound Metabolic Process	5	10	2	0.4	0.000503879875037791	0.2	793.84	0.15384615384615385	2.2833274815938826e-06
gpt-4o-mini-2024-07-18	Vitamin C (Ascorbate) Metabolism	L-ascorbic Acid Metabolic Process	5	13	1	0.2	0.0006550438375491283	0.07692307692307693	305.32307692307694	0.058823529411764705	0.0032712604223778673
gpt-4o-mini-2024-07-18	Vitamin D (Calciferol) Metabolism	Vitamin D Metabolic Process	11	17	2	0.18181818181818182	0.0008565957875642446	0.11764705882352941	212.25668449197863	0.07692307692307693	3.7812685040051875e-05
gpt-4o-mini-2024-07-18	Xenobiotics	Xenobiotic Transport	20	22	2	0.1	0.0011085357250831401	0.09090909090909091	90.20909090909092	0.05	0.0002202010015270046
gpt-4o-mini-2024-07-18	Zinc Transporters	Zinc Ion Transport	23	26	15	0.6521739130434783	0.0013100876750982565	0.5769230769230769	497.809364548495	0.4411764705882353	1.6995486732318865e-40
gpt-4o-mini-2024-07-18	Alpha-Linolenic (Omega3) And Linoleic (Omega6) Acid Metabolism	Alpha-Linolenic Acid Metabolic Process	9	22	3	0.3333333333333333	0.0011085357250831401	0.13636363636363635	300.6969696969697	0.10714285714285714	9.888399716336647e-08
gpt-4o-mini-2024-07-18	cGMP Effects	Response To cGMP	5	16	0	0.0	0.0008062078000604656	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	mRNA 3-End Processing	mRNA 3'-End Processing	40	20	9	0.225	0.001007759750075582	0.45	223.2675	0.17647058823529413	3.442194369153929e-20
gpt-4o-mini-2024-07-18	mRNA Capping	7-Methylguanosine mRNA Capping	6	22	1	0.16666666666666666	0.0011085357250831401	0.045454545454545456	150.34848484848484	0.037037037037037035	0.006633642173872742
gpt-4o-mini-2024-07-18	mRNA Editing	mRNA Modification	27	23	3	0.1111111111111111	0.0011589237125869192	0.13043478260869565	95.8743961352657	0.06382978723404255	3.905360866404621e-06
gpt-4o-mini-2024-07-18	mRNA Splicing - Major Pathway	mRNA Splicing, Via Spliceosome	211	33	21	0.0995260663507109	0.0016628035876247102	0.6363636363636364	59.85437311503662	0.09417040358744394	4.154712427838213e-34
gpt-4o-mini-2024-07-18	mRNA Splicing - Minor Pathway	mRNA Splicing, Via Spliceosome	211	15	6	0.02843601895734597	0.0007558198125566865	0.4	37.62274881516588	0.02727272727272727	6.215726763967247e-09
gpt-4o-mini-2024-07-18	mRNA Splicing	mRNA Splicing, Via Spliceosome	211	32	20	0.0947867298578199	0.001612415600120931	0.625	58.78554502369668	0.08968609865470852	2.743515684315321e-32
gpt-4o-mini-2024-07-18	mTORC1-mediated Signaling	TORC1 Signaling	10	24	3	0.3	0.0012093117000906983	0.125	248.075	0.0967741935483871	1.854282242725814e-07
gpt-4o-mini-2024-07-18	Mitochondrial Fatty Acid Beta-Oxidation Of Saturated Fatty Acids	Fatty Acid Beta-Oxidation	49	22	12	0.24489795918367346	0.0011085357250831401	0.5454545454545454	220.92022263450835	0.2033898305084746	7.549482016737473e-27
gpt-4o-mini-2024-07-18	Mitochondrial Fatty Acid Beta-Oxidation Of Unsaturated Fatty Acids	Fatty Acid Beta-Oxidation	49	16	9	0.1836734693877551	0.0008062078000604656	0.5625	227.82397959183675	0.16071428571428573	1.766421360801948e-20
gpt-4o-mini-2024-07-18	p38MAPK Events	p38MAPK Cascade	8	27	4	0.5	0.0013604756626020356	0.14814814814814814	367.51851851851853	0.12903225806451613	1.8941487254064808e-10
gpt-4o-mini-2024-07-18	p53-Dependent G1 DNA Damage Response	DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest	17	16	4	0.23529411764705882	0.0008062078000604656	0.25	291.8529411764706	0.13793103448275862	6.661412842405513e-10
gpt-4o-mini-2024-07-18	p75NTR Regulates Axonogenesis	Positive Regulation Of Axonogenesis	38	22	3	0.07894736842105263	0.0011085357250831401	0.13636363636363635	71.21770334928229	0.05263157894736842	9.726057747397186e-06
gpt-4o-mini-2024-07-18	rRNA Modification In Mitochondrion	Mitochondrial tRNA Modification	7	15	0	0.0	0.0007558198125566865	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	rRNA Modification In Nucleus And Cytosol	rRNA Modification	17	18	3	0.17647058823529413	0.0009069837750680237	0.16666666666666666	194.56862745098042	0.09375	4.2261883800404064e-07
gpt-4o-mini-2024-07-18	rRNA Processing	rRNA Processing	101	25	11	0.10891089108910891	0.0012596996875944774	0.44	86.45782178217821	0.09565217391304348	1.422089904806368e-19
gpt-4o-mini-2024-07-18	rRNA Processing In Mitochondrion	Mitochondrial RNA Processing	9	19	0	0.0	0.0009573717625718028	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	rRNA Processing In Nucleus And Cytosol	rRNA Processing	101	20	7	0.06930693069306931	0.001007759750075582	0.35	68.77326732673268	0.06140350877192982	5.256045961869457e-12
gpt-4o-mini-2024-07-18	tRNA Aminoacylation	tRNA Aminoacylation	22	14	0	0.0	0.0007054318250529074	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	tRNA Modification In Mitochondrion	Mitochondrial tRNA Modification	7	10	1	0.14285714285714285	0.000503879875037791	0.1	283.51428571428573	0.0625	0.003522363492562061
gpt-4o-mini-2024-07-18	tRNA Modification In Nucleus And Cytosol	tRNA Modification	67	15	7	0.1044776119402985	0.0007558198125566865	0.4666666666666667	138.2308457711443	0.09333333333333334	2.2796328885190673e-14
gpt-4o-mini-2024-07-18	tRNA Processing	tRNA Processing	50	25	2	0.04	0.0012596996875944774	0.08	31.753600000000002	0.0273972602739726	0.0017983400715826622
gpt-4o-mini-2024-07-18	tRNA Processing In Mitochondrion	Mitochondrial tRNA Processing	6	10	0	0.0	0.000503879875037791	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	tRNA Processing In Nucleus	tRNA Processing	50	16	1	0.02	0.0008062078000604656	0.0625	24.8075	0.015384615384615385	0.039572263192253467
gpt-4o-mini-2024-07-18	trans-Golgi Network Vesicle Budding	Vesicle Budding From Membrane	32	20	0	0.0	0.001007759750075582	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Adherens junction	Adherens Junction Assembly	9	49	2	0.2222222222222222	0.0024690113876851758	0.04081632653061224	90.00453514739229	0.03571428571428571	0.00021262485900443634
gpt-3.5-turbo-0125	Adipocytokine signaling pathway	Adiponectin-Activated Signaling Pathway	5	9	1	0.2	0.00045349188753401187	0.1111111111111111	441.02222222222224	0.07692307692307693	0.0022656319468490286
gpt-3.5-turbo-0125	Amino sugar and nucleotide sugar metabolism	Amino Sugar Metabolic Process	9	10	2	0.2222222222222222	0.000503879875037791	0.2	441.02222222222224	0.11764705882352941	8.211145424248105e-06
gpt-3.5-turbo-0125	Aminoacyl-tRNA biosynthesis	tRNA Aminoacylation	22	11	0	0.0	0.0005542678625415701	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Antigen processing and presentation	Antigen Processing And Presentation Of Endogenous Peptide Antigen	21	38	8	0.38095238095238093	0.0019147435251436057	0.21052631578947367	198.95739348370927	0.1568627450980392	1.6407285232043136e-17
gpt-3.5-turbo-0125	Arachidonic acid metabolism	Arachidonic Acid Metabolic Process	52	13	10	0.19230769230769232	0.0006550438375491283	0.7692307692307693	293.5798816568048	0.18181818181818182	1.7261592586084414e-24
gpt-3.5-turbo-0125	Arginine and proline metabolism	Arginine Metabolic Process	10	10	1	0.1	0.000503879875037791	0.1	198.46	0.05263157894736842	0.005028526535842665
gpt-3.5-turbo-0125	Arginine biosynthesis	Arginine Metabolic Process	10	20	1	0.1	0.001007759750075582	0.05	99.23	0.034482758620689655	0.010034284145833615
gpt-3.5-turbo-0125	Autophagy	Macroautophagy	104	21	12	0.11538461538461539	0.001058147737579361	0.5714285714285714	109.04395604395606	0.10619469026548672	6.29318365717004e-23
gpt-3.5-turbo-0125	Axon guidance	Axon Guidance	149	12	8	0.053691275167785234	0.0006046558500453492	0.6666666666666666	88.79642058165548	0.05228758169934641	4.02993180196351e-15
gpt-3.5-turbo-0125	B cell receptor signaling pathway	B Cell Receptor Signaling Pathway	46	20	9	0.1956521739130435	0.001007759750075582	0.45	194.14565217391305	0.15789473684210525	1.3827458147346045e-19
gpt-3.5-turbo-0125	Base excision repair	Base-Excision Repair	36	10	10	0.2777777777777778	0.000503879875037791	1.0	551.2777777777778	0.2777777777777778	9.753739544981905e-29
gpt-3.5-turbo-0125	Biosynthesis of unsaturated fatty acids	Unsaturated Fatty Acid Biosynthetic Process	8	6	1	0.125	0.0003023279250226746	0.16666666666666666	413.45833333333337	0.07692307692307693	0.002416491434987703
gpt-3.5-turbo-0125	C-type lectin receptor signaling pathway	Stimulatory C-type Lectin Receptor Signaling Pathway	19	16	4	0.21052631578947367	0.0008062078000604656	0.25	261.13157894736844	0.12903225806451613	1.0838088505357172e-09
gpt-3.5-turbo-0125	Caffeine metabolism	Response To Caffeine	6	11	0	0.0	0.0005542678625415701	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Calcium signaling pathway	Calcium-Mediated Signaling	85	60	3	0.03529411764705882	0.003023279250226746	0.05	11.674117647058823	0.02112676056338028	0.0021758435182373153
gpt-3.5-turbo-0125	Cardiac muscle contraction	Cardiac Muscle Contraction	33	16	9	0.2727272727272727	0.0008062078000604656	0.5625	338.2840909090909	0.225	3.332918333399228e-22
gpt-3.5-turbo-0125	Cell adhesion molecules	Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules	172	51	24	0.13953488372093023	0.002569787362692734	0.47058823529411764	54.29822161422709	0.12060301507537688	1.148537715159775e-36
gpt-3.5-turbo-0125	Cellular senescence	Regulation Of Cellular Senescence	35	25	2	0.05714285714285714	0.0012596996875944774	0.08	45.36228571428571	0.034482758620689655	0.0008836419226559729
gpt-3.5-turbo-0125	Chemokine signaling pathway	Chemokine-Mediated Signaling Pathway	57	26	13	0.22807017543859648	0.0013100876750982565	0.5	174.08771929824562	0.18571428571428572	2.0917788887638016e-27
gpt-3.5-turbo-0125	Cholesterol metabolism	Cholesterol Metabolic Process	67	9	3	0.04477611940298507	0.00045349188753401187	0.3333333333333333	98.7363184079602	0.0410958904109589	3.0447317376344273e-06
gpt-3.5-turbo-0125	Choline metabolism in cancer	Choline Metabolic Process	5	20	0	0.0	0.001007759750075582	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Cholinergic synapse	Synaptic Transmission, Cholinergic	16	24	5	0.3125	0.0012093117000906983	0.20833333333333334	258.41145833333337	0.14285714285714285	7.176842130844215e-12
gpt-3.5-turbo-0125	Cysteine and methionine metabolism	Methionine Metabolic Process	7	44	5	0.7142857142857143	0.0022170714501662803	0.11363636363636363	322.1753246753247	0.10869565217391304	8.864689880007224e-13
gpt-3.5-turbo-0125	Cytokine-cytokine receptor interaction	Cytokine-Mediated Signaling Pathway	257	83	40	0.1556420233463035	0.004182202962813665	0.4819277108433735	37.21532042567156	0.13333333333333333	6.58544595688087e-54
gpt-3.5-turbo-0125	Cytosolic DNA-sensing pathway	Cytosolic Pattern Recognition Receptor Signaling Pathway	23	8	5	0.21739130434782608	0.0004031039000302328	0.625	539.2934782608696	0.19230769230769232	7.331789064447829e-14
gpt-3.5-turbo-0125	D-Glutamine and D-glutamate metabolism	Glutamine Metabolic Process	13	12	4	0.3076923076923077	0.0006046558500453492	0.3333333333333333	508.8717948717949	0.19047619047619047	5.461359509910062e-11
gpt-3.5-turbo-0125	DNA replication	DNA Replication	73	34	21	0.2876712328767123	0.0017131915751284893	0.6176470588235294	167.9153908138598	0.2441860465116279	2.8217469581650254e-44
gpt-3.5-turbo-0125	Dopaminergic synapse	Synaptic Transmission, Dopaminergic	6	29	1	0.16666666666666666	0.0014612516376095938	0.034482758620689655	114.05747126436782	0.029411764705882353	0.008736639914309402
gpt-3.5-turbo-0125	Endocytosis	Endocytosis	189	21	10	0.05291005291005291	0.001058147737579361	0.47619047619047616	50.00251952632905	0.05	1.5551407392671361e-15
gpt-3.5-turbo-0125	ErbB signaling pathway	ERBB Signaling Pathway	54	10	7	0.12962962962962962	0.000503879875037791	0.7	257.26296296296294	0.12280701754385964	8.787731419902329e-17
gpt-3.5-turbo-0125	Estrogen signaling pathway	Intracellular Estrogen Receptor Signaling Pathway	17	37	3	0.17647058823529413	0.0018643555376398266	0.08108108108108109	94.6550079491256	0.058823529411764705	3.983929795608447e-06
gpt-3.5-turbo-0125	Ether lipid metabolism	Ether Lipid Metabolic Process	13	11	3	0.23076923076923078	0.0005542678625415701	0.2727272727272727	416.3496503496504	0.14285714285714285	3.611889118628033e-08
gpt-3.5-turbo-0125	Fat digestion and absorption	Intestinal Lipid Absorption	11	13	2	0.18181818181818182	0.0006550438375491283	0.15384615384615385	277.5664335664336	0.09090909090909091	2.1712935437279593e-05
gpt-3.5-turbo-0125	Fatty acid biosynthesis	Fatty Acid Biosynthetic Process	65	37	11	0.16923076923076924	0.0018643555376398266	0.2972972972972973	90.77172557172558	0.12087912087912088	1.5259858522598583e-19
gpt-3.5-turbo-0125	Fatty acid degradation	Fatty Acid Oxidation	52	48	16	0.3076923076923077	0.0024186234001813967	0.3333333333333333	127.21794871794873	0.19047619047619047	8.040965077701326e-31
gpt-3.5-turbo-0125	Fatty acid elongation	Fatty Acid Elongation	12	24	8	0.6666666666666666	0.0012093117000906983	0.3333333333333333	551.2777777777777	0.2857142857142857	6.090798857328076e-22
gpt-3.5-turbo-0125	Fc epsilon RI signaling pathway	Fc-epsilon Receptor Signaling Pathway	22	8	3	0.13636363636363635	0.0004031039000302328	0.375	338.2840909090909	0.1111111111111111	6.597003851889849e-08
gpt-3.5-turbo-0125	Fc gamma R-mediated phagocytosis	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis	20	24	3	0.15	0.0012093117000906983	0.125	124.0375	0.07317073170731707	1.7476378919969164e-06
gpt-3.5-turbo-0125	Focal adhesion	Focal Adhesion Assembly	21	32	1	0.047619047619047616	0.001612415600120931	0.03125	29.532738095238095	0.019230769230769232	0.033336818325617114
gpt-3.5-turbo-0125	Fructose and mannose metabolism	Fructose Metabolic Process	7	7	2	0.2857142857142857	0.0003527159125264537	0.2857142857142857	810.0408163265306	0.16666666666666666	2.2375857872200128e-06
gpt-3.5-turbo-0125	GABAergic synapse	Synaptic Transmission, GABAergic	14	29	11	0.7857142857142857	0.0014612516376095938	0.3793103448275862	537.6995073891626	0.34375	2.6731036597224174e-30
gpt-3.5-turbo-0125	Galactose metabolism	Galactose Metabolic Process	6	23	5	0.8333333333333334	0.0011589237125869192	0.21739130434782608	719.0579710144929	0.20833333333333334	7.867379811517106e-15
gpt-3.5-turbo-0125	Gap junction	Gap Junction Assembly	6	15	4	0.6666666666666666	0.0007558198125566865	0.26666666666666666	882.0444444444445	0.23529411764705882	3.1658417254816614e-12
gpt-3.5-turbo-0125	Gastric acid secretion	Acid Secretion	8	27	1	0.125	0.0013604756626020356	0.037037037037037035	91.87962962962963	0.029411764705882353	0.010834022760078336
gpt-3.5-turbo-0125	Glucagon signaling pathway	Insulin Receptor Signaling Pathway	47	21	6	0.1276595744680851	0.001058147737579361	0.2857142857142857	120.64437689969604	0.0967741935483871	6.690998152004978e-12
gpt-3.5-turbo-0125	Glutamatergic synapse	Synaptic Transmission, Glutamatergic	27	42	15	0.5555555555555556	0.002116295475158722	0.35714285714285715	262.51322751322755	0.2777777777777778	7.610045819394885e-35
gpt-3.5-turbo-0125	Glutathione metabolism	Glutathione Catabolic Process	7	21	0	0.0	0.001058147737579361	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Glycerolipid metabolism	Glycerolipid Metabolic Process	9	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Glycerophospholipid metabolism	Glycerophospholipid Metabolic Process	62	32	8	0.12903225806451613	0.001612415600120931	0.25	80.0241935483871	0.09302325581395349	5.629868827365559e-14
gpt-3.5-turbo-0125	Glycine, serine and threonine metabolism	Serine Family Amino Acid Metabolic Process	14	32	3	0.21428571428571427	0.001612415600120931	0.09375	132.89732142857142	0.06976744186046512	1.3694388369901426e-06
gpt-3.5-turbo-0125	Glycolysis / Gluconeogenesis	Gluconeogenesis	32	38	10	0.3125	0.0019147435251436057	0.2631578947368421	163.20723684210526	0.16666666666666666	1.1376366320354294e-20
gpt-3.5-turbo-0125	Glycosaminoglycan biosynthesis	Glycosaminoglycan Biosynthetic Process	58	19	12	0.20689655172413793	0.0009573717625718028	0.631578947368421	216.1088929219601	0.18461538461538463	5.698778763930538e-27
gpt-3.5-turbo-0125	Glycosaminoglycan degradation	Glycosaminoglycan Catabolic Process	15	21	9	0.6	0.001058147737579361	0.42857142857142855	567.0285714285715	0.3333333333333333	1.1161507334707574e-24
gpt-3.5-turbo-0125	Glycosphingolipid biosynthesis	Glycosphingolipid Biosynthetic Process	19	32	0	0.0	0.001612415600120931	0.0	0.0	0.0	1.0
gpt-3.5-turbo-0125	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	GPI Anchor Biosynthetic Process	30	20	16	0.5333333333333333	0.001007759750075582	0.8	529.2266666666667	0.47058823529411764	2.554168916485187e-44
