set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter
Alanine, aspartate and glutamate metabolism	0.0	0.0018643555376398266	0.0	0.0	1.0	1.0		ALDH5A1,GOT2,GAD1,AGXT,ALDH4A1,FOLH1,GLS2,ADSS1,GOT1,GFPT2,ASL,GLS,GLUD2,AGXT2,RIMKLB,GPT2,ABAT,PPAT,ASS1,NIT2,CPS1,GOT1L1,RIMKLA,ADSS2,GAD2,ASRGL1,DDO,ADSL,ASPA,GLUL,ASNS,GLUD1,NAT8L,GPT,IL4I1,GFPT1,CAD	29	37	0
Alcoholism	0.0	0.009372165675702912	0.0	0.0	1.0	1.0		H4C6,PRKACA,DRD2,GRIN3A,H2AC18,H2AB2,BRAF,H4C14,H2AC14,ARAF,SLC18A1,CREB5,CREB3L1,GNB3,H2AC13,H2AC15,CAMKK1,MACROH2A1,H3C14,H4-16,H2BC5,GNAI2,H3C10,ATF6B,H2AC6,H4C7,H2AJ,H2BC3,H2AC8,H4C15,GNB2,NTRK2,GRIN3B,H2AC4,CRH,HDAC8,H2AC16,H2BC4,GRIN2B,GRIN2D,SLC29A3,H2AC19,H2BC1,H4C11,GNG4,H2AC1,H4C2,H2BU1,NPY,MAPK3,DRD1,HDAC6,H4C4,SHC2,HRAS,H2AX,CALM1,GNB4,CREB1,KRAS,H3C3,H3C12,CREB3,H3-3A,CREB3L2,H2AC21,CALM2,H2BC14,GNG8,GNB1,CALM3,H4C5,H2BC18,PRKACG,PPP1CB,SOS2,GNAI1,H2BC13,TH,GNG3,H3C7,H4C12,H2BC8,H2BE1,HDAC9,SHC4,SHC1,MAOB,H2BC21,GNG12,H2AW,GNG7,GNGT1,BDNF,H3-3B,MACROH2A2,H2AC12,HDAC11,ADCY5,SLC29A2,GNG10,H3C2,CALML4,GRB2,FOSB,GRIN1,H2AZ1,H2BW1,GRIN2A,CALML5,H2BC6,H2BC17,H2BS1,SLC18A2,H2AB3,GNG13,H2AC20,H4C9,H2AB1,HDAC2,HDAC7,H2AC11,SLC29A1,CAMK4,H4C1,MAP2K1,H2BC10,CAMKK2,GRIN2C,GNAI3,PPP1CA,H4C13,PPP1CC,SOS1,HDAC10,RAF1,H3C6,H3C15,CALML6,H2BC7,PPP1R1B,ATF4,HDAC5,H3C13,H2BW2,HDAC1,H2BC9,GNAO1,MAPK1,GNB5,H4C8,H3C4,H2AC7,H2BC11,H3C1,GNG2,CREB3L4,H3C8,CALML3,HAT1,HDAC4,H2BC15,H4C3,GNG5,MAOA,H2AZ2,H2AC17,SLC6A3,H2BC12,GNAS,PDYN,ADORA2A,PRKACB,CREB3L3,GNGT2,HDAC3,ATF2,SHC3,NRAS,H3-4,ADORA2B,PKIA,DDC,H3C11,H3-5,GNG11	29	186	0
Aldosterone synthesis and secretion	0.0	0.0049380227753703515	0.0	0.0	1.0	1.0		PRKACA,GNAQ,PLCB1,KCNJ5,CAMK2G,CREB5,CREB3L1,CYP11B2,ADCY7,CACNA1C,PLCB4,STAR,ADCY2,PRKCE,ADCY4,CAMK2D,ATP1B1,ATF6B,PRKCB,PRKD3,HSD3B2,CACNA1I,ITPR1,CACNA1G,POMC,ATP2B2,CACNA1H,CACNA1S,ATP2B3,ATP1B2,CAMK1G,CAMK1,CYP11A1,CAMK2B,CALM1,CREB1,ADCY6,CAMK2A,CREB3,ATP1A2,CREB3L2,CALM2,NPPA,LDLR,KCNK9,CALM3,ADCY1,DAGLB,PRKACG,ATP1B3,PRKCG,PDE2A,ORAI1,ADCY5,ATP1A3,CALML4,ATP2B1,NPR1,CALML5,PLCB3,AGT,PRKD1,ATF1,CACNA1F,CAMK1D,ATP1B4,ITPR3,CAMK4,CYP21A2,SCARB1,ADCY8,HSD3B1,NR4A2,PLCB2,CALML6,ATF4,GNA11,ATP1A4,NR4A1,ITPR2,KCNK3,DAGLA,CREB3L4,CALML3,MC2R,PRKD2,LIPE,GNAS,PRKACB,CREB3L3,ATP2B4,ADCY3,PRKCA,ATF2,ADCY9,AGTR1,CACNA1D,ATP1A1	29	98	0
Aldosterone-regulated sodium reabsorption	0.0	0.0018643555376398266	0.0	0.0	1.0	1.0		NR3C2,ATP1B3,PRKCG,SLC9A3R2,PIK3R2,KCNJ1,HSD11B2,MAPK1,PIK3CA,SCNN1A,ATP1A4,ATP1A3,PIK3CB,PDPK1,KRAS,ATP1A2,IRS1,PIK3R1,ATP1B1,SCNN1G,SGK1,NEDD4L,PRKCB,IGF1,PIK3R3,ATP1B4,PRKCA,INSR,FXYD4,INS,FXYD2,PIK3CD,ATP1B2,ATP1A1,MAPK3,SFN,SCNN1B	29	37	0
Allograft rejection	0.0	0.0019147435251436057	0.0	0.0	1.0	1.0		HLA-E,IL4,TNF,HLA-DRA,HLA-B,HLA-DRB5,HLA-DRB1,HLA-DMA,IFNG,IL12B,PRF1,HLA-DOB,HLA-DQA2,CD28,HLA-DOA,HLA-A,CD40,HLA-F,CD80,HLA-DQA1,HLA-DMB,IL2,HLA-DRB4,HLA-DPB1,CD86,HLA-DQB1,HLA-C,HLA-G,FASLG,HLA-DPA1,IGH,IL12A,CD40LG,IL10,HLA-DRB3,IL5,GZMB,FAS	29	38	0
Alzheimer disease	0.0	0.018593167388894487	0.0	0.0	1.0	1.0		NDUFC2-KCTD14,AXIN2,COX6A2,CDK5,NOX4,PLCB1,UQCR11,ARAF,PSMB6,NDUFA3,TUBA8,MCU,ATP5F1D,DKK4,ATG101,APAF1,CDK5R1,CSNK1A1L,PSMD9,DKK1,TNFRSF1A,APOE,PSMB2,PPP3R2,NDUFC2,COX5A,RELA,SLC25A6,NDUFS3,TUBA3D,CASP9,WNT3A,NDUFV3,CASP8,TUBB1,KLC3,DVL3,NDUFB6,SLC25A4,PSMD8,PSMC4,ND3,MTOR,IRS1,HSD17B10,RTN3,UQCRHL,DKK2,NDUFB3,SEM1,WNT6,PSEN2,DVL1,TUBA1C,PPID,KIF5A,AMBRA1,IRS4,MAPK9,ATP2A2,UQCRB,COX1,TUBB6,COX6A1,GRIN2A,FRAT2,KLC4,ND4L,WIPI1,PIK3R1,ATP5F1A,MAP2K2,NDUFS6,ULK1,CACNA1F,MAPT,CASP12,ATG2A,PSMA5,PIK3C3,MAP2K1,MME,NDUFB1,CALML6,ATF4,ATF6,PTGS2,PSMD7,LRP1,GRM5,PIK3CB,PSMB5,SDHD,CALML3,PSMC6,CHRM3,UQCRC1,PSMA4,PPP3CC,NDUFB9,BACE1,PSMD3,COX3,CAPN2,TUBA4A,UQCRQ,VDAC3,NDUFB4,GNAQ,WNT7B,SLC25A5,PPP3R1,ATG2B,TUBA1A,TRAF2,RB1CC1,FZD1,ATP5PF,NDUFV1,VDAC2,NCSTN,ITPR1,ATP5PB,NDUFB7,PSMA6,ADAM17,WNT3,WNT2B,HRAS,ND6,ND1,WIPI2,COX8C,COX6B1,FZD9,NDUFA10,WNT2,NDUFB11,PSMD11,WNT5A,CSF1,CASP3,APC2,PSEN1,NDUFS7,KLC1,AXIN1,COX4I1,TUBB4A,TUBB2B,NDUFC1,EIF2AK3,NDUFS8,TUBA3C,ATP2A3,AKT1,MAP2K7,PSMD12,APBB1,TUBB4B,COX7B2,BID,UQCRC2,CSNK1E,ATP5F1C,CYC1,NOS1,PSMB1,DVL2,COX2,WNT8B,COX7B,RAF1,NDUFA12,WNT5B,WNT1,MAPK8,KIF5B,NDUFA5,EIF2S1,FZD2,PIK3CD,PSMA7,FAS,TUBB2A,ATP5MC1,WNT9B,ATP5F1E,PIK3CA,PLCB4,NDUFA1,NDUFA7,NDUFA4,TUBB3,PIK3R3,COX6B2,MAP3K5,INS,PSMB4,FRAT1,CACNA1S,GRIN2D,ND5,PSMA8,TNF,CHRNA7,CALM1,NDUFB5,KIF5C,NDUFA9,CSNK2A2,COX7A1,KRAS,IL1A,CALM3,FZD4,XBP1,PSMB7,CTNNB1,NDUFA2,COX6C,BECN2,NDUFS4,TUBB8,EIF2AK2,NAE1,NDUFA8,CALML4,NDUFB2,ATP6,FZD8,GSK3B,PLCB3,PPP3CB,CASP7,SDHA,CHRM1,COX7C,PSMA1,CYCS,UQCR10,PSMC2,GRIN2C,FZD5,NDUFB8,NDUFS1,FZD7,PSMD6,NOS2,GPR83,PSMD13,NDUFA4L2,NDUFS5,CHUK,RYR3,CAPN1,TPTEP2-CSNK1E,ITPR2,AKT2,LPL,COX7A2,WNT16,SDHB,FZD3,NDUFB10,PSMD1,CSNK2A3,COX5B,BAD,MAPK10,TUBAL3,ADRM1,WNT10B,VDAC1,NFKB1,PPIF,IL6,IKBKB,BRAF,PSMC3,ATP5MC3,NDUFS2,IRS2,CSNK1A1,PSMD4,PSMA2,ERN1,CACNA1C,SLC25A31,PSENEN,AKT3,APH1A,WNT4,ATP5PO,ATP5F1B,GRIN2B,DDIT3,ULK2,TUBA1B,ATG14,UQCRH,LRP5,WNT8A,MAPK3,BECN1,TUBB,IL1B,NDUFAB1,BACE2,ND2,PPP3CA,ADAM10,CALM2,PSMD2,ATG13,ATP5PD,PSMA3,WNT9A,FZD6,CSNK2A1,NOX1,PIK3R4,ATP5MC2,IDE,PSMB3,TUBA3E,APP,WNT7A,COX4I2,PIK3R2,GAPDH,GRIN1,NDUFA13,AGER,APH1B,CALML5,CHRM5,PSMD14,FADD,PSMC5,FZD10,INSR,NDUFA11,ITPR3,NDUFA6,RTN4,CYBB,WNT11,CSNK2B,SDHC,KLC2,SNCA,COX7A2L,ATP2A1,PLCB2,WNT10A,COX8A,CYTB,MAPK1,LRP6,PSMC1,ATP8,ND4,NRAS,APC,NDUFV2,UQCRFS1,CACNA1D,NRBF2	29	369	0
Aminoacyl-tRNA biosynthesis	0.0	0.0033256071752494204	0.0	0.0	1.0	1.0		TRNR,CARS2,NARS2,TRNS2,TRNY,TRNC,TRNM,TRNW,TARS3,FARSA,KARS1,SARS2,TRNP,GARS1,IARS2,YARS1,NARS1,TRNA,EARS2,HARS2,TRNI,WARS2,DARS1,FARS2,TRNH,SEPSECS,HARS1,TARS2,TRNG,TRNF,SARS1,PSTK,GATB,TRND,RARS2,RARS1,EPRS1,AARS1,TRNQ,TRNK,PARS2,TRNL1,TRNL2,LARS1,MARS2,CARS1,YARS2,MTFMT,VARS1,VARS2,IARS1,MARS1,DARS2,TRNE,QRSL1,TARS1,TRNS1,TRNT,WARS1,AARS2,QARS1,TRNV,FARSB,TRNN,GATC,LARS2	29	66	0
Amyotrophic lateral sclerosis	0.0	0.01834122745137559	0.0	0.0	1.0	1.0		NDUFC2-KCTD14,COX6A2,UQCR11,PSMB6,NDUFA3,TOMM40L,TUBA8,MCU,ATP5F1D,ATG101,APAF1,NEFH,PSMD9,HAP1,TNFRSF1A,PSMB2,PPP3R2,NUP205,NDUFC2,COX5A,NDUFS3,FUS,NUP188,TUBA3D,CASP9,NDUFV3,PFN2,TUBB1,KLC3,C9ORF72,NDUFB6,PSMD8,PSMC4,ND3,SEC13,MTOR,HNRNPA1,HNRNPA1L2,UQCRHL,MAPK12,NDUFB3,SEM1,TUBA1C,SOD1,KIF5A,DCTN1,AMBRA1,UQCRB,COX1,NUP58,TUBB6,UBQLN1,COX6A1,GRIN2A,NXF2B,DNAH5,DNAH8,KLC4,ND4L,WIPI1,ATP5F1A,ACTB,NDUFS6,ULK1,HNRNPA2B1,SMCR8,CASP12,ATG2A,PSMA5,PIK3C3,RAB5A,NUP43,DNAH7,NDUFB1,ATF4,ATF6,GABARAPL1,RAB8A,PSMD7,ACTR10,DNAH9,PSMB5,RAB1A,SDHD,PSMC6,NXF5,GABARAPL2,ALS2,UQCRC1,PSMA4,SLC1A2,PPP3CC,NDUFB9,PRKN,PSMD3,COX3,TUBA4A,UQCRQ,NDUFB4,PPP3R1,ATG2B,TUBA1A,TRAF2,ACTR1A,NUP160,RB1CC1,DNAH1,ATP5PF,POM121L2,RAE1,NDUFV1,GRIA2,ATP5PB,NDUFB7,PSMA6,DNAH11,NUP155,NUP93,ND6,ACTG1,ND1,NRG1,TBK1,WIPI2,COX8C,COX6B1,ATXN2,NDUFA10,ATXN2L,NDUFB11,PSMD11,CASP3,NDUFS7,TNFRSF1B,CHCHD10,KLC1,COX4I1,TUBB4A,TUBB2B,NDUFC1,EIF2AK3,NDUFS8,TUBA3C,POM121C,CHMP2B,DNALI1,PSMD12,SRSF3,TUBB4B,COX7B2,NUP153,DNAH10,BID,UQCRC2,ATP5F1C,CYC1,PINK1,NOS1,PSMB1,SPG11,COX2,COX7B,TOMM40,NDUFA12,GLE1,NUP35,DCTN5,KIF5B,NDUFA5,EIF2S1,UBQLN2,HSPA5,PSMA7,TUBB2A,MAP2K3,ATP5MC1,ATP5F1E,WDR41,NDUFA1,NDUFA7,DCTN3,NDUFA4,NDC1,TUBB3,COX6B2,MAP3K5,PSMB4,NRG3,GRIN2D,ND5,NUP37,GRIA1,PSMA8,NUP214,TNF,NDUFB5,KIF5C,NDUFA9,ANXA7,COX7A1,BCL2L1,NRG4,GPX5,XBP1,PSMB7,ANG,NEFL,MAPK13,GPX1,GPX7,NDUFA2,GABARAP,COX6C,BECN2,NDUFS4,TUBB8,RANBP2,NDUFA8,GPX2,NDUFB2,ATP6,FIG4,NUP133,SRSF7,PPP3CB,TP53,NUP62,SDHA,COX7C,DNAI1,PSMA1,CYCS,NXF2,UQCR10,PSMC2,SEH1L,GRIN2C,DNAH3,NDUFB8,NDUFS1,PSMD6,NOS2,TARDBP,PSMD13,NDUFA4L2,NDUFS5,DNAH14,NRG2,CASP1,BCL2,DCTN6,COX7A2,PFN3,SDHB,NDUFB10,PSMD1,COX5B,DNAL4,BAD,TUBAL3,ADRM1,DERL1,VDAC1,NXT1,PRPH,NXF3,PSMC3,ATP5MC3,NDUFS2,DNAH6,DNAL1,DAXX,PSMD4,PSMA2,ERN1,POM121,ALYREF,TPR,GPX8,VCP,DCTN4,ATP5PO,ATP5F1B,GRIN2B,DDIT3,ULK2,TUBA1B,ATG14,UQCRH,PFN4,BECN1,NUP210,NUP50,HDAC6,TUBB,NEFM,GPX6,DNAH2,OPTN,NDUFAB1,MAP2K6,ND2,DNAI2,PPP3CA,GPX3,ANXA11,PSMD2,ATG13,NCBP1,MATR3,ATP5PD,PSMA3,UBQLN4,ERBB4,PIK3R4,ATP5MC2,RAC1,PSMB3,NUP88,NUP210L,DCTN2,TUBA3E,NUP98,COX4I2,GRIN1,NDUFA13,MAPK14,PFN1,PSMD14,CCS,PSMC5,NDUFA11,ITPR3,NDUFA6,CAT,ACTR1B,NXT2,SETX,SDHC,KLC2,NUP85,DNAH17,COX7A2L,BAX,CYTB,COX8A,UBQLN3,NUP107,SIGMAR1,PSMC1,HNRNPA3,ATP8,RAB39B,NXF1,ND4,MAPK11,DNAH12,SQSTM1,VAPB,NUP54,TANK,NDUFV2,UQCRFS1,NRBF2	29	364	0
Antigen processing and presentation	0.0	0.0039302630252947696	0.0	0.0	1.0	1.0		TAP2,KIR2DS1,KIR2DS4,HLA-B,HLA-DMA,HLA-DOB,KIR3DL1,KLRC2,KIR3DL3,KIR2DS5,HLA-G,HSPA4,IFI30,HLA-DRB3,TAPBP,HLA-DMB,HSPA1L,HLA-E,CTSB,HSPA8,TNF,HLA-DRA,HLA-DRB5,CANX,CREB1,HLA-A,CTSS,HLA-DQA1,CIITA,B2M,TAP1,KIR2DL1,CTSL,KLRC1,HSPA1B,KIR2DS2,KIR3DL2,PDIA3,CD8B,HSPA2,PSME3,KIR2DL5A,RFXANK,KIR2DL3,KIR2DS3,HSP90AB1,HLA-DPA1,KLRC4,KIR2DL2,NFYB,KIR2DL4,CD74,CALR,LGMN,HSPA1A,HLA-DRB1,IFNG,CD8B2,KLRC3,RFX5,HLA-DQA2,PSME1,KLRD1,HLA-DOA,NFYA,HLA-F,HSP90AA1,HSPA6,NFYC,HLA-DRB4,HLA-DPB1,HLA-DQB1,CD4,HLA-C,CD8A,HSPA5,PSME2,RFXAP	29	78	0
Apelin signaling pathway	0.0	0.006903154288017736	0.0	0.0	1.0	1.0		PRKAG3,PRKACA,APLN,GNAQ,PLCB1,GNA13,GNB3,ADCY7,MYLK4,PLCB4,MYLK2,SPP1,AKT3,MYLK,ADCY2,MYL2,NOTCH3,ADCY4,PRKCE,GNAI2,PIK3CG,GNB2,PPARGC1A,ITPR1,MRAS,RYR1,GNG4,PDE3B,MAPK3,BECN1,MEF2D,CCN2,PRKAA1,NOS3,HRAS,MYL4,CALM1,GNB4,ADCY6,KRAS,SLC8A2,MTOR,CALM2,EGR1,GNG8,GNB1,ADCY10,JAG1,CALM3,TFAM,ADCY1,CDH1,PRKACG,GNAI1,SPHK1,RPS6KB2,GNG3,RRAS2,PIK3R4,GABARAP,BECN2,PRKAB1,GNG12,GNG7,GNGT1,RPS6,SLC8A3,CCND1,AKT1,SMAD4,ADCY5,GNG10,SMAD2,CALML4,SPHK2,UCP1,CALML5,PIK3R5,GNG13,PLCB3,MEF2C,MAP2K2,PRKAG2,ACTA2,NOS1,PIK3R6,PLAT,ITPR3,TGFBR1,CAMK4,PIK3C3,MAP2K1,MYLK3,GNAI3,MYL3,NOS2,ADCY8,RAF1,PLCB2,CALML6,RYR2,HDAC5,RYR3,GABARAPL1,MEF2A,NRF1,MAPK1,GNB5,APLNR,PRKAG1,ITPR2,GNG2,PRKAA2,AKT2,PLIN1,CALML3,HDAC4,RRAS,SMAD3,BORCS8-MEF2B,GNG5,PRKAB2,SLC9A1,GABARAPL2,KLF2,LIPE,RPS6KB1,PRKACB,MEF2B,GNGT2,SERPINE1,ADCY3,SLC8A1,ADCY9,NRAS,AGTR1,GNG11	29	137	0
Arachidonic acid metabolism	0.0	0.003073667237730525	0.0	0.0	1.0	1.0		PTGES2,PLA2G12B,LTC4S,GGT1,GPX6,PLA2G2F,PLA2G5,PTGS2,JMJD7-PLA2G4B,PLA2G2A,ALOX12B,CYP2J2,ALOX15B,GPX2,CYP2C8,PLA2G4C,GGT5,TBXAS1,CYP2C9,PLAAT3,GPX3,HPGDS,PLA2G2C,PLA2G4A,PLA2G4F,CBR3,ALOX15,CYP4F2,PLA2G4E,PTGIS,PLA2G10,PLA2G12A,GPX5,ALOX12,GPX8,PLA2G3,PLA2G2D,CYP2B6,ALOX5,CYP4F3,PTGES,PLA2G6,CBR1,CYP2U1,PLA2G1B,PLA2G4B,PLB1,PLA2G2E,PTGES3,GPX1,PLA2G4D,PRXL2B,GPX7,AKR1C3,PTGS1,LTA4H,CYP2E1,PTGDS,CYP4F8,CYP2C19,EPHX2	29	61	0
Arginine and proline metabolism	0.0	0.002519399375188955	0.0	0.0	1.0	1.0		GOT2,CNDP1,GATM,SMOX,NOS3,AMD1,ALDH9A1,ALDH1B1,AOC1,PRODH2,ALDH4A1,DAO,PYCR3,ALDH7A1,ALDH2,GOT1,ALDH18A1,LAP3,CARNS1,AZIN2,CKM,PYCR1,CKB,GAMT,P4HA2,P4HA3,ODC1,SAT1,CKMT1B,ARG1,MAOA,HOGA1,AGMAT,OAT,GOT1L1,CKMT2,CKMT1A,P4HA1,CNDP2,ARG2,SMS,ALDH3A2,SRM,NOS1,PRODH,SAT2,L3HYPDH,NOS2,MAOB,PYCR2	29	50	0
Arginine biosynthesis	0.0	0.0011085357250831401	0.0	0.0	1.0	1.0		GOT2,NOS3,GLS2,GOT1,ASL,GLS,GLUD2,GPT2,ABHD14A-ACY1,ASS1,NAGS,ARG1,CPS1,GOT1L1,ARG2,NOS1,GLUL,GLUD1,ACY1,GPT,NOS2,OTC	29	22	0
Arrhythmogenic right ventricular cardiomyopathy	0.0	0.0038798750377909905	0.0	0.0	1.0	1.0		CACNB3,PKP2,ITGA5,CACNA1C,JUP,DAG1,TCF7L1,LAMA1,ITGA3,CACNA1S,ITGA2B,ITGA6,SGCG,SGCD,ITGA9,CTNNA1,ACTG1,SGCA,LMNA,TCF7,ITGB5,LEF1,ITGB8,SLC8A2,ITGB6,CTNNA3,CTNNB1,DSC2,ITGA11,CACNG4,CACNB4,CACNG6,SLC8A3,ATP2A3,EMD,CACNG7,CACNG1,ATP2A2,CACNG3,DES,GJA1,ITGB7,ITGB4,ACTN3,CTNNA2,ACTB,CACNA1F,ITGB3,CACNG8,CACNA2D3,LAMA2,CDH2,ATP2A1,ITGA10,CACNG2,ITGAV,ITGA7,RYR2,TCF7L2,ITGA1,ITGA2,SGCB,CACNA2D4,ITGA8,CACNA2D2,CACNG5,ITGB1,SLC8A1,DSP,ITGA4,ACTN2,CACNB2,CACNA2D1,CACNB1,CACNA1D,DSG2,DMD	29	77	0
Ascorbate and aldarate metabolism	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		KL,ALDH9A1,ALDH1B1,UGT1A10,UGT1A3,UGT2B4,UGT1A4,ALDH7A1,ALDH2,UGT2B28,UGDH,UGT2A2,GUSB,UGT2A1,RGN,UGT2B7,UGT1A1,UGT2A3,UGT1A8,UGT1A5,ALDH3A2,UGT2B11,UGT1A7,UGT2B10,UGT2B17,UGT1A6,UGT1A9,UGT2B15,AKR1A1,MIOX	29	30	0
Asthma	0.0	0.001562027612617152	0.0	0.0	1.0	1.0		IL4,TNF,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-DMA,MS4A2,HLA-DOB,HLA-DQA2,HLA-DOA,IL13,EPX,IL3,CD40,FCER1G,HLA-DQA1,HLA-DRB4,HLA-DPB1,HLA-DQB1,CCL11,HLA-DPA1,IGH,CD40LG,IL10,HLA-DRB3,IL5,IL9,HLA-DMB,RNASE3,FCER1A,PRG2	29	31	0
Autoimmune thyroid disease	0.0	0.002670563337700292	0.0	0.0	1.0	1.0		HLA-E,IFNA8,IFNA5,CGA,IL4,HLA-DRA,HLA-B,IFNA13,HLA-DRB5,HLA-DRB1,IFNA6,HLA-DMA,TSHB,PRF1,HLA-DOB,HLA-DQA2,CD28,HLA-DOA,IFNA2,IFNA16,HLA-A,TSHR,CD40,IFNA10,HLA-F,IFNA1,CD80,HLA-DQA1,IFNA17,HLA-DMB,IL2,CD86,HLA-DPB1,HLA-DRB4,HLA-DQB1,IFNA4,HLA-C,TG,IFNA21,HLA-G,FASLG,HLA-DPA1,IFNA7,IFNA14,IGH,CD40LG,IL10,HLA-DRB3,IL5,CTLA4,GZMB,TPO,FAS	29	53	0
Autophagy	0.0	0.006903154288017736	0.0	0.0	1.0	1.0		MTMR3,PRKACA,RPTOR,TRAF6,WDR41,ATG2B,PIK3CA,ATG3,IRS2,MAP3K7,PDPK1,RB1CC1,ATG101,ERN1,AKT3,ATG9A,RRAGB,DAPK2,PIK3R3,DDIT4,HMGB1,ITPR1,INS,ULK2,MRAS,ATG10,ATG14,MLST8,PRAP1,RUBCN,MAPK3,BECN1,MTMR4,PRKAA1,CTSB,STX17,HRAS,ATG4A,TBK1,WIPI2,SH3GLB1,C9ORF72,VMP1,TSC1,ATG4B,KRAS,BCL2L1,MTOR,IGBP1,IRS1,RAB7A,LAMP2,ATG13,HIF1A,ATG5,PRKACG,EIF2AK4,AKT1S1,TP53INP2,RPS6KB2,SNAP29,RRAS2,DAPK3,PIK3R4,GABARAP,CTSL,BECN2,ATG9B,EIF2AK3,DEPTOR,MTMR14,PRKCD,PIK3R2,AKT1,RAB33B,IRS4,AMBRA1,MAPK9,ATG7,RRAGD,STK11,ATG4D,ATG4C,WIPI1,PPP2CB,PIK3R1,MAP2K2,ULK1,TSC2,SMCR8,ATG2A,RHEB,PIK3C3,MAP2K1,CAMKK2,ATG16L1,ATG16L2,RAF1,DAPK1,SUPT20H,GABARAPL1,RAB8A,CTSD,MAPK1,BNIP3,ATG12,PIK3CB,BCL2,PRKAA2,AKT2,RAB1A,RAB39B,MAPK8,RAB7B,RRAS,ZFYVE1,CFLAR,GABARAPL2,SQSTM1,LAMP1,EIF2S1,RPS6KB1,RRAGA,PRKACB,BAD,IGF1R,UVRAG,MAPK10,TANK,PTEN,NRAS,VAMP8,PPP2CA,PIK3CD,RRAGC,NRBF2,PRKCQ	29	137	0
Axon guidance	0.0	0.009170613725687796	0.0	0.0	1.0	1.0		SRGAP3,DPYSL5,UNC5B,FES,CDK5,MYL12B,ARHGEF12,SEMA4G,PPP3R1,PIK3CA,SEMA3A,DPYSL2,FYN,CAMK2G,SMO,CDC42,EFNA4,PDPK1,CXCL12,PLCG2,SEMA3F,PLXNA2,EPHB4,RASA1,NTN4,RHOD,GNAI2,CAMK2D,PAK6,WNT4,PIK3R3,GDF7,EFNA3,NCK2,PPP3R2,RAC2,SLIT3,PLXNA3,RAC3,ENAH,NCK1,BMPR2,ROBO3,EPHA3,MAPK3,CXCR4,PAK4,EPHA1,SEMA4F,LRIG2,CAMK2B,LIMK1,PTK2,HRAS,ABLIM2,PARD3,SEMA3C,SHH,EFNB1,PPP3CA,KRAS,CAMK2A,PLXNB3,SEMA3E,PRKCZ,SSH3,LIMK2,WNT5A,PTPN11,UNC5A,NFATC3,BMPR1B,GNAI1,CFL2,SEMA4D,TRPC4,PTCH1,SEMA3D,PLXNA4,PARD6B,SEMA4B,SEMA7A,NFATC4,RAC1,SEMA6C,BOC,ILK,LRRC4,SEMA6D,LRRC4C,PIK3R2,TRPC1,RHOA,EPHA2,NEO1,SLIT2,EPHA8,SEMA3B,GSK3B,EPHA4,EFNA5,SEMA6B,PPP3CB,PIK3R1,EPHB3,ROCK2,SEMA4A,ABLIM3,SRGAP1,EPHA5,SRGAP2,PAK2,NGEF,PAK1,NFATC2,NTNG1,ABLIM1,EFNB3,SEMA6A,GNAI3,PLXNA1,NTN3,EPHB1,SEMA4C,PLXNB1,PLXNC1,L1CAM,RAF1,EFNA2,RGS3,SRC,MET,PLXNB2,EFNB2,EPHB2,MAPK1,PARD6A,WNT5B,EPHA6,SLIT1,ABL1,UNC5D,DCC,RND1,EFNA1,PIK3CB,BUB1B-PAK6,NTNG2,ROCK1,TRPC5,ROBO1,ROBO2,PARD6G,RRAS,SSH1,RGMA,NRP1,SEMA5B,PAK3,PLCG1,TRPC3,FZD3,PPP3CC,SEMA3G,UNC5C,ITGB1,PRKCA,EPHA7,TRPC6,PAK5,SEMA5A,NRAS,RYK,MYL5,MYL9,MYL12A,BMP7,PIK3CD,SSH2,EPHB6,CFL1,NTN1	29	182	0
Bacterial invasion of epithelial cells	0.0	0.0038798750377909905	0.0	0.0	1.0	1.0		SEPTIN11,PIK3CA,CDC42,SEPTIN6,ITGA5,RHOG,ACTR3B,DNM1,PIK3R3,CTTN,SEPTIN3,BCAR1,ACTR3,ARPC5,CLTC,CTNNA1,CLTA,DNM2,GAB1,SHC2,PTK2,ACTG1,SEPTIN9,CRKL,ARPC3,FN1,CLTB,SEPTIN8,ARPC2,CDH1,CTNNA3,CTNNB1,ELMO2,RAC1,WASF2,SHC4,ARPC1B,SHC1,ILK,WASF1,ELMO3,DNM3,PIK3R2,RHOA,SEPTIN1,VCL,SEPTIN2,MAD2L2,ELMO1,CAV3,PIK3R1,CTNNA2,ACTB,SEPTIN12,WASL,ARHGAP10,HCLS1,ACTR2,ARPC5L,SRC,MET,CLTCL1,ARHGEF26,ARPC1A,PIK3CB,CAV2,PXN,CBL,CD2AP,DOCK1,CAV1,ACTR3C,ITGB1,SHC3,PIK3CD,CRK,ARPC4	29	77	0
