model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Termination R-HSA-73980, Synthesis Of diphthamide-EEF2 R-HSA-5358493	RNA Polymerase III Transcription Termination, Synthesis Of diphthamide-EEF2	Transcriptional Regulation and RNA Polymerase Activity	0.3333333333333333	0.125	0.47127613461012285	GSAI
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061, Signaling By Hedgehog R-HSA-5358351	RNA Polymerase III Transcription Initiation From Type 1 Promoter, Signaling By Hedgehog	Protein Degradation Pathway and Ubiquitin-Mediated Proteolysis	0.0	0.0	0.2652488144499212	GSAI
gpt-3.5-turbo-0125	Reactome_2022	Phospholipid Metabolism R-HSA-1483257, Regulation Of Complement Cascade R-HSA-977606	Phospholipid Metabolism, Regulation Of Complement Cascade	Lipid Metabolism and Phospholipid Signaling	0.3333333333333333	0.0	0.7202576912318429	GSAI
gpt-3.5-turbo-0125	Reactome_2022	Negative Regulation Of MAPK Pathway R-HSA-5675221, Post-transcriptional Silencing By Small RNAs R-HSA-426496	Negative Regulation Of MAPK Pathway, Post-transcriptional Silencing By Small RNAs	MAPK Signaling Cascade and Phosphatase Regulation	0.18181818181818182	0.0	0.5301343436879995	GSAI
gpt-3.5-turbo-0125	Reactome_2022	Gap Junction Trafficking And Regulation R-HSA-157858, RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071	Gap Junction Trafficking And Regulation, RNA Polymerase III Transcription Initiation From Type 3 Promoter	Gap junction, Endocytosis, RNA polymerase III transcription initiation	0.5	0.38461538461538464	0.8435036388492582	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	COPII-mediated Vesicle Transport R-HSA-204005, Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741	COPII-mediated Vesicle Transport, Cobalamin (Cbl, Vitamin B12) Transport And Metabolism	None found.	0.0	0.0	0.1767445836460253	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854, Nucleotide Salvage R-HSA-8956321	Nuclear Pore Complex (NPC) Disassembly, Nucleotide Salvage	Nuclear pore outer ring	0.2857142857142857	0.16666666666666666	0.5474067052666366	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Creatine Metabolism R-HSA-71288, Protein Ubiquitination R-HSA-8852135	Creatine Metabolism, Protein Ubiquitination	Protein K48-linked ubiquitination, Protein ubiquitination, Protein K63-linked ubiquitination, Peptide antigen binding	0.5	0.3333333333333333	0.5522783240612585	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854, Synthesis Of diphthamide-EEF2 R-HSA-5358493	Nuclear Pore Complex (NPC) Disassembly, Synthesis Of diphthamide-EEF2	Nuclear pore organization	0.2222222222222222	0.125	0.5357072121501768	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Translation R-HSA-5368287, Serine Biosynthesis R-HSA-977347	Mitochondrial Translation, Serine Biosynthesis	Mitochondrial large ribosomal subunit, Mitochondrial translation, Serine biosynthetic process	0.75	0.6666666666666666	0.8553564460586419	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Translation Elongation R-HSA-5389840, Pyrimidine Catabolism R-HSA-73621	Mitochondrial Translation Elongation, Pyrimidine Catabolism	Mitochondrial large ribosomal subunit, Mitochondrial ribosome, Mitochondrial translation, Mitochondrial small ribosomal subunit	0.4	0.25	0.565529550845475	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Phospholipid Metabolism R-HSA-1483257, mRNA Splicing - Minor Pathway R-HSA-72165	Phospholipid Metabolism, mRNA Splicing - Minor Pathway	Phospholipid biosynthetic process, RNA splicing, Regulation of phospholipid biosynthetic process	0.3333333333333333	0.0	0.7108990388698178	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Branched-chain Amino Acid Catabolism R-HSA-70895, Synthesis Of Bile Acids And Bile Salts R-HSA-192105	Branched-chain Amino Acid Catabolism, Synthesis Of Bile Acids And Bile Salts	Bile acid biosynthesis, Fatty acid oxidation	0.25	0.09090909090909091	0.7099300386870345	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cobalamin (Cbl) Metabolism R-HSA-9759218, Urea Cycle R-HSA-70635	Cobalamin (Cbl) Metabolism, Urea Cycle	Urea cycle, Cobalamin (Cbl, vitamin B12) metabolism, Methionine metabolism	1.0	0.5	0.8804621449664092	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mineralocorticoid Biosynthesis R-HSA-193993, Protein Ubiquitination R-HSA-8852135	Mineralocorticoid Biosynthesis, Protein Ubiquitination	Protein ubiquitination, Peroxisome organization	0.5	0.3333333333333333	0.617392193875806	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Amino Acid Transport Across Plasma Membrane R-HSA-352230, Sodium/Proton Exchangers R-HSA-425986	Amino Acid Transport Across Plasma Membrane, Sodium/Proton Exchangers	citrulline transport	0.1111111111111111	0.0	0.537102266856956	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cobalamin (Cbl) Metabolism R-HSA-9759218, Prostanoid Ligand Receptors R-HSA-391908	Cobalamin (Cbl) Metabolism, Prostanoid Ligand Receptors	Prostaglandin receptor activity, Response to prostaglandin E, Prostaglandin E2 receptor activity, Vitamin B12 metabolic process, One-carbon metabolic process	0.3333333333333333	0.0	0.6292774575130806	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Gap Junction Trafficking And Regulation R-HSA-157858, Heme Biosynthesis R-HSA-189451	Gap Junction Trafficking And Regulation, Heme Biosynthesis	Gap junction, Heme biosynthetic process, Endocytosis	0.42857142857142855	0.16666666666666666	0.8056038251371647	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Synthesis Of Bile Acids And Bile Salts R-HSA-192105, Zinc Transporters R-HSA-435354	Synthesis Of Bile Acids And Bile Salts, Zinc Transporters	Regulation of bile acid biosynthetic process, Cholesterol metabolism, Metal ion transport	0.4444444444444444	0.25	0.696649346804664	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Glycosphingolipid Metabolism R-HSA-1660662, Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368	Glycosphingolipid Metabolism, Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol	Glycosphingolipid metabolism, Sphingolipid metabolism, Bile acid biosynthesis	0.3333333333333333	0.18181818181818182	0.8477195869054321	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Estrogen Biosynthesis R-HSA-193144, RNA Polymerase III Transcription Termination R-HSA-73980	Estrogen Biosynthesis, RNA Polymerase III Transcription Termination	RNA polymerase III complex, Estrogen biosynthetic process	0.5714285714285714	0.3333333333333333	0.7665606980244299	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Chromosome Maintenance R-HSA-73886, Ephrin Signaling R-HSA-3928664	Chromosome Maintenance, Ephrin Signaling	Transcription, DNA replication, Telomere maintenance	0.25	0.0	0.47004901796032056	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Estrogen Biosynthesis R-HSA-193144, Tryptophan Catabolism R-HSA-71240	Estrogen Biosynthesis, Tryptophan Catabolism	Tryptophan catabolic process, L-tryptophan metabolic process	0.5	0.3333333333333333	0.6187832940765415	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Iron-Sulfur Cluster Biogenesis R-HSA-1362409, Protein Ubiquitination R-HSA-8852135	Mitochondrial Iron-Sulfur Cluster Biogenesis, Protein Ubiquitination	None found.	0.0	0.0	0.19442620548897385	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068, Triglyceride Biosynthesis R-HSA-75109	Bile Acid And Bile Salt Metabolism, Triglyceride Biosynthesis	Bile acid synthesis, Cholesterol homeostasis	0.25	0.14285714285714285	0.7880829099694939	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Muscle Contraction R-HSA-397014, Vitamin D (Calciferol) Metabolism R-HSA-196791	Muscle Contraction, Vitamin D (Calciferol) Metabolism	Calcium ion transport, Potassium ion transport, Sarcoplasmic reticulum, Calcium-dependent protein kinase activity, Inwardly rectifying potassium channel activity	0.0	0.0	0.467954565543644	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499	Mitochondrial Uncoupling, Negative Feedback Regulation Of MAPK Pathway	MAPK signaling pathway	0.25	0.0	0.503737111417202	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	COPII-mediated Vesicle Transport R-HSA-204005, TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789	COPII-mediated Vesicle Transport, TGF-beta Receptor Signaling Activates SMADs	Regulation of transforming growth factor beta receptor signaling pathway, Endoplasmic reticulum to Golgi vesicle-mediated transport, Negative regulation of BMP signaling pathway	0.6	0.2222222222222222	0.6511471095811635	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Post-transcriptional Silencing By Small RNAs R-HSA-426496, Sulfur Amino Acid Metabolism R-HSA-1614635	Post-transcriptional Silencing By Small RNAs, Sulfur Amino Acid Metabolism	One-carbon metabolic process	0.1	0.0	0.4200739747427316	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868, RNA Polymerase III Transcription Initiation From Type 2 Promoter R-HSA-76066	Fatty Acid Metabolism, RNA Polymerase III Transcription Initiation From Type 2 Promoter	Fatty acid biosynthesis, Linoleic acid metabolism, Response to fatty acid	0.25	0.18181818181818182	0.5573799680000162	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Protein Ubiquitination R-HSA-8852135, RNA Polymerase III Transcription Initiation R-HSA-76046	Protein Ubiquitination, RNA Polymerase III Transcription Initiation	Protein polyubiquitination, Transcription initiation from RNA polymerase II promoter	0.7142857142857143	0.3333333333333333	0.8522725379243237	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	O-linked Glycosylation Of Mucins R-HSA-913709, RNA Polymerase III Transcription Initiation R-HSA-76046	O-linked Glycosylation Of Mucins, RNA Polymerase III Transcription Initiation	Mucin type O-glycan biosynthesis, RNA polymerase III transcription initiation, O-linked glycosylation of mucins, RNA polymerase II transcription initiation	1.0	1.0	0.8453700798257429	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Iron Uptake And Transport R-HSA-917937, O-linked Glycosylation Of Mucins R-HSA-913709	Iron Uptake And Transport, O-linked Glycosylation Of Mucins	ATP hydrolysis coupled proton transport, Iron ion transport, Response to iron ion, Proteasome-mediated ubiquitin-dependent protein catabolic process	0.2222222222222222	0.0	0.44121786604991575	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Gap Junction Assembly R-HSA-190861, Inositol Phosphate Metabolism R-HSA-1483249	Gap Junction Assembly, Inositol Phosphate Metabolism	Gap junction, Inositol phosphate metabolism, Phosphoinositide signaling system	0.8333333333333334	0.6	0.8686074815308162	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Protein Ubiquitination R-HSA-8852135, TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789	Protein Ubiquitination, TGF-beta Receptor Signaling Activates SMADs	TGF-beta signaling pathway, Protein ubiquitination, Peroxisome biogenesis, Protein deubiquitination	0.625	0.2857142857142857	0.6988272783716614	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	MTOR Signaling R-HSA-165159, Pentose Phosphate Pathway R-HSA-71336	MTOR Signaling, Pentose Phosphate Pathway	mTOR signaling pathway, Pentose phosphate pathway, Protein synthesis	1.0	0.75	0.8706974876264014	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	COPII-mediated Vesicle Transport R-HSA-204005, Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470	COPII-mediated Vesicle Transport, Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists	Golgi apparatus, Wnt signaling pathway	0.14285714285714285	0.0	0.5991936863607619	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Sphingolipid De Novo Biosynthesis R-HSA-1660661, tRNA Modification In Mitochondrion R-HSA-6787450	Sphingolipid De Novo Biosynthesis, tRNA Modification In Mitochondrion	Sphingosine metabolic process, Sphingolipid metabolism, Sphingolipid biosynthetic process, Sphingolipid signaling pathway, Sphingolipid transduction signaling pathway	0.125	0.0	0.577552295773959	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368, tRNA Modification In Nucleus And Cytosol R-HSA-6782315	Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol, tRNA Modification In Nucleus And Cytosol	tRNA modification, Bile acid and bile salt metabolism	0.4375	0.3333333333333333	0.7477680516505114	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289, Sphingolipid De Novo Biosynthesis R-HSA-1660661	Mitochondrial Fatty Acid Beta-Oxidation, Sphingolipid De Novo Biosynthesis	Fatty acid beta-oxidation, CoA metabolic process, Sphingolipid metabolism	0.5555555555555556	0.375	0.7521475598419903	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Glycosphingolipid Metabolism R-HSA-1660662, Mitochondrial Iron-Sulfur Cluster Biogenesis R-HSA-1362409	Glycosphingolipid Metabolism, Mitochondrial Iron-Sulfur Cluster Biogenesis	Iron-sulfur cluster assembly, Glycosphingolipid metabolic process, Sphingolipid catabolic process	0.7142857142857143	0.5	0.7674016881465923	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068, RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061	Bile Acid And Bile Salt Metabolism, RNA Polymerase III Transcription Initiation From Type 1 Promoter	RNA polymerase III transcription, Bile acid biosynthesis, Cholesterol metabolism	0.4666666666666667	0.2857142857142857	0.7937877493289074	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Gap Junction Trafficking And Regulation R-HSA-157858, Organic Cation Transport R-HSA-549127	Gap Junction Trafficking And Regulation, Organic Cation Transport	Gap junction, Endocytosis, Clathrin-coated vesicle	0.25	0.14285714285714285	0.6186680252382903	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741, Signaling By Retinoic Acid R-HSA-5362517	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism, Signaling By Retinoic Acid	Retinol metabolism, Vitamin B12 metabolism, Vitamin A metabolism	0.2727272727272727	0.1	0.6954526766590307	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	COPII-mediated Vesicle Transport R-HSA-204005, Extracellular Matrix Organization R-HSA-1474244	COPII-mediated Vesicle Transport, Extracellular Matrix Organization	Collagen biosynthetic process, Extracellular matrix organization, Integrin-mediated signaling pathway, Fibrillar collagen trimer, Platelet degranulation	0.5714285714285714	0.3333333333333333	0.5547711600749881	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868, Tyrosine Catabolism R-HSA-8963684	Fatty Acid Metabolism, Tyrosine Catabolism	Arachidonic acid metabolism, Fatty acid metabolism, Linoleic acid metabolism	0.6	0.5	0.6283143035306906	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741, Heme Biosynthesis R-HSA-189451	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism, Heme Biosynthesis	Vitamin B12 transport, Cobalamin metabolic process, Heme biosynthetic process	0.6666666666666666	0.25	0.8143588501415324	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Glycogen Metabolism R-HSA-8982491, Muscle Contraction R-HSA-397014	Glycogen Metabolism, Muscle Contraction	Calcium signaling pathway, Cardiac muscle contraction, Potassium channels, Regulation of heart contraction	0.5	0.3333333333333333	0.5506327702949599	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Glycogen Synthesis R-HSA-3322077, Phenylalanine And Tyrosine Metabolism R-HSA-8963691	Glycogen Synthesis, Phenylalanine And Tyrosine Metabolism	Glycogen biosynthetic process, Tyrosine metabolism	0.5	0.2	0.829441634454171	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	DNA Replication Initiation R-HSA-68952, Negative Regulation Of MAPK Pathway R-HSA-5675221	DNA Replication Initiation, Negative Regulation Of MAPK Pathway	Regulation of MAP kinase activity, Regulation of protein dephosphorylation, DNA replication, Mitogen-activated protein kinase signaling pathway	0.625	0.2857142857142857	0.6851186436408876	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Termination R-HSA-73980, Synthesis Of diphthamide-EEF2 R-HSA-5358493	RNA Polymerase III Transcription Termination, Synthesis Of diphthamide-EEF2	RNA polymerase III complex	0.3333333333333333	0.25	0.6409601742635379	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061, Signaling By Hedgehog R-HSA-5358351	RNA Polymerase III Transcription Initiation From Type 1 Promoter, Signaling By Hedgehog	Proteasome complex, Regulation of cAMP metabolic process, Hedgehog signaling pathway, Cullin-RING ubiquitin ligase complex	0.16666666666666666	0.0	0.4332569018990634	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Phospholipid Metabolism R-HSA-1483257, Regulation Of Complement Cascade R-HSA-977606	Phospholipid Metabolism, Regulation Of Complement Cascade	Phospholipid metabolism, Phosphatidylinositol signaling system, Immune response-lectin induced complement pathway	0.5	0.2	0.7619152905732585	llm2geneset
gpt-3.5-turbo-0125	Reactome_2022	Negative Regulation Of MAPK Pathway R-HSA-5675221, Post-transcriptional Silencing By Small RNAs R-HSA-426496	Negative Regulation Of MAPK Pathway, Post-transcriptional Silencing By Small RNAs	Protein phosphatase 2A complex, Regulation of protein dephosphorylation, Ras signaling pathway, MAPK signaling pathway	0.36363636363636365	0.1	0.5507911266068877	llm2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Bile Acids Synthesis And Enterohepatic Circulation WP4389, TGF Smad Signaling Pathway WP5382	Bile Acids Synthesis And Enterohepatic Circulation, TGF Smad Signaling Pathway	Bile Acid Homeostasis and Signaling Pathways	0.5	0.2222222222222222	0.7257251766128305	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	T Cell Receptor And Co Stimulatory Signaling WP2583, Purine Metabolism WP4792	T Cell Receptor And Co Stimulatory Signaling, Purine Metabolism	T cell receptor signaling	0.4444444444444444	0.25	0.7177003687928852	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Homologous Recombination WP186, Dopamine Metabolism WP2436	Homologous Recombination, Dopamine Metabolism	DNA Repair and Maintenance Pathway	0.0	0.0	0.45940318229730837	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Tryptophan Metabolism WP465, Oxidative Phosphorylation WP623	Tryptophan Metabolism, Oxidative Phosphorylation	Mitochondrial Electron Transport Chain and Energy Production	0.0	0.0	0.45635443725719027	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Methionine Metabolism Leading To Sulfur Amino Acids And Related Disorders WP4292, Aerobic Glycolysis WP4629	Methionine Metabolism Leading To Sulfur Amino Acids And Related Disorders, Aerobic Glycolysis	One-carbon metabolism and glycolysis integration	0.25	0.0	0.5526086839039994	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Mitochondrial Gene Expression WP391, Hedgehog Signaling Pathway WP4249	Mitochondrial Gene Expression, Hedgehog Signaling Pathway	Regulation of Hedgehog Signaling Pathway	0.5	0.4	0.6209339667261446	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Oxidative Stress Response WP408, Mitochondrial Complex IV Assembly WP4922	Oxidative Stress Response, Mitochondrial Complex IV Assembly	Mitochondrial respiratory chain and oxidative stress response	0.5714285714285714	0.3333333333333333	0.7350630344464811	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Triacylglyceride Synthesis WP325, MAPK Cascade WP422	Triacylglyceride Synthesis, MAPK Cascade	Lipid Metabolism and Cell Signaling Cascade	0.25	0.0	0.6494684579256065	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Metabolism Of Sphingolipids In ER And Golgi Apparatus WP4142, Tryptophan Metabolism WP465	Metabolism Of Sphingolipids In ER And Golgi Apparatus, Tryptophan Metabolism	Metabolism and Signaling Pathways	0.2	0.0	0.5150040017663539	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Biotin Metabolism Including IMDs WP5031, DNA Damage Response WP707	Biotin Metabolism Including IMDs, DNA Damage Response	DNA Damage Response and Cell Cycle Regulation	0.42857142857142855	0.3333333333333333	0.5181881082015714	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Sphingolipid Pathway WP1422, T Cell Receptor Signaling Pathway WP69	Sphingolipid Pathway, T Cell Receptor Signaling Pathway	T cell receptor signaling cascade	0.5714285714285714	0.5	0.6314644803171355	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Fatty Acid Biosynthesis WP357, Cholesterol Metabolism WP5304	Fatty Acid Biosynthesis, Cholesterol Metabolism	Lipid Metabolism and Cholesterol Homeostasis	0.4	0.0	0.6640365838391753	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Homologous Recombination WP186, Nucleotide Excision Repair WP4753	Homologous Recombination, Nucleotide Excision Repair	DNA Damage Response and Repair	0.2	0.0	0.592439574379535	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Overview Of Interferons Mediated Signaling Pathway WP4558, Purine Metabolism WP4792	Overview Of Interferons Mediated Signaling Pathway, Purine Metabolism	Interferon Signaling Pathway	0.375	0.14285714285714285	0.767049956238275	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Cholesterol Biosynthesis Pathway WP197, Iron Sulfur Cluster Biogenesis WP5152	Cholesterol Biosynthesis Pathway, Iron Sulfur Cluster Biogenesis	Coenzyme Q10 biosynthesis and mitochondrial function	0.14285714285714285	0.0	0.4935804712207979	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	DNA Mismatch Repair WP531, Glycolysis And Gluconeogenesis WP534	DNA Mismatch Repair, Glycolysis And Gluconeogenesis	Gluconeogenesis and glucose metabolism	0.3333333333333333	0.0	0.5562327514086711	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Fatty Acid Transporters WP5061, TGF Beta Receptor Signaling WP560	Fatty Acid Transporters, TGF Beta Receptor Signaling	TGF-beta signaling and cellular response	0.42857142857142855	0.16666666666666666	0.5866111755553562	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	One Carbon Metabolism WP241, Steroid Biosynthesis WP496	One Carbon Metabolism, Steroid Biosynthesis	One-Carbon Metabolism	0.6	0.5	0.7295919911489581	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Mitochondrial Gene Expression WP391, Urea Cycle And Related Diseases WP4571	Mitochondrial Gene Expression, Urea Cycle And Related Diseases	Mitochondrial biogenesis and metabolism	0.25	0.0	0.5325844790950078	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Oxidative Stress Response WP408, MAPK Cascade WP422	Oxidative Stress Response, MAPK Cascade	Oxidative stress response and antioxidant defense	0.6	0.5	0.7077992466181688	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Synthesis Of Ceramides And 1 Deoxyceramides WP5194, DNA Damage Response WP707	Synthesis Of Ceramides And 1 Deoxyceramides, DNA Damage Response	DNA Damage Response and Cell Cycle Regulation	0.4444444444444444	0.25	0.5486231455234842	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Pyrimidine Metabolism And Related Diseases WP4225, T Cell Receptor Signaling Pathway WP69	Pyrimidine Metabolism And Related Diseases, T Cell Receptor Signaling Pathway	Immune signaling and activation	0.2	0.0	0.3846797511579225	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Urea Cycle And Associated Pathways WP4595	Vitamin D Metabolism, Urea Cycle And Associated Pathways	Urea cycle and vitamin D metabolism	0.75	0.5714285714285714	0.843923171336232	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Proteoglycan Biosynthesis WP4784	Vitamin D Metabolism, Proteoglycan Biosynthesis	Vitamin D metabolism and regulation	0.6	0.5	0.6906524328336835	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Mitochondrial Gene Expression WP391, DNA Replication WP466	Mitochondrial Gene Expression, DNA Replication	DNA Replication and Repair	0.4	0.25	0.5603420650640378	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Apoptosis Modulation And Signaling WP1772, Tyrosine Metabolism And Related Disorders WP4506	Apoptosis Modulation And Signaling, Tyrosine Metabolism And Related Disorders	Regulation of Apoptosis	0.1111111111111111	0.0	0.522256670659275	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Histone Modifications WP2369, Nucleotide Excision Repair WP4753	Histone Modifications, Nucleotide Excision Repair	DNA Damage Repair and Chromatin Remodeling	0.2	0.0	0.6887265271946519	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Sphingolipid Metabolism In Senescence WP5121, Cholesterol Metabolism WP5304	Sphingolipid Metabolism In Senescence, Cholesterol Metabolism	Lipid metabolism and cholesterol homeostasis	0.3333333333333333	0.0	0.6150600263732234	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Purinergic Signaling WP4900	Vitamin D Metabolism, Purinergic Signaling	Calcium signaling and metabolism regulation	0.4	0.0	0.6254765871224512	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Non Homologous End Joining WP438, TGF Beta Receptor Signaling WP560	Non Homologous End Joining, TGF Beta Receptor Signaling	TGF-beta signaling pathway regulation and cellular responses	0.375	0.14285714285714285	0.5397096485316314	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Leukotriene Metabolic Pathway WP5171, Mitochondrial Beta Oxidation WP5241	Leukotriene Metabolic Pathway, Mitochondrial Beta Oxidation	Fatty acid metabolism and lipid peroxidation	0.16666666666666666	0.0	0.5591371839727286	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Sphingolipid Metabolism Integrated Pathway WP4726, Insulin Signaling WP481	Sphingolipid Metabolism Integrated Pathway, Insulin Signaling	Intracellular signaling and kinase cascade regulation	0.16666666666666666	0.0	0.49493225567079513	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Homologous Recombination WP186, DNA Damage Response WP707	Homologous Recombination, DNA Damage Response	DNA damage response and repair	0.6	0.5	0.6813633446074814	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Non Homologous End Joining WP438, Notch Signaling Pathway WP61	Non Homologous End Joining, Notch Signaling Pathway	Notch signaling pathway regulation and cellular fate determination	0.42857142857142855	0.3333333333333333	0.538197900142411	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Unfolded Protein Response WP4925, Oxidative Phosphorylation WP623	Unfolded Protein Response, Oxidative Phosphorylation	Mitochondrial electron transport chain and apoptosis regulation	0.0	0.0	0.46638205006991285	GSAI
