lib_name	descr	num_genes
WikiPathway_2023_Human	Krebs Cycle Disorders WP4236	13
WikiPathway_2023_Human	Epithelial To Mesenchymal Transition In Colorectal Cancer WP4239	160
WikiPathway_2023_Human	Regulation Of Sister Chromatid Separation At The Metaphase Anaphase Transition WP4240	15
WikiPathway_2023_Human	Type 2 Papillary Renal Cell Carcinoma WP4241	34
WikiPathway_2023_Human	Hedgehog Signaling Pathway WP4249	43
WikiPathway_2023_Human	Non Small Cell Lung Cancer WP4255	72
WikiPathway_2023_Human	lncRNA In Canonical Wnt Signaling And Colorectal Cancer WP4258	93
WikiPathway_2023_Human	Disorders Of Folate Metabolism And Transport WP4259	19
WikiPathway_2023_Human	Breast Cancer Pathway WP4262	154
WikiPathway_2023_Human	Pancreatic Adenocarcinoma Pathway WP4263	89
WikiPathway_2023_Human	Ethanol Metabolism Production Of ROS By CYP2E1 WP4269	9
WikiPathway_2023_Human	Vitamin B12 Disorders WP4271	13
WikiPathway_2023_Human	Wnt Signaling WP428	114
WikiPathway_2023_Human	MTHFR Deficiency WP4288	24
WikiPathway_2023_Human	Metabolic Reprogramming In Colon Cancer WP4290	42
WikiPathway_2023_Human	Methionine Metabolism Leading To Sulfur Amino Acids And Related Disorders WP4292	13
WikiPathway_2023_Human	Thiamine Metabolic Pathways WP4297	9
WikiPathway_2023_Human	Acute Viral Myocarditis WP4298	84
WikiPathway_2023_Human	Lamin A Processing Pathway WP4299	3
WikiPathway_2023_Human	Oxidation By Cytochrome P450 WP43	63
WikiPathway_2023_Human	Statin Inhibition Of Cholesterol Production WP430	29
WikiPathway_2023_Human	Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300	19
WikiPathway_2023_Human	Inhibition Of Exosome Biogenesis And Secretion By Manumycin A In CRPC Cells WP4301	18
WikiPathway_2023_Human	Oligodendrocyte Specification And Differentiation Leading To Myelin Components For CNS WP4304	30
WikiPathway_2023_Human	Rett Syndrome Causing Genes WP4312	48
WikiPathway_2023_Human	Ferroptosis WP4313	64
WikiPathway_2023_Human	Mitochondrial Fatty Acid Synthesis Pathway WP4317	6
WikiPathway_2023_Human	Effect Of Progerin On Genes Involved In Hutchinson Gilford Progeria Syndrome WP4320	37
WikiPathway_2023_Human	Thermogenesis WP4321	108
WikiPathway_2023_Human	Mitochondrial Complex I Assembly Model OXPHOS System WP4324	56
WikiPathway_2023_Human	miRNA Role In Immune Response In Sepsis WP4329	37
WikiPathway_2023_Human	Neovascularisation Processes WP4331	37
WikiPathway_2023_Human	ncRNAs Involved In Wnt Signaling In Hepatocellular Carcinoma WP4336	85
WikiPathway_2023_Human	ncRNAs Involved In STAT3 Signaling In Hepatocellular Carcinoma WP4337	13
WikiPathway_2023_Human	Non Genomic Actions Of 1 25 Dihydroxyvitamin D3 WP4341	75
WikiPathway_2023_Human	Vitamins A And D Action Mechanisms WP4342	3
WikiPathway_2023_Human	Ciliary Landscape WP4352	213
WikiPathway_2023_Human	NRF2 ARE Regulation WP4357	23
WikiPathway_2023_Human	EGF EGFR Signaling Pathway WP437	159
WikiPathway_2023_Human	Non Homologous End Joining WP438	10
WikiPathway_2023_Human	Bile Acids Synthesis And Enterohepatic Circulation WP4389	12
WikiPathway_2023_Human	Nonalcoholic Fatty Liver Disease WP4396	154
WikiPathway_2023_Human	Model For Regulation Of MSMP Expression In Cancer Cells And Its Proangiogenic Role In Ovarian Tumors WP4397	3
WikiPathway_2023_Human	Platelet Mediated Interactions With Vascular And Circulating Cells WP4462	17
WikiPathway_2023_Human	LTF Danger Signal Response Pathway WP4478	19
WikiPathway_2023_Human	Supression Of HMGB1 Mediated Inflammation By THBD WP4479	9
WikiPathway_2023_Human	Altered Glycosylation Of MUC1 In Tumor Microenvironment WP4480	9
WikiPathway_2023_Human	Resistin As A Regulator Of Inflammation WP4481	33
WikiPathway_2023_Human	Vitamin D In Inflammatory Diseases WP4482	22
WikiPathway_2023_Human	Relationship Between Inflammation COX 2 And EGFR WP4483	25
WikiPathway_2023_Human	Control Of Immune Tolerance By Vasoactive Intestinal Peptide WP4484	13
WikiPathway_2023_Human	Cells And Molecules Involved In Local Acute Inflammatory Response WP4493	17
WikiPathway_2023_Human	Selective Expression Of Chemokine Receptors During T Cell Polarization WP4494	29
WikiPathway_2023_Human	IL 10 Anti Inflammatory Signaling Pathway WP4495	12
WikiPathway_2023_Human	Signal Transduction Through IL1R WP4496	33
WikiPathway_2023_Human	G1 To S Cell Cycle Control WP45	64
WikiPathway_2023_Human	Cysteine And Methionine Catabolism WP4504	15
WikiPathway_2023_Human	Tyrosine Metabolism And Related Disorders WP4506	5
WikiPathway_2023_Human	Molybdenum Cofactor Moco Biosynthesis WP4507	7
WikiPathway_2023_Human	Gamma Glutamyl Cycle For The Biosynthesis And Degradation Of Glutathione Including Diseases WP4518	6
WikiPathway_2023_Human	Cerebral Organic Acidurias Including Diseases WP4519	8
WikiPathway_2023_Human	Glycosylation And Related Congenital Defects WP4521	25
WikiPathway_2023_Human	Metabolic Pathway Of LDL HDL And TG Including Diseases WP4522	17
WikiPathway_2023_Human	Classical Pathway Of Steroidogenesis With Glucocorticoid And Mineralocorticoid Metabolism WP4523	16
WikiPathway_2023_Human	Alternative Pathway Of Fetal Androgen Synthesis WP4524	11
WikiPathway_2023_Human	Inflammatory Response Pathway WP453	30
WikiPathway_2023_Human	Intraflagellar Transport Proteins Binding To Dynein WP4532	27
WikiPathway_2023_Human	Transcription Co Factors SKI And SKIL Protein Partners WP4533	18
WikiPathway_2023_Human	Mechanoregulation And Pathology Of YAP TAZ Via Hippo And Non Hippo Mechanisms WP4534	47
WikiPathway_2023_Human	Envelope Proteins And Their Potential Roles In EDMD Physiopathology WP4535	46
WikiPathway_2023_Human	Genes Related To Primary Cilium Development Based On CRISPR WP4536	102
WikiPathway_2023_Human	Hippo YAP Signaling WP4537	22
WikiPathway_2023_Human	Regulatory Circuits Of The STAT3 Signaling Pathway WP4538	78
WikiPathway_2023_Human	Synaptic Signaling Pathways Associated With Autism Spectrum Disorder WP4539	50
WikiPathway_2023_Human	Hippo Signaling Regulation Pathways WP4540	98
WikiPathway_2023_Human	Hippo Merlin Signaling Dysregulation WP4541	120
WikiPathway_2023_Human	Leukocyte Intrinsic Hippo Pathway Functions WP4542	34
WikiPathway_2023_Human	Oxysterols Derived From Cholesterol WP4545	51
WikiPathway_2023_Human	Fragile X Syndrome WP4549	122
WikiPathway_2023_Human	GPCRs Class A Rhodopsin Like WP455	259
WikiPathway_2023_Human	FBXL10 Enhancement Of MAP ERK Signaling In Diffuse Large B Cell Lymphoma WP4553	33
WikiPathway_2023_Human	Overview Of Interferons Mediated Signaling Pathway WP4558	37
WikiPathway_2023_Human	Interactions Between Immune Cells And microRNAs In Tumor Microenvironment WP4559	28
WikiPathway_2023_Human	MFAP5 Effect On Permeability And Motility Of Endothelial Cells Via Cytoskeleton Rearrangement WP4560	18
WikiPathway_2023_Human	Cell Migration And Invasion Through p75NTR WP4561	30
WikiPathway_2023_Human	Canonical NF kB Pathway WP4562	8
WikiPathway_2023_Human	Neural Crest Cell Migration During Development WP4564	40
WikiPathway_2023_Human	Neural Crest Cell Migration In Cancer WP4565	43
WikiPathway_2023_Human	Translation Inhibitors In Chronically Activated PDGFRA Cells WP4566	46
WikiPathway_2023_Human	Urea Cycle And Related Diseases WP4571	9
WikiPathway_2023_Human	Neurodegeneration With Brain Iron Accumulation NBIA Subtypes Pathway WP4577	44
WikiPathway_2023_Human	Cancer Immunotherapy By CTLA4 Blockade WP4582	14
WikiPathway_2023_Human	Biomarkers For Urea Cycle Disorders WP4583	12
WikiPathway_2023_Human	Biomarkers For Pyrimidine Metabolism Disorders WP4584	15
WikiPathway_2023_Human	Cancer Immunotherapy By PD 1 Blockade WP4585	23
WikiPathway_2023_Human	Metabolism Of Alpha Linolenic Acid WP4586	6
WikiPathway_2023_Human	Major Receptors Targeted By Epinephrine And Norepinephrine WP4589	16
WikiPathway_2023_Human	Urea Cycle And Associated Pathways WP4595	21
WikiPathway_2023_Human	Aerobic Glycolysis WP4629	12
WikiPathway_2023_Human	Measles Virus Infection WP4630	136
WikiPathway_2023_Human	Tryptophan Metabolism WP465	33
WikiPathway_2023_Human	Cytosolic DNA Sensing Pathway WP4655	74
WikiPathway_2023_Human	Joubert Syndrome WP4656	76
WikiPathway_2023_Human	22Q11 2 Copy Number Variation Syndrome WP4657	118
WikiPathway_2023_Human	Small Cell Lung Cancer WP4658	95
WikiPathway_2023_Human	Gastrin Signaling Pathway WP4659	115
WikiPathway_2023_Human	DNA Replication WP466	42
WikiPathway_2023_Human	Amino Acid Metabolism Pathway Excerpt Histidine Catabolism Extension WP4661	6
WikiPathway_2023_Human	Hepatitis B Infection WP4666	150
WikiPathway_2023_Human	Male Infertility WP4673	145
WikiPathway_2023_Human	Head And Neck Squamous Cell Carcinoma WP4674	73
WikiPathway_2023_Human	Melanoma WP4685	68
WikiPathway_2023_Human	Leucine Isoleucine And Valine Metabolism WP4686	23
WikiPathway_2023_Human	Serine Metabolism WP4688	8
WikiPathway_2023_Human	Vitamin D Sensitive Calcium Signaling In Depression WP4698	36
WikiPathway_2023_Human	Hedgehog Signaling Pathway WP47	16
WikiPathway_2023_Human	Pathways Of Nucleic Acid Metabolism And Innate Immune Sensing WP4705	16
WikiPathway_2023_Human	Cholesterol Metabolism With Bloch And Kandutsch Russell Pathways WP4718	47
WikiPathway_2023_Human	Eicosanoid Metabolism Via Cyclooxygenases COX WP4719	31
WikiPathway_2023_Human	Eicosanoid Metabolism Via Cytochrome P450 Monooxygenases Pathway WP4720	9
WikiPathway_2023_Human	Eicosanoid Metabolism Via Lipooxygenases LOX WP4721	28
WikiPathway_2023_Human	Glycerolipids And Glycerophospholipids WP4722	22
WikiPathway_2023_Human	Omega 3 Omega 6 Fatty Acid Synthesis WP4723	15
WikiPathway_2023_Human	Omega 9 Fatty Acid Synthesis WP4724	14
WikiPathway_2023_Human	Sphingolipid Metabolism Overview WP4725	25
WikiPathway_2023_Human	Sphingolipid Metabolism Integrated Pathway WP4726	26
WikiPathway_2023_Human	Endochondral Ossification WP474	63
WikiPathway_2023_Human	Ketogenesis And Ketolysis WP4742	8
WikiPathway_2023_Human	Thyroid Hormones Production And Peripheral Downstream Signaling Effects WP4746	93
WikiPathway_2023_Human	Netrin UNC5B Signaling Pathway WP4747	52
WikiPathway_2023_Human	Base Excision Repair WP4752	31
WikiPathway_2023_Human	Nucleotide Excision Repair WP4753	44
WikiPathway_2023_Human	IL 18 Signaling Pathway WP4754	56
WikiPathway_2023_Human	Renin Angiotensin Aldosterone System RAAS WP4756	44
WikiPathway_2023_Human	Nephrotic Syndrome WP4758	45
WikiPathway_2023_Human	PKC Gamma Calcium Signaling Pathway In Ataxia WP4760	22
WikiPathway_2023_Human	FGFR3 Signaling In Chondrocyte Proliferation And Terminal Differentiation WP4767	27
WikiPathway_2023_Human	Cytoplasmic Ribosomal Proteins WP477	88
WikiPathway_2023_Human	Proteoglycan Biosynthesis WP4784	18
WikiPathway_2023_Human	Somitogenesis In The Context Of Spondylocostal Dysostosis WP4785	9
WikiPathway_2023_Human	Type I Collagen Synthesis In The Context Of Osteogenesis Imperfecta WP4786	33
WikiPathway_2023_Human	Osteoblast Differentiation And Related Diseases WP4787	118
WikiPathway_2023_Human	Autosomal Recessive Osteopetrosis Pathways WP4788	11
WikiPathway_2023_Human	MED And Pseudoachondroplasia Genes WP4789	6
WikiPathway_2023_Human	FGF23 Signaling In Hypophosphatemic Rickets And Related Disorders WP4790	23
WikiPathway_2023_Human	Purine Metabolism WP4792	13
WikiPathway_2023_Human	Ciliopathies WP4803	184
WikiPathway_2023_Human	Cholesterol Biosynthesis With Skeletal Dysplasias WP4804	7
WikiPathway_2023_Human	EGFR Tyrosine Kinase Inhibitor Resistance WP4806	84
WikiPathway_2023_Human	Endochondral Ossification With Skeletal Dysplasias WP4808	63
WikiPathway_2023_Human	Insulin Signaling WP481	160
WikiPathway_2023_Human	Somatic Sex Determination WP4814	14
WikiPathway_2023_Human	Glycosaminoglycan Degradation WP4815	17
WikiPathway_2023_Human	TGF Beta Receptor Signaling In Skeletal Dysplasias WP4816	58
WikiPathway_2023_Human	Conversion Of Angiotensinogen To Angiotensin II WP4818	5
WikiPathway_2023_Human	Genes Controlling Nephrogenesis WP4823	44
WikiPathway_2023_Human	mBDNF And proBDNF Regulation Of GABA Neurotransmission WP4829	38
WikiPathway_2023_Human	GDNF RET Signaling Axis WP4830	23
WikiPathway_2023_Human	Regucalcin In Proximal Tubule Epithelial Kidney Cells WP4838	32
WikiPathway_2023_Human	Mammalian Disorder Of Sexual Development WP4842	25
WikiPathway_2023_Human	Influence Of Laminopathies On Wnt Signaling WP4844	35
WikiPathway_2023_Human	SARS CoV 2 And COVID 19 Pathway WP4846	10
WikiPathway_2023_Human	Linoleic Acid Metabolism Affected By SARS CoV 2 WP4853	6
WikiPathway_2023_Human	Intracellular Trafficking Proteins Involved In CMT Neuropathy WP4856	27
WikiPathway_2023_Human	Hijack Of Ubiquitination By SARS CoV 2 WP4860	8
WikiPathway_2023_Human	Endoplasmic Reticulum Stress Response In Coronavirus Infection WP4861	46
WikiPathway_2023_Human	Host Pathogen Interaction Of Human Coronaviruses Autophagy WP4863	19
WikiPathway_2023_Human	Host Pathogen Interaction Of Human Coronaviruses Apoptosis WP4864	21
WikiPathway_2023_Human	Type I Interferon Induction And Signaling During SARS CoV 2 Infection WP4868	31
WikiPathway_2023_Human	Kisspeptin Kisspeptin Receptor System In The Ovary WP4871	39
WikiPathway_2023_Human	MAP3K1 Role In Promoting And Blocking Gonadal Determination WP4872	17
WikiPathway_2023_Human	Peroxiredoxin 2 Induced Ovarian Failure WP4873	8
WikiPathway_2023_Human	CAMKK2 Pathway WP4874	33
WikiPathway_2023_Human	Disruption Of Postsynaptic Signaling By CNV WP4875	33
WikiPathway_2023_Human	Activation Of NLRP3 Inflammasome By SARS CoV 2 WP4876	7
WikiPathway_2023_Human	Host Pathogen Interaction Of Human Coronaviruses MAPK Signaling WP4877	36
WikiPathway_2023_Human	Overlap Between Signal Transduction Pathways Contributing To LMNA Laminopathies WP4879	55
WikiPathway_2023_Human	Host Pathogen Interaction Of Human Coronaviruses Interferon Induction WP4880	32
WikiPathway_2023_Human	SARS CoV 2 And ACE2 Receptor Molecular Mechanisms WP4883	7
WikiPathway_2023_Human	Pathogenesis Of SARS CoV 2 Mediated By Nsp9 Nsp10 Complex WP4884	21
WikiPathway_2023_Human	COVID 19 Adverse Outcome Pathway WP4891	15
WikiPathway_2023_Human	IL 2 Signaling Pathway WP49	37
WikiPathway_2023_Human	Purinergic Signaling WP4900	33
WikiPathway_2023_Human	LDLRAD4 And What We Know About It WP4904	7
WikiPathway_2023_Human	1Q21 1 Copy Number Variation Syndrome WP4905	27
WikiPathway_2023_Human	3Q29 Copy Number Variation Syndrome WP4906	63
WikiPathway_2023_Human	SARS Coronavirus And Innate Immunity WP4912	30
WikiPathway_2023_Human	Proximal Tubule Transport WP4917	57
WikiPathway_2023_Human	Cellular Proteostasis WP4918	6
WikiPathway_2023_Human	Neuroinflammation WP4919	13
WikiPathway_2023_Human	Mitochondrial Complex II Assembly WP4920	8
WikiPathway_2023_Human	Mitochondrial Complex III Assembly WP4921	16
WikiPathway_2023_Human	Mitochondrial Complex IV Assembly WP4922	34
WikiPathway_2023_Human	Autophagy WP4923	30
WikiPathway_2023_Human	Unfolded Protein Response WP4925	24
WikiPathway_2023_Human	COVID 19 Thrombosis And Anticoagulation WP4927	7
WikiPathway_2023_Human	MAPK Pathway In Congenital Thyroid Cancer WP4928	16
WikiPathway_2023_Human	7Q11 23 Copy Number Variation Syndrome WP4932	104
WikiPathway_2023_Human	Perturbations To Host Cell Autophagy Induced By SARS CoV 2 Proteins WP4936	18
WikiPathway_2023_Human	15Q11 2 Copy Number Variation Syndrome WP4940	9
WikiPathway_2023_Human	GPR143 In Melanocytes And Retinal Pigment Epithelium Cells WP4941	30
WikiPathway_2023_Human	15Q13 3 Copy Number Variation Syndrome WP4942	20
WikiPathway_2023_Human	DNA Repair Pathways Full Network WP4946	120
WikiPathway_2023_Human	Nitric Oxide Metabolism In Cystic Fibrosis WP4947	13
WikiPathway_2023_Human	16P11 2 Proximal Deletion Syndrome WP4949	74
WikiPathway_2023_Human	16P11 2 Distal Deletion Syndrome WP4950	31
WikiPathway_2023_Human	Steroid Biosynthesis WP496	10
WikiPathway_2023_Human	STING Pathway In Kawasaki Like Disease And COVID 19 WP4961	21
WikiPathway_2023_Human	Airway Smooth Muscle Cell Contraction WP4962	16
WikiPathway_2023_Human	P53 Transcriptional Gene Network WP4963	91
WikiPathway_2023_Human	Fluoroacetic Acid Toxicity WP4966	6
WikiPathway_2023_Human	RAS And Bradykinin Pathways In COVID 19 WP4969	29
WikiPathway_2023_Human	Urea Cycle And Metabolism Of Amino Groups WP497	21
WikiPathway_2023_Human	Galanin Receptor Pathway WP4970	16
WikiPathway_2023_Human	Phosphoinositides Metabolism WP4971	49
WikiPathway_2023_Human	Glycogen Synthesis And Degradation WP500	40
WikiPathway_2023_Human	GPCRs Class C Metabotropic Glutamate Pheromone WP501	15
WikiPathway_2023_Human	Nsp1 From SARS CoV 2 Inhibits Translation Initiation In The Host Cell WP5027	16
WikiPathway_2023_Human	Amino Acid Transport Defects IEMs WP5029	9
WikiPathway_2023_Human	Biotin Metabolism Including IMDs WP5031	9
WikiPathway_2023_Human	Genes Associated With The Development Of Rheumatoid Arthritis WP5033	18
WikiPathway_2023_Human	Angiotensin II Receptor Type 1 Pathway WP5036	28
WikiPathway_2023_Human	Riboflavin And CoQ Disorders WP5037	14
WikiPathway_2023_Human	Mitochondrial Immune Response To SARS CoV 2 WP5038	32
WikiPathway_2023_Human	SARS CoV 2 Innate Immunity Evasion And Cell Specific Immune Response WP5039	66
WikiPathway_2023_Human	Pentose Phosphate Pathway In Senescent Cells WP5043	8
WikiPathway_2023_Human	Kynurenine Pathway And Links To Cell Senescence WP5044	23
WikiPathway_2023_Human	NAD Metabolism In Oncogene Induced Senescence And Mitochondrial Dysfunction Associated Senescence WP5046	22
WikiPathway_2023_Human	Glycolysis In Senescence WP5049	11
WikiPathway_2023_Human	TCA Cycle In Senescence WP5050	10
WikiPathway_2023_Human	Nephrogenesis WP5052	18
WikiPathway_2023_Human	Development Of Ureteric Collection System WP5053	60
WikiPathway_2023_Human	Burn Wound Healing WP5055	74
WikiPathway_2023_Human	Fatty Acid Transporters WP5061	18
WikiPathway_2023_Human	FOXP3 In COVID 19 WP5063	15
WikiPathway_2023_Human	7 Oxo C And 7 Beta HC Pathways WP5064	27
WikiPathway_2023_Human	SARS CoV 2 Altering Angiogenesis Via NRP1 WP5065	5
WikiPathway_2023_Human	FOXA2 Pathway WP5066	21
WikiPathway_2023_Human	Modulators Of TCR Signaling And T Cell Activation WP5072	61
WikiPathway_2023_Human	Kallmann Syndrome WP5074	24
WikiPathway_2023_Human	Soluble ACE2 Mediated Cell Entry Of SARS CoV 2 WP5076	4
WikiPathway_2023_Human	T Cell Modulation In Pancreatic Cancer WP5078	46
WikiPathway_2023_Human	Neuroinflammation And Glutamatergic Signaling WP5083	140
WikiPathway_2023_Human	Vasopressin Regulated Water Reabsorption WP5085	44
WikiPathway_2023_Human	Pleural Mesothelioma WP5087	437
WikiPathway_2023_Human	Prostaglandin Signaling WP5088	33
WikiPathway_2023_Human	Kinin Kallikrein Pathway WP5089	7
WikiPathway_2023_Human	Complement System In Neuronal Development And Plasticity WP5090	106
WikiPathway_2023_Human	Interactions Of Natural Killer Cells In Pancreatic Cancer WP5092	28
WikiPathway_2023_Human	Orexin Receptor Pathway WP5094	88
WikiPathway_2023_Human	Overview Of Proinflammatory And Profibrotic Mediators WP5095	129
WikiPathway_2023_Human	CCL18 Signaling Pathway WP5097	6
WikiPathway_2023_Human	T Cell Activation SARS CoV 2 WP5098	88
WikiPathway_2023_Human	Regulation Of Actin Cytoskeleton WP51	150
WikiPathway_2023_Human	Congenital Generalized Lipodystrophy WP5101	18
WikiPathway_2023_Human	Familial Partial Lipodystrophy WP5102	30
WikiPathway_2023_Human	Progeria Associated Lipodystrophy WP5103	22
WikiPathway_2023_Human	Acquired Partial Lipodystrophy Barraquer Simons Syndrome WP5104	10
WikiPathway_2023_Human	Familial Hyperlipidemia Type 1 WP5108	18
WikiPathway_2023_Human	Familial Hyperlipidemia Type 2 WP5109	16
WikiPathway_2023_Human	Familial Hyperlipidemia Type 3 WP5110	13
WikiPathway_2023_Human	Familial Hyperlipidemia Type 4 WP5111	22
WikiPathway_2023_Human	Familial Hyperlipidemia Type 5 WP5112	15
WikiPathway_2023_Human	Antiviral And Anti Inflammatory Effects Of Nrf2 On SARS CoV 2 Pathway WP5113	31
WikiPathway_2023_Human	Nucleotide Excision Repair In Xeroderma Pigmentosum WP5114	75
WikiPathway_2023_Human	Network Map Of SARS CoV 2 Signaling Pathway WP5115	218
WikiPathway_2023_Human	SARS CoV 2 B 1 1 7 Variant Antagonises Innate Immune Activation WP5116	9
WikiPathway_2023_Human	Cohesin Complex Cornelia De Lange Syndrome WP5117	34
WikiPathway_2023_Human	SMC1 SMC3 Role In DNA Damage Cornelia De Lange Syndrome WP5118	11
WikiPathway_2023_Human	NIPBL Role In DNA Damage Cornelia De Lange Syndrome WP5119	8
WikiPathway_2023_Human	Inclusion Body Myositis WP5120	11
WikiPathway_2023_Human	Sphingolipid Metabolism In Senescence WP5121	28
WikiPathway_2023_Human	Prostaglandin And Leukotriene Metabolism In Senescence WP5122	31
WikiPathway_2023_Human	Mitochondrial Fatty Acid Oxidation Disorders WP5123	19
WikiPathway_2023_Human	Alzheimer 39 S Disease WP5124	260
WikiPathway_2023_Human	Th17 Cell Differentiation Pathway WP5130	69
WikiPathway_2023_Human	Non Classical Role Of Vitamin D WP5133	8
WikiPathway_2023_Human	NRP1 Triggered Signaling Pathways In Pancreatic Cancer WP5144	53
WikiPathway_2023_Human	Lipid Metabolism In Senescent Cells WP5149	20
WikiPathway_2023_Human	Iron Sulfur Cluster Biogenesis WP5152	15
WikiPathway_2023_Human	N Glycan Biosynthesis WP5153	57
WikiPathway_2023_Human	Arachidonic Acid AA ARA Oxylipin Metabolism WP5155	4
WikiPathway_2023_Human	Urotensin II Mediated Signaling Pathway WP5158	69
WikiPathway_2023_Human	Hypertrophy Model WP516	20
WikiPathway_2023_Human	Glyoxylate Metabolism WP5166	11
WikiPathway_2023_Human	Hemesynthesis Defects And Porphyrias WP5169	9
WikiPathway_2023_Human	Leukotriene Metabolic Pathway WP5171	13
WikiPathway_2023_Human	Iron Metabolism Disorders WP5172	17
WikiPathway_2023_Human	Disorders Of Galactose Metabolism WP5173	13
WikiPathway_2023_Human	Ulcerative Colitis Signaling WP5174	18
WikiPathway_2023_Human	Disorders In Ketone Body Synthesis WP5175	5
WikiPathway_2023_Human	Disorders Of Bile Acid Synthesis And Biliary Transport WP5176	29
WikiPathway_2023_Human	Disorders Of Fructose Metabolism WP5178	14
WikiPathway_2023_Human	Biosynthesis And Turnover Of 1 Deoxy Sphingoid Bases WP5179	8
WikiPathway_2023_Human	DYRK1A Involvement Regarding Cell Proliferation In Brain Development WP5180	62
WikiPathway_2023_Human	Roles Of Ceramides In Development Of Insulin Resistance WP5181	23
WikiPathway_2023_Human	Pro Survival Signaling Of Neuroprotectin D1 WP5182	15
WikiPathway_2023_Human	SARS CoV 2 Mitochondrial Chronic Oxidative Stress And Endothelial Dysfunction WP5183	26
WikiPathway_2023_Human	Vitamin K Metabolism And Activation Of Dependent Proteins WP5186	13
WikiPathway_2023_Human	mRNA Vaccine Activation Of Dendritic Cell And Induction Of IFN 1 WP5187	10
WikiPathway_2023_Human	Copper Metabolism WP5189	4
WikiPathway_2023_Human	Creatine Pathway WP5190	5
WikiPathway_2023_Human	Resolvin E1 And Resolvin D1 Signaling Pathways Promoting Inflammation Resolution WP5191	12
WikiPathway_2023_Human	Modulation Of PI3K Akt mTOR Signaling By Bioactive Sphingolipids WP5192	14
WikiPathway_2023_Human	Cholesterol Synthesis Disorders WP5193	18
WikiPathway_2023_Human	Synthesis Of Ceramides And 1 Deoxyceramides WP5194	22
WikiPathway_2023_Human	Inflammatory Bowel Disease Signaling WP5198	42
WikiPathway_2023_Human	PtdIns 4 5 P2 In Cytokinesis Pathway WP5199	12
WikiPathway_2023_Human	Dravet Syndrome WP5200	28
WikiPathway_2023_Human	Alstrom Syndrome WP5202	34
WikiPathway_2023_Human	Clock Controlled Autophagy In Bone Metabolism WP5205	80
WikiPathway_2023_Human	Glucose Metabolism In Triple Negative Breast Cancer Cells WP5211	8
WikiPathway_2023_Human	Amino Acid Metabolism In Triple Negative Breast Cancer Cells WP5213	7
WikiPathway_2023_Human	Warburg Effect Modulated By Deubiquitinating Enzymes And Their Substrates WP5216	26
WikiPathway_2023_Human	Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218	74
WikiPathway_2023_Human	Metabolic Reprogramming In Pancreatic Cancer WP5220	42
WikiPathway_2023_Human	2Q11 2 Copy Number Variation Syndrome WP5221	32
WikiPathway_2023_Human	2Q13 Copy Number Variation Syndrome WP5222	60
WikiPathway_2023_Human	2Q21 1 Copy Number Variation Syndrome WP5223	16
WikiPathway_2023_Human	2Q37 Copy Number Variation Syndrome WP5224	135
WikiPathway_2023_Human	Hippocampal Synaptogenesis And Neurogenesis WP5231	24
WikiPathway_2023_Human	Arsenic Metabolism And Reactive Oxygen Species Generation WP5233	11
WikiPathway_2023_Human	Bardet Biedl Syndrome WP5234	88
WikiPathway_2023_Human	Markers Of Kidney Cell Lineage WP5236	59
WikiPathway_2023_Human	Cholestasis WP5238	19
WikiPathway_2023_Human	G13 Signaling Pathway WP524	38
WikiPathway_2023_Human	Mitochondrial Beta Oxidation WP5241	9
WikiPathway_2023_Human	COVID 19 And Endothelial Cell Senescence WP5256	5
WikiPathway_2023_Human	Genetic Causes Of Porto Sinusoidal Vascular Disease WP5269	37
WikiPathway_2023_Human	LDL Influence On CD14 And TLR4 WP5272	24
WikiPathway_2023_Human	Effect Of Intestinal Microbiome On Anticoagulant Response Of Vitamin K Antagonists WP5273	8
WikiPathway_2023_Human	Ether Lipid Biosynthesis WP5275	20
WikiPathway_2023_Human	Estrogen Metabolism WP5276	24
WikiPathway_2023_Human	Steroid Hormone Precursor Biosynthesis WP5277	9
WikiPathway_2023_Human	Mineralocorticoid Biosynthesis WP5279	14
WikiPathway_2023_Human	Acetylcholine Synthesis WP528	7
WikiPathway_2023_Human	Glucocorticoid Biosynthesis WP5280	14
WikiPathway_2023_Human	Chronic Hyperglycemia Impairment Of Neuron Function WP5283	46
WikiPathway_2023_Human	Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284	26
WikiPathway_2023_Human	Immune Infiltration In Pancreatic Cancer WP5285	39
WikiPathway_2023_Human	17Q12 Copy Number Variation Syndrome WP5287	100
WikiPathway_2023_Human	Glycosphingolipid Metabolism WP5292	21
WikiPathway_2023_Human	Sildenafil Treatment WP5294	22
WikiPathway_2023_Human	Ganglio Series Sphingolipid Metabolism WP5299	13
WikiPathway_2023_Human	ID Signaling Pathway WP53	16
WikiPathway_2023_Human	Cytokines And Inflammatory Response WP530	26
WikiPathway_2023_Human	TROP2 Regulatory Signaling WP5300	45
WikiPathway_2023_Human	Lacto Series Sphingolipid Metabolism WP5303	6
WikiPathway_2023_Human	Cholesterol Metabolism WP5304	72
WikiPathway_2023_Human	DNA Mismatch Repair WP531	23
WikiPathway_2023_Human	Metabolic Pathways Of Fibroblasts WP5312	32
WikiPathway_2023_Human	Carnosine Metabolism Of Glial Cells WP5313	4
WikiPathway_2023_Human	Lactate Shuttle In Glial Cells WP5314	13
